Accession,QCIssue,NumAPOBECs,NumConservedAPOBECSites,ADIndex
AY352275,True,0,41,0.0
AY352654,True,0,41,0.0
AY352655,True,0,41,0.0
AY352656,True,0,41,0.0
AY352657,True,0,41,0.0
AY455778,True,0,41,0.0
AY455779,True,0,41,0.0
AY455780,True,0,41,0.0
AY455781,True,0,41,0.0
AY455782,True,0,41,0.0
AY455783,True,2,41,0.04878048780487805
AY455784,True,0,41,0.0
AY455785,True,0,41,0.0
AY463217,True,0,41,0.0
AY463218,True,0,41,0.0
AY463219,True,0,41,0.0
AY463220,True,0,41,0.0
AY463221,True,0,41,0.0
AY463222,True,0,41,0.0
AY463223,True,0,41,0.0
AY463224,True,0,41,0.0
AY463225,True,0,41,0.0
AY463226,True,0,41,0.0
AY463227,True,0,41,0.0
AY463228,True,0,41,0.0
AY463229,True,0,41,0.0
AY463230,True,0,41,0.0
AY463231,True,0,41,0.0
AY463232,True,0,41,0.0
AY463233,True,0,41,0.0
AY463234,True,0,41,0.0
AY463236,True,0,41,0.0
AY463237,True,0,41,0.0
AY484419,True,0,41,0.0
AY484420,True,0,41,0.0
AY484421,True,0,41,0.0
AY484422,True,0,41,0.0
AY484423,True,0,41,0.0
AY484424,True,0,41,0.0
AY500393,True,0,41,0.0
AY531116,True,0,41,0.0
AY535659,True,0,41,0.0
AY535660,True,0,41,0.0
AY536233,True,0,41,0.0
AY536234,True,0,41,0.0
AY536235,True,1,41,0.024390243902439025
AY536236,True,0,41,0.0
AY536237,True,0,41,0.0
AY536238,True,0,41,0.0
AY560107,True,0,41,0.0
AY560108,True,0,41,0.0
AY560109,True,0,41,0.0
AY560110,True,0,41,0.0
AY585264,True,0,41,0.0
AY585265,True,0,41,0.0
AY585266,True,0,41,0.0
AY585267,True,0,41,0.0
AY585268,True,0,41,0.0
AY586540,True,0,41,0.0
AY586541,True,0,41,0.0
AY586542,True,0,41,0.0
AY586543,True,0,41,0.0
AY586544,True,0,41,0.0
AY586545,True,0,41,0.0
AY586546,True,0,41,0.0
AY586547,True,0,41,0.0
AY586548,True,1,41,0.024390243902439025
AY586549,True,0,41,0.0
AY588970,True,0,41,0.0
AY588971,True,0,41,0.0
AY612637,True,0,41,0.0
AY679786,True,0,41,0.0
AY682547,False,8,41,0.1951219512195122
AY703909,True,0,41,0.0
AY703910,True,0,41,0.0
AY703911,True,0,41,0.0
AY751406,True,0,41,0.0
AY751407,True,0,41,0.0
AY771588,True,0,41,0.0
AY771589,True,0,41,0.0
AY771591,True,0,41,0.0
AY771592,True,0,41,0.0
AY771593,True,0,41,0.0
AY772535,True,0,41,0.0
AY772690,True,0,41,0.0
AY772691,True,0,41,0.0
AY772692,True,0,41,0.0
AY772693,True,0,41,0.0
AY772694,True,0,41,0.0
AY772695,True,0,41,0.0
AY772696,True,0,41,0.0
AY772698,True,0,41,0.0
AY772699,True,1,41,0.024390243902439025
AY772700,True,0,41,0.0
AY772952,True,0,41,0.0
AY772953,True,0,41,0.0
AY772954,True,1,41,0.024390243902439025
AY772955,True,0,41,0.0
AY772956,True,0,41,0.0
AY772957,True,0,41,0.0
AY772958,True,0,41,0.0
AY772959,True,0,41,0.0
AY772960,True,0,41,0.0
AY772970,True,0,41,0.0
AY772971,True,0,41,0.0
AY772972,True,0,41,0.0
AY772973,True,0,41,0.0
AY772985,True,1,41,0.024390243902439025
AY772986,True,0,41,0.0
AY773338,True,0,41,0.0
AY773340,True,1,41,0.024390243902439025
AY773341,True,1,41,0.024390243902439025
AY779550,True,0,41,0.0
AY779553,True,0,41,0.0
AY779557,True,0,41,0.0
AY786790,True,0,41,0.0
AY786800,True,0,41,0.0
AY786830,True,0,41,0.0
AY786840,True,0,41,0.0
AY786870,True,0,41,0.0
AY786880,True,0,41,0.0
AY786910,True,0,41,0.0
AY786920,True,0,41,0.0
AY786952,True,0,41,0.0
AY786962,True,0,41,0.0
AY805330,True,0,41,0.0
AY818641,False,12,41,0.2926829268292683
AY819715,True,0,41,0.0
AY835748,True,0,41,0.0
AY835753,True,0,41,0.0
AY835754,True,0,41,0.0
AY835755,True,0,41,0.0
AY835757,True,0,41,0.0
AY835759,True,0,41,0.0
AY835762,True,0,41,0.0
AY835766,True,0,41,0.0
AY835769,True,1,41,0.024390243902439025
AY835770,True,0,41,0.0
AY835774,True,0,41,0.0
AY835777,True,0,41,0.0
AY835779,True,0,41,0.0
AY838569,True,0,41,0.0
AY838570,True,0,41,0.0
AY838571,True,0,41,0.0
AY838572,True,0,41,0.0
AY838573,True,0,41,0.0
AY838574,True,0,41,0.0
AY838575,True,0,41,0.0
AY838576,True,0,41,0.0
AY838577,True,0,41,0.0
AY838578,True,0,41,0.0
AY838579,True,0,41,0.0
AY838580,True,0,41,0.0
AY838581,True,0,41,0.0
AY838582,True,0,41,0.0
AY838583,True,0,41,0.0
AY838584,True,0,41,0.0
AY838585,True,0,41,0.0
AY838586,True,0,41,0.0
AY838587,True,0,41,0.0
AY838589,True,0,41,0.0
AY838590,True,0,41,0.0
AY838591,True,0,41,0.0
AY838592,True,0,41,0.0
AY838593,True,0,41,0.0
AY838594,True,0,41,0.0
AY838595,True,0,41,0.0
AY838596,True,0,41,0.0
AY838597,True,0,41,0.0
AY838598,True,0,41,0.0
AY838599,True,0,41,0.0
AY838600,True,0,41,0.0
AY838601,True,0,41,0.0
AY838602,True,0,41,0.0
AY838603,True,0,41,0.0
AY838604,True,1,41,0.024390243902439025
AY838605,True,0,41,0.0
AY838606,True,0,41,0.0
AY838607,True,0,41,0.0
AY838608,True,0,41,0.0
AY838609,True,0,41,0.0
AY838610,True,0,41,0.0
AY838611,True,0,41,0.0
AY838612,True,0,41,0.0
AY838613,True,0,41,0.0
AY838614,True,0,41,0.0
AY838615,True,0,41,0.0
AY838616,True,0,41,0.0
AY838617,True,0,41,0.0
AY838618,True,0,41,0.0
AY838619,True,0,41,0.0
AY838620,True,0,41,0.0
AY838621,True,0,41,0.0
AY838622,True,0,41,0.0
AY838623,True,0,41,0.0
AY838624,True,1,41,0.024390243902439025
AY838625,True,0,41,0.0
AY838626,True,0,41,0.0
AY838627,True,0,41,0.0
AY838628,True,0,41,0.0
AY838629,True,0,41,0.0
AY838630,True,0,41,0.0
AY838631,True,0,41,0.0
AY838632,True,0,41,0.0
AY838633,True,0,41,0.0
AY838634,True,0,41,0.0
AY838635,True,0,41,0.0
AY838636,True,0,41,0.0
AY838637,True,0,41,0.0
AY838638,True,0,41,0.0
AY839827,True,0,41,0.0
AY856957,True,0,41,0.0
AY856962,True,0,41,0.0
AY856965,True,0,41,0.0
AY856966,True,0,41,0.0
AY856967,True,0,41,0.0
AY856970,True,1,41,0.024390243902439025
AY856974,True,0,41,0.0
AY856980,True,0,41,0.0
AY856985,True,0,41,0.0
AY856986,True,0,41,0.0
AY856988,True,1,41,0.024390243902439025
AY856989,True,1,41,0.024390243902439025
AY857000,True,1,41,0.024390243902439025
AY857001,True,0,41,0.0
AY857003,True,0,41,0.0
AY857007,True,1,41,0.024390243902439025
AY857008,True,3,41,0.07317073170731707
AY857010,True,0,41,0.0
AY857011,True,0,41,0.0
AY857013,True,0,41,0.0
AY857014,True,0,41,0.0
AY857018,True,0,41,0.0
AY857019,True,0,41,0.0
AY857022,True,0,41,0.0
AY857026,True,0,41,0.0
AY857034,True,0,41,0.0
AY857037,True,0,41,0.0
AY857041,True,0,41,0.0
AY857044,True,0,41,0.0
AY857045,True,0,41,0.0
AY857049,True,0,41,0.0
AY857059,False,4,41,0.0975609756097561
AY857060,True,1,41,0.024390243902439025
AY857068,True,1,41,0.024390243902439025
AY857070,True,0,41,0.0
AY857071,True,0,41,0.0
AY857075,True,1,41,0.024390243902439025
AY857076,True,0,41,0.0
AY857084,True,0,41,0.0
AY857086,True,0,41,0.0
AY857089,True,0,41,0.0
AY857100,True,0,41,0.0
AY857103,True,0,41,0.0
AY857108,True,0,41,0.0
AY857110,True,0,41,0.0
AY857115,True,0,41,0.0
AY857119,True,0,41,0.0
AY857123,True,0,41,0.0
AY857124,True,0,41,0.0
AY857125,True,0,41,0.0
AY857128,True,0,41,0.0
AY857132,True,0,41,0.0
AY857133,True,0,41,0.0
AY857136,True,0,41,0.0
AY857137,True,0,41,0.0
AY857138,True,0,41,0.0
AY857144,True,0,41,0.0
AY857148,True,0,41,0.0
AY857150,True,0,41,0.0
AY857151,True,1,41,0.024390243902439025
AY857153,True,0,41,0.0
AY857160,True,0,41,0.0
AY857162,True,0,41,0.0
AY857163,True,1,41,0.024390243902439025
AY857165,True,0,41,0.0
AY857166,True,0,41,0.0
AY857170,True,0,41,0.0
AY857171,True,0,41,0.0
AY857174,True,0,41,0.0
AY857175,True,0,41,0.0
AY857176,True,0,41,0.0
AY857180,True,0,41,0.0
AY857184,False,6,41,0.14634146341463414
AY857185,True,2,41,0.04878048780487805
AY863146,True,0,41,0.0
AY878054,True,0,41,0.0
AY878055,True,0,41,0.0
AY878056,True,0,41,0.0
AY878057,True,0,41,0.0
AY878058,True,0,41,0.0
AY878059,True,0,41,0.0
AY878060,True,0,41,0.0
AY878061,True,0,41,0.0
AY878062,True,0,41,0.0
AY878064,True,0,41,0.0
AY878065,True,0,41,0.0
AY878066,True,0,41,0.0
AY878067,True,0,41,0.0
AY878068,True,0,41,0.0
AY878070,True,0,41,0.0
AY878071,True,0,41,0.0
AY878072,True,0,41,0.0
AY882421,True,0,41,0.0
AY887094,True,0,41,0.0
AY894993,True,0,41,0.0
AY894994,True,0,41,0.0
AY894995,True,0,41,0.0
AY900571,True,0,41,0.0
AY900572,True,0,41,0.0
AY900573,True,0,41,0.0
AY900574,True,0,41,0.0
AY900575,True,0,41,0.0
AY900576,True,0,41,0.0
AY900577,True,0,41,0.0
AY900578,True,0,41,0.0
AY900579,True,0,41,0.0
AY900581,True,0,41,0.0
AY901965,True,0,41,0.0
AY901966,True,1,41,0.024390243902439025
AY901967,True,0,41,0.0
AY901968,True,0,41,0.0
AY901969,True,0,41,0.0
AY901970,True,0,41,0.0
AY901971,True,0,41,0.0
AY901973,True,0,41,0.0
AY901974,True,0,41,0.0
AY901975,True,0,41,0.0
AY901976,True,0,41,0.0
AY901977,True,0,41,0.0
AY901979,True,0,41,0.0
AY901980,True,0,41,0.0
AY901981,True,0,41,0.0
AY945709,True,0,41,0.0
AY967803,True,0,41,0.0
AY967804,True,0,41,0.0
AY967805,True,0,41,0.0
AY967806,True,0,41,0.0
AY967807,True,3,41,0.07317073170731707
AY968312,True,0,41,0.0
AY970946,True,0,41,0.0
BD263634,True,0,41,0.0
BD298114,True,0,41,0.0
CQ891769,True,0,41,0.0
CQ891770,True,0,41,0.0
CQ891776,True,0,41,0.0
CQ891779,True,0,41,0.0
CQ958304,True,0,41,0.0
D10112,True,0,41,0.0
DD409979,True,0,41,0.0
DQ011166,True,0,41,0.0
DQ011167,True,0,41,0.0
DQ011168,True,0,41,0.0
DQ011170,True,0,41,0.0
DQ011171,True,0,41,0.0
DQ011172,True,0,41,0.0
DQ011173,True,0,41,0.0
DQ011174,True,0,41,0.0
DQ011175,True,0,41,0.0
DQ011176,True,0,41,0.0
DQ011177,True,0,41,0.0
DQ011178,True,0,41,0.0
DQ011179,True,0,41,0.0
DQ011180,True,0,41,0.0
DQ020274,True,0,41,0.0
DQ054367,True,2,41,0.04878048780487805
DQ056404,True,0,41,0.0
DQ056405,True,0,41,0.0
DQ056406,True,0,41,0.0
DQ056407,False,6,41,0.14634146341463414
DQ056408,True,0,41,0.0
DQ056409,True,0,41,0.0
DQ056410,True,0,41,0.0
DQ056411,True,0,41,0.0
DQ056412,True,0,41,0.0
DQ056414,True,0,41,0.0
DQ056415,True,0,41,0.0
DQ056416,True,0,41,0.0
DQ056417,True,0,41,0.0
DQ056418,True,0,41,0.0
DQ083238,True,0,41,0.0
DQ085867,True,0,41,0.0
DQ085868,True,0,41,0.0
DQ085869,True,0,41,0.0
DQ085870,True,0,41,0.0
DQ085871,True,0,41,0.0
DQ085872,True,0,41,0.0
DQ085873,True,0,41,0.0
DQ085874,True,0,41,0.0
DQ085875,True,0,41,0.0
DQ085876,True,0,41,0.0
DQ093585,True,0,41,0.0
DQ093586,True,0,41,0.0
DQ093587,True,0,41,0.0
DQ093588,True,0,41,0.0
DQ093589,True,0,41,0.0
DQ093590,True,0,41,0.0
DQ093591,True,0,41,0.0
DQ093592,True,0,41,0.0
DQ093593,True,0,41,0.0
DQ093594,True,0,41,0.0
DQ093595,True,0,41,0.0
DQ093596,True,0,41,0.0
DQ093597,True,0,41,0.0
DQ093598,True,0,41,0.0
DQ093599,True,0,41,0.0
DQ093600,True,0,41,0.0
DQ093601,True,0,41,0.0
DQ093602,True,0,41,0.0
DQ093603,True,0,41,0.0
DQ093604,True,0,41,0.0
DQ093605,True,0,41,0.0
DQ093606,True,1,41,0.024390243902439025
DQ093607,True,0,41,0.0
DQ097739,True,0,41,0.0
DQ097742,False,11,41,0.2682926829268293
DQ097745,True,0,41,0.0
DQ097748,True,0,41,0.0
DQ097750,True,0,41,0.0
DQ127534,True,0,41,0.0
DQ127537,True,0,41,0.0
DQ127542,True,0,41,0.0
DQ127548,True,0,41,0.0
DQ164104,True,0,41,0.0
DQ164106,True,0,41,0.0
DQ164107,True,0,41,0.0
DQ164108,True,0,41,0.0
DQ164109,True,0,41,0.0
DQ164110,True,0,41,0.0
DQ164111,True,0,41,0.0
DQ164113,True,0,41,0.0
DQ164114,True,0,41,0.0
DQ164115,True,0,41,0.0
DQ164117,True,0,41,0.0
DQ164118,True,0,41,0.0
DQ164119,True,0,41,0.0
DQ164120,True,0,41,0.0
DQ164121,True,0,41,0.0
DQ164122,True,0,41,0.0
DQ164123,False,10,41,0.24390243902439024
DQ164124,False,15,41,0.36585365853658536
DQ164125,False,21,41,0.5121951219512195
DQ164126,True,0,41,0.0
DQ164127,True,0,41,0.0
DQ164128,False,19,41,0.4634146341463415
DQ164129,True,0,41,0.0
DQ167215,True,0,41,0.0
DQ167216,True,0,41,0.0
DQ189088,True,0,41,0.0
DQ230841,False,4,41,0.0975609756097561
DQ275642,True,0,41,0.0
DQ275643,True,0,41,0.0
DQ275644,True,0,41,0.0
DQ275645,True,0,41,0.0
DQ275646,True,0,41,0.0
DQ275647,True,0,41,0.0
DQ275649,True,0,41,0.0
DQ275650,True,0,41,0.0
DQ275651,True,0,41,0.0
DQ275652,True,0,41,0.0
DQ275654,True,0,41,0.0
DQ275655,True,0,41,0.0
DQ275656,True,0,41,0.0
DQ275657,True,0,41,0.0
DQ275658,True,0,41,0.0
DQ275659,True,0,41,0.0
DQ275660,True,0,41,0.0
DQ275661,True,0,41,0.0
DQ275662,True,0,41,0.0
DQ275664,True,0,41,0.0
DQ275665,False,16,41,0.3902439024390244
DQ295192,True,0,41,0.0
DQ295193,True,0,41,0.0
DQ295195,True,0,41,0.0
DQ295196,True,0,41,0.0
DQ322223,True,0,41,0.0
DQ322225,True,0,41,0.0
DQ322227,True,0,41,0.0
DQ322231,True,0,41,0.0
DQ351216,True,0,41,0.0
DQ351217,True,0,41,0.0
DQ351219,True,0,41,0.0
DQ351221,True,0,41,0.0
DQ351222,True,0,41,0.0
DQ351223,True,0,41,0.0
DQ351225,True,0,41,0.0
DQ351226,True,0,41,0.0
DQ351227,True,0,41,0.0
DQ351229,True,0,41,0.0
DQ351230,True,0,41,0.0
DQ351231,True,0,41,0.0
DQ351232,True,0,41,0.0
DQ351234,True,0,41,0.0
DQ351236,True,0,41,0.0
DQ351237,True,0,41,0.0
DQ351238,True,0,41,0.0
DQ358799,True,0,41,0.0
DQ358800,True,0,41,0.0
DQ358801,True,0,41,0.0
DQ358802,True,0,41,0.0
DQ358803,True,0,41,0.0
DQ358804,True,1,41,0.024390243902439025
DQ358806,True,0,41,0.0
DQ358807,True,0,41,0.0
DQ358808,True,0,41,0.0
DQ358809,True,0,41,0.0
DQ358810,True,0,41,0.0
DQ358811,True,0,41,0.0
DQ358812,True,0,41,0.0
DQ366659,True,1,41,0.024390243902439025
DQ366660,True,0,41,0.0
DQ366661,True,0,41,0.0
DQ366662,True,0,41,0.0
DQ366663,True,0,41,0.0
DQ366664,True,0,41,0.0
DQ366665,True,0,41,0.0
DQ366666,True,0,41,0.0
DQ369976,True,0,41,0.0
DQ369977,True,0,41,0.0
DQ369979,True,0,41,0.0
DQ369980,True,0,41,0.0
DQ369981,True,0,41,0.0
DQ369982,True,0,41,0.0
DQ369983,True,0,41,0.0
DQ369984,True,0,41,0.0
DQ369985,True,0,41,0.0
DQ369986,True,0,41,0.0
DQ369987,True,0,41,0.0
DQ369988,True,0,41,0.0
DQ369989,True,0,41,0.0
DQ369990,True,0,41,0.0
DQ369991,True,0,41,0.0
DQ369992,True,0,41,0.0
DQ369993,True,0,41,0.0
DQ369994,True,0,41,0.0
DQ369995,True,0,41,0.0
DQ369997,True,0,41,0.0
DQ369998,True,0,41,0.0
DQ383754,True,0,41,0.0
DQ396364,True,0,41,0.0
DQ396367,True,0,41,0.0
DQ396368,True,0,41,0.0
DQ396369,True,0,41,0.0
DQ396370,True,0,41,0.0
DQ396371,True,0,41,0.0
DQ396372,True,0,41,0.0
DQ396373,True,0,41,0.0
DQ396374,True,0,41,0.0
DQ396375,True,0,41,0.0
DQ396376,True,0,41,0.0
DQ396377,True,0,41,0.0
DQ396378,True,0,41,0.0
DQ396379,True,0,41,0.0
DQ396380,True,0,41,0.0
DQ396381,True,0,41,0.0
DQ396382,True,0,41,0.0
DQ396383,True,0,41,0.0
DQ396384,True,0,41,0.0
DQ396385,True,0,41,0.0
DQ396386,True,0,41,0.0
DQ396387,True,0,41,0.0
DQ396389,True,0,41,0.0
DQ396390,True,0,41,0.0
DQ396391,True,0,41,0.0
DQ396392,True,0,41,0.0
DQ396393,True,0,41,0.0
DQ396394,True,0,41,0.0
DQ396395,True,0,41,0.0
DQ396398,True,0,41,0.0
DQ396399,True,0,41,0.0
DQ396400,True,0,41,0.0
DQ400856,True,0,41,0.0
DQ445117,True,0,41,0.0
DQ445118,True,0,41,0.0
DQ445119,True,0,41,0.0
DQ445632,True,0,41,0.0
DQ445633,True,0,41,0.0
DQ445634,True,0,41,0.0
DQ445635,True,0,41,0.0
DQ445636,True,0,41,0.0
DQ487188,True,0,41,0.0
DQ487190,True,0,41,0.0
DQ672623,True,0,41,0.0
DQ676870,True,0,41,0.0
DQ676872,True,0,41,0.0
DQ676874,True,1,41,0.024390243902439025
DQ676877,True,0,41,0.0
DQ676880,True,0,41,0.0
DQ676883,True,0,41,0.0
DQ676886,True,2,41,0.04878048780487805
DQ792982,True,0,41,0.0
DQ792983,True,0,41,0.0
DQ792984,True,0,41,0.0
DQ792985,True,0,41,0.0
DQ792986,True,0,41,0.0
DQ792987,True,0,41,0.0
DQ792988,True,0,41,0.0
DQ792990,True,0,41,0.0
DQ792991,True,0,41,0.0
DQ792992,True,0,41,0.0
DQ792993,True,0,41,0.0
DQ792994,True,0,41,0.0
DQ792995,True,0,41,0.0
DQ792996,True,0,41,0.0
DQ792997,True,0,41,0.0
DQ792998,True,0,41,0.0
DQ792999,True,0,41,0.0
DQ793000,True,0,41,0.0
DQ793001,True,0,41,0.0
DQ793002,True,0,41,0.0
DQ793003,True,0,41,0.0
DQ793004,True,0,41,0.0
DQ793005,True,0,41,0.0
DQ793006,True,0,41,0.0
DQ793007,True,0,41,0.0
DQ793008,True,0,41,0.0
DQ793009,True,0,41,0.0
DQ793010,True,0,41,0.0
DQ793011,True,0,41,0.0
DQ793012,True,0,41,0.0
DQ793013,True,0,41,0.0
DQ793014,True,0,41,0.0
DQ793015,True,0,41,0.0
DQ793016,True,0,41,0.0
DQ793017,True,0,41,0.0
DQ793018,True,0,41,0.0
DQ793019,True,0,41,0.0
DQ793020,True,0,41,0.0
DQ793021,True,0,41,0.0
DQ793022,True,0,41,0.0
DQ793023,True,0,41,0.0
DQ793024,True,0,41,0.0
DQ793025,True,0,41,0.0
DQ793027,True,0,41,0.0
DQ793028,True,0,41,0.0
DQ793029,True,0,41,0.0
DQ793030,True,0,41,0.0
DQ793031,True,0,41,0.0
DQ793032,True,0,41,0.0
DQ793033,True,0,41,0.0
DQ793034,True,0,41,0.0
DQ793035,True,0,41,0.0
DQ793036,True,0,41,0.0
DQ793037,True,0,41,0.0
DQ793038,True,0,41,0.0
DQ793039,True,0,41,0.0
DQ793040,True,0,41,0.0
DQ793041,True,0,41,0.0
DQ793042,True,0,41,0.0
DQ793043,True,0,41,0.0
DQ793044,True,0,41,0.0
DQ793045,True,0,41,0.0
DQ833428,True,0,41,0.0
DQ837381,True,0,41,0.0
DQ853436,True,0,41,0.0
DQ853455,True,0,41,0.0
DQ859178,True,0,41,0.0
DQ859179,True,0,41,0.0
DQ859180,True,0,41,0.0
DQ886034,True,0,41,0.0
DQ886037,True,0,41,0.0
DQ886038,True,0,41,0.0
DQ912822,True,0,41,0.0
DQ912823,True,0,41,0.0
DQ926898,True,0,41,0.0
DQ926899,True,0,41,0.0
DQ979023,True,0,41,0.0
DQ979024,True,0,41,0.0
DQ979025,True,0,41,0.0
DQ996244,True,0,41,0.0
DQ996248,True,0,41,0.0
DQ996250,True,0,41,0.0
DQ996252,True,0,41,0.0
DQ996254,True,0,41,0.0
EF029066,True,0,41,0.0
EF036527,True,0,41,0.0
EF036528,True,0,41,0.0
EF036529,True,0,41,0.0
EF036530,True,0,41,0.0
EF036531,True,0,41,0.0
EF036532,True,0,41,0.0
EF036533,True,0,41,0.0
EF036534,True,1,41,0.024390243902439025
EF036535,True,0,41,0.0
EF090287,True,0,41,0.0
EF090288,True,0,41,0.0
EF090289,True,0,41,0.0
EF091932,True,0,41,0.0
EF121385,True,2,41,0.04878048780487805
EF122502,True,0,41,0.0
EF122503,True,0,41,0.0
EF122504,True,0,41,0.0
EF122505,True,0,41,0.0
EF122506,True,0,41,0.0
EF122507,True,0,41,0.0
EF122508,True,0,41,0.0
EF122509,True,0,41,0.0
EF122510,True,0,41,0.0
EF122511,True,0,41,0.0
EF122512,True,0,41,0.0
EF122513,True,0,41,0.0
EF122514,True,0,41,0.0
EF122515,True,0,41,0.0
EF122516,True,0,41,0.0
EF122517,True,0,41,0.0
EF122518,True,0,41,0.0
EF122519,True,0,41,0.0
EF122520,True,0,41,0.0
EF122522,True,0,41,0.0
EF122523,True,0,41,0.0
EF122524,True,0,41,0.0
EF122526,True,0,41,0.0
EF122527,True,0,41,0.0
EF122528,True,0,41,0.0
EF122529,True,0,41,0.0
EF122530,True,0,41,0.0
EF122531,True,0,41,0.0
EF122532,True,0,41,0.0
EF122533,True,0,41,0.0
EF122534,True,0,41,0.0
EF122535,True,0,41,0.0
EF122536,True,0,41,0.0
EF122537,True,0,41,0.0
EF122538,True,0,41,0.0
EF122539,True,0,41,0.0
EF122540,True,0,41,0.0
EF122541,True,0,41,0.0
EF122542,True,0,41,0.0
EF122543,True,0,41,0.0
EF122544,True,0,41,0.0
EF122545,True,0,41,0.0
EF122559,True,0,41,0.0
EF125631,True,0,41,0.0
EF186111,True,0,41,0.0
EF186151,True,0,41,0.0
EF186174,True,0,41,0.0
EF363122,True,0,41,0.0
EF363124,True,0,41,0.0
EF363125,True,0,41,0.0
EF363127,True,0,41,0.0
EF368370,True,0,41,0.0
EF368371,True,0,41,0.0
EF368372,True,0,41,0.0
EF370293,True,2,41,0.04878048780487805
EF370299,True,0,41,0.0
EF370303,True,2,41,0.04878048780487805
EF370322,True,0,41,0.0
EF370326,True,0,41,0.0
EF370338,True,0,41,0.0
EF370354,True,3,41,0.07317073170731707
EF370360,True,1,41,0.024390243902439025
EF370365,True,0,41,0.0
EF370373,True,0,41,0.0
EF370375,True,0,41,0.0
EF370378,True,1,41,0.024390243902439025
EF370386,True,2,41,0.04878048780487805
EF420986,True,0,41,0.0
EF457099,True,0,41,0.0
EF457110,True,0,41,0.0
EF457119,True,0,41,0.0
EF457128,True,0,41,0.0
EF457162,True,0,41,0.0
EF457179,True,0,41,0.0
EF457187,True,0,41,0.0
EF469243,True,0,41,0.0
EF495062,True,0,41,0.0
EF514697,True,0,41,0.0
EF514698,True,0,41,0.0
EF514699,True,0,41,0.0
EF514700,True,0,41,0.0
EF514701,True,0,41,0.0
EF514702,True,0,41,0.0
EF514703,True,0,41,0.0
EF514704,True,0,41,0.0
EF514705,True,0,41,0.0
EF514706,True,0,41,0.0
EF514707,True,0,41,0.0
EF514708,True,0,41,0.0
EF514709,True,0,41,0.0
EF514710,True,0,41,0.0
EF514711,True,0,41,0.0
EF514712,True,0,41,0.0
EF514713,True,0,41,0.0
EF525480,True,0,41,0.0
EF525484,True,0,41,0.0
EF525488,True,0,41,0.0
EF525492,True,0,41,0.0
EF525500,True,0,41,0.0
EF525504,True,0,41,0.0
EF525508,True,0,41,0.0
EF525512,True,0,41,0.0
EF525516,True,1,41,0.024390243902439025
EF525520,True,0,41,0.0
EF525524,True,0,41,0.0
EF525526,True,0,41,0.0
EF545108,True,0,41,0.0
EF545109,True,0,41,0.0
EF633445,True,0,41,0.0
EF637046,True,0,41,0.0
EF637047,True,0,41,0.0
EF637048,True,0,41,0.0
EF637049,True,0,41,0.0
EF637050,True,0,41,0.0
EF637051,True,0,41,0.0
EF637052,True,0,41,0.0
EF637053,True,0,41,0.0
EF637054,True,0,41,0.0
EF637055,True,0,41,0.0
EF637056,True,0,41,0.0
EF637057,True,0,41,0.0
EF680869,True,0,41,0.0
EF680870,True,0,41,0.0
EF680872,True,0,41,0.0
EF694032,True,0,41,0.0
EF694034,True,0,41,0.0
EU000506,True,0,41,0.0
EU000509,True,0,41,0.0
EU000512,True,0,41,0.0
EU000515,True,1,41,0.024390243902439025
EU110086,True,0,41,0.0
EU110087,True,0,41,0.0
EU110088,True,0,41,0.0
EU110089,True,0,41,0.0
EU110090,True,0,41,0.0
EU110091,True,0,41,0.0
EU110092,True,0,41,0.0
EU110093,True,0,41,0.0
EU110094,True,0,41,0.0
EU170135,True,0,41,0.0
EU170136,True,0,41,0.0
EU170138,True,0,41,0.0
EU170139,True,0,41,0.0
EU170140,True,0,41,0.0
EU170142,True,0,41,0.0
EU170143,True,0,41,0.0
EU170144,True,0,41,0.0
EU170145,True,0,41,0.0
EU170146,True,0,41,0.0
EU170147,True,0,41,0.0
EU170148,True,0,41,0.0
EU170149,True,0,41,0.0
EU170150,True,0,41,0.0
EU170151,True,0,41,0.0
EU170152,True,0,41,0.0
EU170153,True,0,41,0.0
EU170154,True,0,41,0.0
EU170155,True,0,41,0.0
EU220698,True,0,41,0.0
EU293444,True,0,41,0.0
EU293446,True,0,41,0.0
EU293447,True,0,41,0.0
EU293448,True,0,41,0.0
EU293449,True,0,41,0.0
EU293450,True,0,41,0.0
EU342791,True,0,41,0.0
EU342796,True,0,41,0.0
EU342801,True,0,41,0.0
EU342804,True,0,41,0.0
EU342807,True,1,41,0.024390243902439025
EU342808,True,0,41,0.0
EU342809,True,0,41,0.0
EU342810,True,0,41,0.0
EU342811,True,0,41,0.0
EU342813,True,0,41,0.0
EU347635,True,0,41,0.0
EU347638,True,0,41,0.0
EU347644,True,0,41,0.0
EU347648,True,0,41,0.0
EU347653,True,0,41,0.0
EU347658,True,0,41,0.0
EU347662,True,0,41,0.0
EU347667,True,0,41,0.0
EU347672,True,0,41,0.0
EU347676,True,0,41,0.0
EU347681,True,0,41,0.0
EU347685,True,0,41,0.0
EU347688,True,0,41,0.0
EU347691,True,0,41,0.0
EU347694,True,0,41,0.0
EU347697,True,0,41,0.0
EU347700,True,0,41,0.0
EU347703,True,0,41,0.0
EU347706,True,0,41,0.0
EU347709,True,0,41,0.0
EU347712,True,0,41,0.0
EU448295,True,0,41,0.0
EU517762,True,0,41,0.0
EU517763,True,0,41,0.0
EU517764,True,0,41,0.0
EU517765,True,0,41,0.0
