PubID,PubMedID,PubYear,NumPts,NumIsolates,NumLANLIsolates,NumLANLIsolatesQCPassed,Title,Authors,Subtypes,RxStatus,Notes
PM20375173,20375173,2010,,393,10,10,Wide variation in the multiplicity of HIV-1 infection among injection drug users,"Bar,K.J., Li,H., Chamberland,A., Tremblay,C., Routy,J.P., Grayson,T., Sun,C., Wang,S., Learn,G.H., Morgan,C.J., Schumacher,J.E., Haynes,B.F., Keele,B.F., Hahn,B.H. and Shaw,G.M.",B,Naive,
PM21239033,21239033,2011,,56,10,10,Multiple HIV-1 infections with evidence of recombination in heterosexual partnerships in a low risk Rural Clinical Cohort in Uganda,"Ssemwanga,D., Lyagoba,F., Ndembi,N., Mayanja,B.N., Larke,N., Wang,S., Baalwa,J., Williamson,C., Grosskurth,H. and Kaleebu,P.",A1; A1D,Naive,
PM21843318,21843318,2011,,35,10,10,Early infant HIV-1 envelopes exhibit more rapid entry kinetics than non-transmitted maternal variants,"Kishko,M., Somasundaran,M., Brewster,F., Sullivan,J., Clapham,P. and Luzuriaga,K.",B,PINaive,
PM22007152,22007152,2011,,851,10,10,HIV-1 Replication in the Central Nervous System Occurs in Two Distinct Cell Types,"Schnell,G., Joseph,S., Spudich,S., Price,R.W. and Swanstrom,R.",B,Unknown,
PM22176121,22176121,2012,,10,10,10,"Characterization of Primary Isolates of HIV Type 1 CRF28_BF, CRF29_BF, and Unique BF Recombinants Circulating in Sao Paulo, Brazil","Melo,F.L., Jamal,L.F. and Zanotto,P.M.",28_BF; 29_BF; BF1,Rx,
PM22357663,22357663,2012,,14,10,10,Characterization of Acute HIV-1 Infection in High-Risk Nigerian Populations,"Charurat,M., Nasidi,A., Delaney,K., Saidu,A., Croxton,T., Mondal,P., Aliyu,G.G., Constantine,N., Abimiku,A., Carr,J.K., Vertefeuille,J. and Blattner,W.",02A; 02_AG; G,Naive,
PM22916738,22916738,2013,,10,10,10,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W.",01_AE; 35_AD,Naive,
PM23151449,23151449,2012,,29,10,10,Pilot study on the immunogenicity of paired Env immunogens from mother-to-child transmitted HIV-1 isolates,"Wang,S., Kishko,M., Wan,S., Wang,Y., Brewster,F., Gray,G.E., Violari,A., Sullivan,J.L., Somasundaran,M., Luzuriaga,K. and Lu,S.",C,Unknown,
PM24699231,24699231,2014,,224,10,10,The Genealogical Population Dynamics of HIV-1 in a Large Transmission Chain: Bridging within and among Host Evolutionary Rates,"Vrancken,B., Rambaut,A., Suchard,M.A., Drummond,A., Baele,G., Derdelinckx,I., Van Wijngaerden,E., Vandamme,A.M., Van Laethem,K. and Lemey,P.",C,Mixed,
PM24866155,24866155,2014,,123,10,10,Low level of HIV-1 evolution after transmission from mother to child,"Gijsbers,E.F., van Nuenen,A.C., Torrents de la Pena,A., Bowles,E.J., Stewart-Jones,G.B., Schuitemaker,H. and Kootstra,N.A.",B; G,Naive,
PM26083631,26083631,2015,,30,10,10,A Conserved Glycan in the C2 Domain of HIV-1 Envelope Acts as a Molecular Switch to Control X4 Utilization by Clonal Variants with Identical V3 Loops,"Lombardi,F., Nakamura,K.J., Chen,T., Sobrera,E.R., Tobin,N.H. and Aldrovandi,G.M.",B; C,Rx-PI,
PM26375597,26375597,2015,,11,10,10,Extremely High Mutation Rate of HIV-1 In Vivo,"Cuevas,J.M., Geller,R., Garijo,R., Lopez-Aldeguer,J. and Sanjuan,R.",B,Naive,
PM27169981,27169981,2016,,10,10,10,"Identification of a Novel HIV-1 Circulating Recombinant Form (CRF85_BC) in Sichuan, China","Su,L., Wei,D., Yang,H., Zeng,Y., Hu,Y., Yuan,D., Feng,L., Ruan,Y., Qin,G. and Liang,S.",85_BC,Naive,
HS3hHwffJJqzR7fqAeXGKRFQ,,,,20,9,9,"Construction of a panel of functional HIV-1 envelope clones of subtype A1, Former Soviet Union Variant","Fernandez Garcia,A., Revilla,A., Delgado,E. and Thomson,M.M.",02_AG; A6,ARV-Naive,
HSH12PfCwFEos06A7PINwifQ,,,,11,9,9,Human immunodeficiency virus type 1 subtype B env clones from chronically infected individuals in Peru for use as Env-pseudotyped viruses in neutralizing antibody assays,"Li,M., Zuniga,R., Brander,C. and Montefiori,D.C.",B,Unpublished,
HSWMmFMqzpNMiOjAlh7KFQmQ,,2015,,11,9,9,Direct Submission,"Tovanabutra,S., Sanders-Buell,E., Bose,M., O Sullivan,A., Rolland,M., Kijak,G., Rutvisuttinunt,W., Kim,J., Michael,N., Robb,M. and Ananworanich,J.",01_AE,Unpublished,
HSYTklqrZsgJB1GPV57f4ClQ,,2007,,9,9,9,Direct Submission,"Kirchherr,J.L., Jiang,C. and Gao,F.",B,Unpublished,
HSecSgCDpCoOJMR-eUwICR_g,,2017,,,9,9,Direct Submission,"Cuevas,M.T., Sanchez,M., Delgado,E., Carrera,C., Thomson,M. and PerezAlvarez,L.",02_AG; B; C; F1,Unpublished,
PM11504977,11504977,2001,,9,9,9,High proportion of unrelated HIV-1 intersubtype recombinants in the Mbeya region of southwest Tanzania,"Hoelscher,M., Kim,B., Maboko,L., Mhalu,F., von Sonnenburg,F., Birx,D.L. and McCutchan,F.E.",A1; A1C; C; CD,Naive,
PM11981372,11981372,2002,,18,9,9,"Identification of a newly characterized HIV-1 BG intersubtype circulating recombinant form in Galicia, Spain, which exhibits a pseudotype-like virion structure","Delgado,E., Thomson,M.M., Villahermosa,M.L., Sierra,M., Ocampo,A., Miralles,C., Rodriguez-Perez,R., Diz-Aren,J., Ojea-de Castro,R., Losada,E., Cuevas,M.T., Vazquez-de Parga,E., Carmona,R., Perez-Alvarez,L., Medrano,L., Cuevas,L., Taboada,J.A. and Najera,R.",14_BG; BG; G,Mixed,
PM16103205,16103205,2005,,18,9,9,Human immunodeficiency virus mutations during the first month of infection are preferentially found in known cytotoxic T-lymphocyte epitopes,"Bernardin,F., Kong,D., Peddada,L., Baxter-Lowe,L.A. and Delwart,E.",B,Naive,
PM16959032,16959032,2006,,10,9,9,"First report of an HIV-1 triple recombinant of subtypes B, C and F in Buenos Aires, Argentina","Pando,M.A., Eyzaguirre,L.M., Segura,M., Bautista,C.T., Marone,R., Ceballos,A., Montano,S.M., Sanchez,J.L., Weissenbacher,M., Avila,M.M. and Carr,J.K.",B; BCF1; BF1,Naive,
PM16971434,16971434,2006,,26,9,9,Genetic and neutralization properties of subtype C human immunodeficiency virus type 1 molecular env clones from acute and early heterosexually acquired infections in Southern Africa,"Li,M., Salazar-Gonzalez,J.F., Derdeyn,C.A., Morris,L., Williamson,C., Robinson,J.E., Decker,J.M., Li,Y., Salazar,M.G., Polonis,V.R., Mlisana,K., Karim,S.A., Hong,K., Greene,K.M., Bilska,M., Zhou,J., Allen,S., Chomba,E., Mulenga,J., Vwalika,C., Gao,F., Zhang,M., Korber,B.T., Hunter,E., Hahn,B.H. and Montefiori,D.C.",C,Naive,
PM17507467,17507467,,,133,9,9,Co-receptor Tropism in Subtype D HIV-1: High Prevalence of CXCR4 Tropism and Heterogeneous Composition of Viral Populations,"Huang,W., Eshleman,S.H., Toma,J., Fransen,S., Stawiski,E., Paxinos,E.E., Whitcomb,J.M., Young,A.M., Donnell,D., Mmiro,F., Musoke,P., Guay,L.A., Jackson,J.B., Parkin,N.T. and Petropoulos,C.J.",D,Unpublished,
PM18544023,18544023,2008,,13,9,9,"Full-length HIV type 1 proviral sequencing of 10 highly exposed women from Nairobi, Kenya reveals a high proportion of intersubtype recombinants","Land,A.M., Ball,T.B., Luo,M., Rutherford,J., Sarna,C., Wachihi,C., Kimani,J. and Plummer,F.A.",A1; A1CD; A1CG; A1D; A2CD; CD,Naive,
PM20528151,20528151,2010,,26,9,9,"Genetic characterization of 13 subtype CRF01_AE near full-length genomes in Guangxi, China","Li,L., Liang,S., Chen,L., Liu,W., Li,H., Liu,Y., Bao,Z., Wang,Z., Zhuang,D., Liu,S. and Li,J.",01_AE,Unknown,
PM21325278,21325278,2011,90,56,9,9,Genetic and Neutralization Sensitivity of Diverse HIV-1 env Clones from Chronically Infected Patients in China,"Shang,H., Han,X., Shi,X., Zuo,T., Goldin,M., Chen,D., Han,B., Sun,W., Wu,H., Wang,X. and Zhang,L.",01_AE; 07_BC; 08_BC; B; C,Naive,
PM21531432,21531432,2011,,420,9,9,Defining the human immunodeficiency virus type 1 transmission genetic bottleneck in a region with multiple circulating subtypes and recombinant forms,"Nofemela,A., Bandawe,G., Thebus,R., Marais,J., Wood,N., Hoffmann,O., Maboko,L., Hoelscher,M., Woodman,Z. and Williamson,C.",A1; A1CD; A1D; C; CD; D,Naive,
PM22269972,22269972,2012,33,33,9,9,Tracing the origin and history of HIV-1 subtype B' epidemic by near full-length genome analyses,"Li,Z., He,X., Wang,Z., Xing,H., Li,F., Yang,Y., Wang,Q., Takebe,Y. and Shao,Y.",B,Rx=>Naive,
PM22587412,22587412,2012,,9,9,9,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",01B; 01_AE; B,Naive,
PM23372706,23372706,2013,,9,9,9,New Emerging Recombinant HIV-1 Strains and Close Transmission Linkage of HIV-1 Strains in the Chinese MSM Population Indicate a New Epidemic Risk,"Wu,J., Meng,Z., Xu,J., Lei,Y., Jin,L., Zhong,P., Han,R. and Su,B.",01BC; 55_01B; 65_cpx; 67_01B; 68_01B,Naive,
PM25886933,25886933,2015,,697,9,9,Comprehensive Characterization of the Transmitted/founder env Genes from a Single MSM Cohort in China,"Chen,Y., Li,N., Zhang,T., Huang,X., Cai,F., Vandergrift,N., Xin,R., Meng,Z., Zhang,X., Jiang,C., Xu,X., Montefiori,D.C., Gao,F. and Wu,H.",01_AE; 07_BC; B,Naive,
PM26354000,26354000,2015,,9,9,9,Near full-length HIV type 1M genomic sequences from Cameroon: evidence of early diverging under-sampled lineages in the country,"Tongo,M., Dorfman,J.R., Abrahams,M.R., Mpoudi-Ngole,E., Burgers,W.A. and Martin,D.P.",01A1F2; 02A1F2; 02A1G; 02A3; 02F2; 11A1; 36_cpx; G,Naive,
PM27338952,27338952,2016,,,9,9,HIV-1 antibody 3BNC117 suppresses viral rebound in humans during treatment interruption,"Scheid,J.F., Horwitz,J.A., Bar-On,Y., Kreider,E.F., Lu,C.L., Lorenzi,J.C., Feldmann,A., Braunschweig,M., Nogueira,L., Oliveira,T., Shimeliovich,I., Patel,R., Burke,L., Cohen,Y.Z., Hadrigan,S., Settler,A., Witmer-Pack,M., West,A.P. Jr., Juelg,B., Keler,T., Hawthorne,T., Zingman,B., Gulick,R.M., Pfeifer,N., Learn,G.H., Seaman,M.S., Bjorkman,P.J., Klein,F., Schlesinger,S.J., Walker,B.D., Hahn,B.H. and Nussenzweig,M.C.",B,Mixed,
PM27783600,27783600,2016,,,9,9,1970s and 'Patient 0' HIV-1 genomes illuminate early HIV/AIDS history in North America,"Worobey,M., Watts,T.D., McKay,R.A., Suchard,M.A., Granade,T., Teuwen,D.E., Koblin,B.A., Heneine,W., Lemey,P. and Jaffe,H.W.",B,Naive,
PM27819061,27819061,2016,,,9,9,Use of Dried Blood Spots to Elucidate Full-Length Transmitted/Founder HIV-1 Genomes,"Salazar-Gonzalez,J.F., Salazar,M.G., Tully,D.C., Ogilvie,C.B., Learn,G.H., Allen,T.M., Heath,S.L., Goepfert,P. and Bar,K.J.",B,Mixed,
PM7983718,7983718,1995,,21,9,9,Genetic diversity of the envelope glycoprotein from human immunodeficiency virus type 1 isolates of African origin,"Louwagie,J., Janssens,W., Mascola,J., Heyndrickx,L., Hegerich,P., van der Groen,G., McCutchan,F.E. and Burke,D.S.",02_AG; A1; A2C; AD; C; D,Naive,
PM8924250,8924250,1996,,29,9,9,An efficient method for the rescue and analysis of functional HIV-1 env genes: evidence for recombination in the vicinity of the tat/rev splice site,"Douglas,N.W., Knight,A.I., Hayhurst,A., Barrett,W.Y., Kevany,M.J. and Daniels,R.S.",B; D,Unknown,
HS4W1MtCC5Z9DzGnpKXcCAbQ,,,,28,8,8,Defining new unique recombinant forms of HIV-1 from Rural Cameroon Villagers,"Lwembe,R.M., Carr,J.K., Wolfe,N.D. and Lewis,M.J.",02A1; 02_AG; A1G,Unpublished,
HSIQs54_R5_8-eVbATUaNBLw,,,,,8,8,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Cui,H., Sun,H., Geng,W., Shang,H., Denny,T.N. and Gao,F.",01_AE; B,,
HSlaMcFpocWeEFnMdeOlb8fg,,,,,8,8,Cross-subtype neutralizing antibodies in treatment-naive HIV-1-infected individuals in China and characteristics of viral envelope derived from broad neutralizers,"Liu,S., Ren,C., Li,Y., Yu,H., Wang,J., Sun,F., Zhong,P., Zhuang,M. and Ling,H.",C,,
HSqd-DPVNkOHJ0mckeIU3QSw,,,,32,8,8,An association between amino acid substitutions in the 'Silent Face' of Human immunodeficiency virus type 1 gp120 and resistance to antibody mediated neutralization,"Daniels,R.S., Beddows,S., Wilson,P., Douglas,N.W., Patel,D., Ives,K.J., Easterbrook,P. and Weber,J.N.",B,Unpublished,
HSr_TxUpjvxyoFe3dJR8UrrA,,,,,8,8,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Kumwenda,J., Taha,T., Cohen,M., Denny,T.N. and Gao,F.",C,,
HSs9aiARCkX3lIj01UZwfYpQ,,2012,,,8,8,Direct Submission,"Thebus,R., Rademeyer,C. and Williamson,C.",C,,
HSvzC6w72NjZNh9BkO-dglYQ,,,,16,8,8,SGA full length env HIV-1 chronic infection,"Anderson,J., Ping,L.-H., Takamune,N., Galvin,S., Fiscus,S., Pilcher,C., Hicks,C., Eron,J. and Swanstrom,R.",B,Check,
PM10196340,10196340,1999,,23,8,8,Molecular cloning and phylogenetic analysis of human immunodeficiency virus type 1 subtype C: a set of 23 full-length clones from Botswana,"Novitsky,V.A., Montano,M.A., McLane,M.F., Renjifo,B., Vannberg,F., Foley,B.T., Ndung'u,T.P., Rahman,M., Makhema,M.J., Marlink,R. and Essex,M.",C,Naive,
PM11752707,11752707,2002,,16,8,8,Diversity of mosaic structures and common ancestry of human immunodeficiency virus type 1 BF intersubtype recombinant viruses from Argentina revealed by analysis of near full-length genome sequences,"Thomson,M.M., Delgado,E., Herrero,I., Villahermosa,M.L., Vazquez-de Parga,E., Cuevas,M.T., Carmona,R., Medrano,L., Perez-Alvarez,L., Cuevas,L. and Najera,R.",12_BF; BF,Naive,
PM12743293,12743293,2003,,8,8,8,"U.S. Human immunodeficiency virus type 1 epidemic: date of origin, population history, and characterization of early strains","Robbins,K.E., Lemey,P., Pybus,O.G., Jaffe,H.W., Youngpairoj,A.S., Brown,T.M., Salemi,M., Vandamme,A.M. and Kalish,M.L.",B,Naive,
PM13678464,13678464,2003,,24,8,8,An HIV type 1 subtype B founder effect in Korea: gp160 signature patterns infer circulation of CTL-escape strains at the population level,"Daniels,R.S., Kang,C., Patel,D., Xiang,Z., Douglas,N.W., Zheng,N.N., Cho,H.W. and Lee,J.S.",B,Check,
PM14502011,14502011,2003,,9,8,8,High prevalence of diverse forms of HIV-1 intersubtype recombinants in Central Myanmar: geographical hot spot of extensive recombination,"Takebe,Y., Motomura,K., Tatsumi,M., Lwin,H., Zaw,M. and Kusagawa,S.",01B; 01BC; 01_AE; BC; C,Naive,
PM17031320,17031320,2006,,8,8,8,"Identification of a novel circulating recombinant form (CRF33_01B) disseminating widely among various risk populations in Kuala Lumpur, Malaysia","Tee,K.K., Li,X.J., Nohtomi,K., Ng,K.P., Kamarulzaman,A. and Takebe,Y.",01B; 33_01B; 52_01B; 53_01B,Naive,
PM21593162,21593162,2011,,474,8,8,Demographic processes affect HIV-1 evolution in primary infection before the onset of selective processes,"Herbeck,J.T., Rolland,M., Liu,Y., McLaughlin,S., McNevin,J., Zhao,H., Wong,K., Stoddard,J.N., Raugi,D., Sorensen,S., Genowati,I., Birditt,B., McKay,A., Diem,K., Maust,B.S., Deng,W., Collier,A.C., Stekler,J.D., McElrath,M.J. and Mullins,J.I.",B,Naive,
PM22634875,22634875,2012,,12,8,8,Magnitude and Breadth of the Neutralizing Antibody Response in the RV144 and Vax003 HIV-1 Vaccine Efficacy Trials,"Montefiori,D.C., Karnasuta,C., Huang,Y., Ahmed,H., Gilbert,P., de Souza,M.S., McLinden,R., Tovanabutra,S., Laurence-Chenine,A., Sanders-Buell,E., Moody,M.A., Bonsignori,M., Ochsenbauer,C., Kappes,J., Tang,H., Greene,K., Gao,H., Labranche,C.C., Andrews,C., Polonis,V.R., Rerks-Ngarm,S., Pitisuttithum,P., Nitayaphan,S., Kaewkungwal,J., Self,S.G., Berman,P.W., Francis,D., Sinangil,F., Lee,C., Tartaglia,J., Robb,M.L., Haynes,B.F., Michael,N.L. and Kim,J.H.",01_AE,Naive,
PM24279614,24279614,2014,,13,8,8,"HIV-1 Genetic Diversity in Russia: CRF63_02A1, a New HIV Type 1 Genetic Variant Spreading in Siberia","Baryshev,P.B., Bogachev,V.V. and Gashnikova,N.M.",02A1; 63_02A1; A6,Naive,
PM26849216,26849216,2016,,18,8,8,Production of Mucosally Transmissible SHIV Challenge Stocks from HIV-1 Circulating Recombinant Form 01_AE env Sequences,"Tartaglia,L.J., Chang,H.W., Lee,B.C., Abbink,P., Ng'ang'a,D., Boyd,M., Lavine,C.L., Lim,S.Y., Sanisetty,S., Whitney,J.B., Seaman,M.S., Rolland,M., Tovanabutra,S., Ananworanich,J., Robb,M.L., Kim,J.H., Michael,N.L. and Barouch,D.H.",01_AE,Lab,
PM9878014,9878014,1999,,22,8,8,The Ariel Project: A prospective cohort study of maternal-child transmission of human immunodeficiency virus type 1 in the era of maternal antiretroviral therapy,"Van Dyke,R.B., Korber,B.T., Popek,E., Macken,C., Widmayer,S.M., Bardeguez,A., Hansen,I.C., Wiznia,A., Luzuriaga,K., Viscarello,R.R., Wolinsky,S. and the Ariel Core Investigators",B,,
HSfQs-qHa1ItCS93EnfP3kJA,,,,44,7,7,Two Mother to Child Transmissions Within Three Generations of the Same Family,"Lewis,M., Cercillieux,A., Frohnen,P. and Bryson,Y.",B,,
PM10513639,10513639,1999,,14,7,7,Characterization of subtype A HIV-1 from Africa by full genome sequencing,"Carr,J.K., Laukkanen,T., Salminen,M.O., Albert,J., Alaeus,A., Kim,B., Sanders-Buell,E., Birx,D.L. and McCutchan,F.E.",A1; A1C; A1D; A1U,,
PM11448170,11448170,2001,,14,7,7,The AG recombinant IbNG and novel strains of group M HIV-1 are common in Cameroon,"Carr,J.K., Torimiro,J.N., Wolfe,N.D., Eitel,M.N., Kim,B., Sanders-Buell,E., Jagodzinski,L.L., Gotte,D., Burke,D.S., Birx,D.L. and McCutchan,F.E.",02_AG; 18_cpx; 22_01A1; 37_cpx; AF2G; F2,,
PM12487805,12487805,2002,,10,7,7,"Molecular Epidemiology of HIV Type 1 in Ecuador, Peru, Bolivia, Uruguay, and Argentina","Hierholzer,J., Montano,S., Hoelscher,M., Negrete,M., Hierholzer,M., Avila,M.M., Carrillo,M.G., Russi,J.C., Vinoles,J., Alava,A., Acosta,M.E., Gianella,A., Andrade,R., Sanchez,J.L., Carrion,G., Sanchez,J.L., Russell,K., Robb,M., Birx,D., McCutchan,F. and Carr,J.K.",B; F1,,
PM15307910,15307910,2004,,7,7,7,"Short communication: retrospective study to time the introduction of HIV type 1 non-B subtypes in Lyon, France, using env genes obtained from primary infection samples","Vachot,L., Ataman-Onal,Y., Terrat,C., Durand,P.Y., Ponceau,B., Biron,F. and Verrier,B.",01_AE; 02_AG; F1; G; JKU,,
PM15585105,15585105,2004,,8,7,7,Analysis of near full-length genome sequences of HIV type 1 BF intersubtype recombinant viruses from Brazil reveals their independent origins and their lack of relationship to CRF12_BF,"Thomson,M.M., Sierra,M., Tanuri,A., May,S., Casado,G., Manjon,N. and Najera,R.",29_BF; BF; BF1,Mixed,
PM16540936,16540936,2006,,20,7,7,Molecular analysis of gp41 sequences of HIV type 1 subtype C from India,"Agnihotri,K.D., Tripathy,S.P., Jere,A.P., Kale,S.M. and Paranjape,R.S.",C,,
PM17065207,17065207,2007,,18,7,7,Rapid reversion of sequence polymorphisms dominates early human immunodeficiency virus type 1 evolution,"Li,B., Gladden,A.D., Altfeld,M., Kaldor,J.M., Cooper,D.A., Kelleher,A.D. and Allen,T.M.",A1; B,,
PM19075055,19075055,2009,,192,7,7,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism","Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M.",B; C,,
PM20463072,20463072,2010,,23,7,7,HIV-2 genetic evolution in patients with advanced disease is faster than that in matched HIV-1 patients,"Skar,H., Borrego,P., Wallstrom,T.C., Mild,M., Marcelino,J.M., Barroso,H., Taveira,N., Leitner,T. and Albert,J.",B; D,,
PM20929350,20929350,2011,,7,7,7,Genotypic Characterization of HIV Type 1 in Jamaica,"Roye,M.E., Amarakoon,I.I., Hamilton,C.L., Eyzaguirre,L.M., Figueroa,P. and Carr,J.K.",B,,
PM22412369,22412369,2012,89,90,7,7,Whole genome deep sequencing of HIV-1 reveals the impact of early minor variants upon immune recognition during acute infection,"Henn,M.R., Boutwell,C.L., Charlebois,P., Lennon,N.J., Power,K.A., Macalalad,A.R., Berlin,A.M., Malboeuf,C.M., Ryan,E.M., Gnerre,S., Zody,M.C., Erlich,R.L., Green,L.M., Berical,A., Wang,Y., Casali,M., Streeck,H., Bloom,A.K., Dudek,T., Tully,D., Newman,R., Axten,K.L., Gladden,A.D., Battis,L., Kemper,M., Zeng,Q., Shea,T.P., Gujja,S., Zedlack,C., Gasser,O., Brander,C., Hess,C., Gunthard,H.F., Brumme,Z.L., Brumme,C.J., Bazner,S., Rychert,J., Tinsley,J.P., Mayer,K.H., Rosenberg,E., Pereyra,F., Levin,J.Z., Young,S.K., Jessen,H., Altfeld,M., Birren,B.W., Walker,B.D. and Allen,T.M.",B,Naive,
PM26571151,26571151,2016,,7,7,7,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",01B; 69_01B,,
PM26702094,26702094,2015,,520,7,7,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E.",B,,
PM27199429,27199429,2016,,1000,7,7,HIV-1 therapy with monoclonal antibody 3BNC117 elicits host immune responses against HIV-1,"Schoofs,T., Klein,F., Braunschweig,M., Kreider,E.F., Feldmann,A., Nogueira,L., Oliveira,T., Lorenzi,J.C., Parrish,E.H., Learn,G.H., West,A.P. Jr., Bjorkman,P.J., Schlesinger,S.J., Seaman,M.S., Czartoski,J., McElrath,M.J., Pfeifer,N., Hahn,B.H., Caskey,M. and Nussenzweig,M.C.",B,Unknown,
PM27432972,27432972,2016,,126,7,7,Defective HIV-1 proviruses produce novel protein-coding RNA species in HIV-infected patients on combination antiretroviral therapy,"Imamichi,H., Dewar,R.L., Adelsberger,J.W., Rehm,C.A., O'Doherty,U., Paxinos,E.E., Fauci,A.S. and Lane,H.C.",B; BF1,,
HS12VbSguSV-MG0fPFFVfcqQ,,2008,,,6,6,Modified HIV-1 Envelope Proteins,"Kuinnan,G.V., Chamu,F. and Gron,G.V.D.",01_AE; 02_AG; 06A1; B; F1,,
HS47M3qJ6ls-rKTLYZHSbMAA,,,,,6,6,Phylogenetics of HIV-1 subtype G env: greater complexity and older origins than previously reported,"Tongo,M., Essomba,R.G., Nindo,F., Abrahams,F., Nanfack,A.J., Fokam,J., Takou,D., Torimiro,J., Mpoudi-Ngole,E., Burgers,W., Martin,D. and Dorfman,J.R.",G,,
HS9pFjRb44HqVfEvCbAe_6lw,,,,,6,6,Characterization of near full-length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Ragupathy,V., Hewlett,I., Denny,T.N. and Gao,F.",11_cpx; 22_01A1; D; G,,
HSBmZeuDPIDjyXp1fx6gYMlQ,,,,,6,6,Characterization of near full length genome sequences for standard panels of HIV-1 isolates established at the External Quality Assurance Program Oversight Laboratory (EQAPOL),"Hora,B., Chen,Y., Shah,S.A., Busch,M.P., Denny,T.N. and Gao,F.",02A1; A1; C,,
HSI_uPB6L_mRp_USv_znXXSg,,2008,,,6,6,Direct Submission,"Ringe,R., Gharu,L., Pandey,S., Satyakumar,A., Thakar,M. and Bhattacharya,J.",C,,
HSQXG-s4Y1EyGLm6t9KEMmtQ,,,,8,6,6,Near Full-Length Genome Sequences of HIV-1 CRF06/A1 recombinat forms in Estonian Intravenous Drug Users Population,"Avi,R. and Lutsar,I.",32A6; 32G; 32_06A6,Unpublished,
HSSoXomrK0S_9EJhu9PPwiuA,,2011,,,6,6,Direct Submission,"Revilla,A., Fernandez-Garcia,A., Delgado,E. and Thomson,M.",A6,,
HSTF0WnaAsXjlnL3r_csG0oA,,,,,6,6,"HIV Subtype and Drug Resistance Patterns among Drug Naive Persons in Jos, Nigeria","Carr,J.K., Lar,P., Bemis,K., Jelpe,J., Ayuba,L., Zella,D., Blattner,W., Kanki,P. and Abimiku,A.G.",02_AG; G,,
HSUwwFuDsnxKsxs6CtQbNI3w,,2011,,,6,6,Direct Submission,"Bandawe,G.",A1; A1C; C,,
HShbgZSl1O4bhK5nW0YmtljQ,,,,,6,6,Acute Subtype B SGA env Z Patients,"Anderson,J., Ping,L.-H., Takamune,N. and Swanstrom,R.",B,,
HSj4PrS1a5TP4hiOs59KTleQ,,,,,6,6,CAVD/CA-VIMC Neutralization Serotype Discovery Project,"Sanders-Buell,E., Montefiori,D., Seaman,M., Williamson,C., Hahn,B., Gao,F., Swanstrom,R., Bradfield,A., Lei,E., Rutvisuttinunt,W., Assawadarachai,V., Heipertz,R., De Souza,M., Ananworanich,J., Kim,J. and Tovanabutra,S.",01_AE,,
HSjO-QMSgrXC24T26Vzv6buA,,,,,6,6,"Five new CRF07_BC near full-length sequences isolated from Sichuan, China","Meng,Z., Xin,R., Zhang,X. and Xu,J.",07_BC,,
