PubID,PubIDCorrection,PMID,PubYr,NumPts,NumIsolates,Title,Authors,RxStatus,
PM11504977,,11504977,,,9,High proportion of unrelated HIV-1 intersubtype recombinants in the Mbeya region of southwest Tanzan,"Hoelscher,M., Kim,B., Maboko,L., Mhalu,F., von Son",Naive,
PM11522184,,11522184,,,1,Natural infection of wild-born mandrills (Mandrillus sphinx) with two different types of simian immu,"Takehisa,J., Harada,Y., Ndembi,N., Mboudjeka,I., T",,
PM11522189,,11522189,,,6,Structural features of HIV envelope defined by antibody escape mutant analysis,"DCosta,S., Slobod,K.S., Webster,R.G., White,S.W. a",,
PM11522190,,11522190,,,2,Full-length genome sequencing of HIV type 1 group O viruses isolated from a heterosexual transmissio,"Toure-Kane,C., Montavon,C., Toure,M., Faye,M., Ndi",,
PM11522191,,11522191,,,1,Molecular characterization of a highly divergent HIV type 1 isolate obtained early in the AIDS epide,"Gao,F., Trask,S.A., Hui,H., Mamaeva,O., Chen,Y., T",,
PM11562543,,11562543,,,1,"Molecular characterization of a complex, recombinant human immunodeficiency virus type 1 (HIV-1) iso","Paraskevis,D., Magiorkinis,E., Magiorkinis,G., Ana",,
PM11600844,,11600844,2001,,21,Diverse BF recombinants have spread widely since the introduction of HIV-1 into South America,"Carr,J.K., Avila,M., Gomez Carrillo,M., Salomon,H.",Naive,
PM11679152,,11679152,,,10,Analysis of transition from long-term nonprogressive to progressive infection identifies sequences t,"Fang,G., Burger,H., Chappey,C., Rowland-Jones,S., ",,
PM11709097,,11709097,,,4,Characterization of full-length HIV type 1 subtype C sequences from South Africa,"van Harmelen,J., Williamson,C., Kim,B., Morris,L.,",,
PM11709098,,11709098,,,21,Genetic analysis of the complete gag and env genes of HIV type 1 subtype C primary isolates from Sou,"Engelbrecht,S., de Villiers,T., Sampson,C.C., zur ",Naive,
PM11711592,,11711592,,,1,Characterization of novel simian immunodeficiency viruses from red-capped mangabeys from Nigeria (SI,"Beer,B.E., Foley,B.T., Kuiken,C.L., Tooze,Z., Goek",,
PM11724274,,11724274,,,28,Genotypic and phenotypic evidence of different drug-resistance mutation patterns between B and non-B,"Caride,E., Hertogs,K., Larder,B., Dehertogh,P., Br",,
PM11739704,,11739704,,,172,Molecular epidemiology of human immunodeficiency virus type 1 transmission in a heterosexual cohort ,"Trask,S.A., Derdeyn,C.A., Fideli,U., Chen,Y., Mele",,
PM11752155,,11752155,,,1,A variable region 3 (V3) mutation determines a global neutralization phenotype and CD4-independent i,"Zhang,P.F., Bouma,P., Park,E.J., Margolick,J.B., R",,
PM11752161,,11752161,,,480,Evidence for human immunodeficiency virus type 1 replication in vivo in CD14(+) monocytes and its po,"Zhu,T., Muthui,D., Holte,S., Nickle,D., Feng,F., B",,
PM11752707,,11752707,,,8,Diversity of mosaic structures and common ancestry of human immunodeficiency virus type 1 BF intersu,"Thomson,M.M., Delgado,E., Herrero,I., Villahermosa",Naive,
PM11804560,,11804560,,,2,Construction and characterization of a full-length HIV-1(92UG001) subtype D infectious molecular clo,"Novelli,P., Vella,C., Oxford,J. and Daniels,R.S.",,
PM11831726,,11831726,,,54,Nef and LTR sequence variation from sequentially derived human immunodeficiency virus type 1 isolate,"McNearney,T., Hornickova,Z., Templeton,A., Birdwel",,
PM11831726,,11831726,,,4,Nef and LTR sequence variation from sequentially derived human immunodeficiency virus type 1 isolate,"McNearney,T., Hornickova,Z., Templeton,A., Birdwel",,
PM11839144,,11839144,,,2,Isolation and characterization of replication-competent molecular DNA clones of HIV type 1 CRF01_AE ,"Kusagawa,S., Sato,H., Tomita,Y., Tatsumi,M., Kato,",,
PM11839148,,11839148,,,14,"Characterization of the South African HIV type 1 subtype C complete 5 long terminal repeat, nef, and","Scriba,T.J., de Villiers,T., Treurnicht,F.K., zur ",,
PM11839159,,11839159,,,3,"Identification of a new circulating recombinant form of HIV type 1, CRF11-cpx, involving subtypes A,","Montavon,C., Vergne,L., Bourgeois,A., Mpoudi-Ngole",,
PM11860674,,11860674,2002,32,35,Evaluation of HIV type 1 group O isolates: identification of five phylogenetic clusters,"Yamaguchi,J., Vallari,A.S., Swanson,P., Bodelle,P.",NonM,
PM11897032,,11897032,,,12,Molecular epidemiology of HIV type 1 infection in Portugal: high prevalence of non-B subtypes,"Esteves,A., Parreira,R., Venenno,T., Franco,M., Pi",,
PM11907329,,11907329,,,2,Sustained G-->A hypermutation during reverse transcription of an entire human immunodeficiency virus,"Vartanian,J.P., Henry,M. and Wain-Hobson,S.",,
PM11981372,,11981372,,,9,Identification of a newly characterized HIV-1 BG intersubtype circulating recombinant form in Galici,"Delgado,E., Thomson,M.M., Villahermosa,M.L., Sierr",Mixed,
PM11991972,,11991972,2002,41,42,Human immunodeficiency virus type 1 subtype C molecular phylogeny: consensus sequence for an AIDS va,"Novitsky,V., Smith,U.R., Gilbert,P., McLane,M.F., ",Naive,
PM12015905,,12015905,,,1,A 100-amino acid truncation in the cytoplasmic tail of glycoprotein 41 in the reference HIV type 1 s,"Jones,D.R., Suzuki,K. and Piller,S.C.",,
PM12021361,,12021361,,,6,Increased CCR5 affinity and reduced CCR5/CD4 dependence of a neurovirulent primary human immunodefic,"Gorry,P.R., Taylor,J., Holm,G.H., Mehle,A., Morgan",,
PM12036486,,12036486,,,15,"HIV type 1 variants transmitted to women in Kenya require the CCR5 coreceptor for entry, regardless ","Long,E.M., Rainwater,S.M., Lavreys,L., Mandaliya,K",,
PM12041554,,12041554,,,20,Molecular and phenotypic characteristics of neurotropic HIV-1 subtype E,"Srisurapanon,S., Samransurp,K., Tunsupasawasdeekul",,
PM12097573,,12097573,,,35,Comparison of predicted scaffold-compatible sequence variation in the triple-hairpin structure of hu,"Boutonnet,N., Janssens,W., Boutton,C., Verschelde,",,
PM12134035,,12134035,,,2,Characterization of a novel simian immunodeficiency virus with a vpu gene from greater spot-nosed mo,"Courgnaud,V., Salemi,M., Pourrut,X., Mpoudi-Ngole,",,
PM12167273,,12167273,,,1,Identification of a novel clade of human immunodeficiency virus type 1 in democratic republic of con,"Mokili,J.L., Rogers,M., Carr,J.K., Simmonds,P., Bo",,
PM12167277,,12167277,,,2,A trans-dominant negative HIV type 1 Rev with intact domains of NLS/NOS and NES,"Fang,J., Kubota,S. and Pomerantz,R.J.",,
PM12172086,,12172086,,,2,High HIV-1 genetic diversity in Cuba,"Cuevas,M.T., Ruibal,I., Villahermosa,M.L., Diaz,H.",,
PM12201907,,12201907,,,4,Identification of two CRF11-cpx genomes and two preliminary representatives of a new circulating rec,"Wilbe,K., Casper,C., Albert,J. and Leitner,T.",,
PM12201911,,12201911,,,4,Full-length genome analysis of HIV-1 subtype C utilizing CXCR4 and intersubtype recombinants isolate,"Papathanasopoulos,M.A., Cilliers,T., Morris,L., Mo",,
PM12218394,,12218394,2002,41,41,Forty-one near full-length HIV-1 sequences from Kenya reveal an epidemic of subtype A and A-containi,"Dowling,W.E., Kim,B., Mason,C.J., Wasunna,K.M., Al",Naive,
PM12230937,,12230937,,,7,Common genetic arrangements among human immunodeficiency virus type 1 subtype A and D recombinant ge,"Koulinska,I.N., Msamanga,G., Mwakagile,D., Essex,M",,
PM12351957,,12351957,,,10,"Evolution of the gp41 env region in HIV-infected patients receiving T-20, a fusion inhibitor","Poveda,E., Rodes,B., Toro,C., Martin-Carbonero,L.,",,
PM12402946,,12402946,,,1,Isolation and characterization of an infectious HIV type 1 molecular clone from a patient with prima,"Takeuchi,H., Suzuki,Y., Tatsumi,M., Hoshino,H., Da",,
PM12402948,,12402948,,,1,Precise mapping of recombination breakpoints suggests a common parent of two BC recombinant HIV type,"McClutchan,F.E., Carr,J.K., Murphy,D., Piyasirisil",,
PM12441070,,12441070,,,70,Phylogenetic analysis of 49 newly derived HIV-1 group O strains: high viral diversity but no group M,"Roques,P., Robertson,D.L., Souquiere,S., Damond,F.",,
PM12459786,,12459786,,,1,HIV-1 superinfection despite broad CD8+ T-cell responses containing replication of the primary virus,"Altfeld,M., Allen,T.M., Yu,X.G., Johnston,M.N., Ag",,
PM12477871,,12477871,,,2,Identification and characterization of a new class of human immunodeficiency virus type 1 recombinan,"Yang,R., Kusagawa,S., Zhang,C., Xia,X., Ben,K. and",,
PM12487805,,12487805,,,10,"Molecular Epidemiology of HIV Type 1 in Ecuador, Peru, Bolivia, Uruguay, and Argentina","Hierholzer,J., Montano,S., Hoelscher,M., Negrete,M",,
PM12487814,,12487814,,,36,High frequency of recombinant genomes in HIV type 1 samples from Brazilian southeastern and southern,"Guimaraes,M.L., dos Santos Moreira,A., Loureiro,R.",,
PM12487816,,12487816,2002,46,45,"Among 46 near full length HIV type 1 genome sequences from Rakai District, Uganda, subtype D and AD ","Harris,M.E., Serwadda,D., Sewankambo,N., Kim,B., K",Naive,
PM12487821,,12487821,,,3,"Novel evolutionary analyses of full-length HIV type 1 subtype C molecular clones from Cape Town, Sou","zur Megede,J., Engelbrecht,S., de Oliveira,T., Cas",,
PM12494923,,12494923,,,1,Heterosexually acquired CRF01_AE/B recombinant HIV type 1 found in Thailand,"Viputtijul,K., de Souza,M., Trichavaroj,R., Carr,J",,
PM12525658,,12525658,,,1,Amplification of a complete simian immunodeficiency virus genome from fecal RNA of a wild chimpanzee,"Santiago,M.L., Bibollet-Ruche,F., Bailes,E., Kamen",,
PM12584337,,12584337,,,2,Induction of primary virus-cross-reactive human immunodeficiency virus type 1-neutralizing antibodie,"Dong,M., Zhang,P.F., Grieder,F., Lee,J., Krishnamu",,
PM12596728,,12596728,,,3,"Emergence of complex and diverse CRF02-AG/CRF06-cpx recombinant HIV type 1 strains in Niger, West Af","Mamadou,S., Vidal,N., Montavon,C., Ben,A., Djibo,A",,
PM12639249,,12639249,,,29,Characterization and selection of HIV-1 subtype C isolates for use in vaccine development,"Williamson,C., Morris,L., Maughan,M.F., Ping,L.H.,",,
PM12646921,,12646921,,,54,Antibody neutralization and escape by HIV-1,"Wei,X., Decker,J.M., Wang,S., Hui,H., Kappes,J.C.,",,
PM12663793,,12663793,,,2,Characterization and Comparison of Recombinant Simian Immunodeficiency Virus from Drill (Mandrillus ,"Hu,J., Switzer,W.M., Foley,B.T., Robertson,D.L., G",,
PM12680693,,12680693,,,3,Characterisation of near-full length genome sequences of three South African human immunodeficiency ,"Hunt,G.M., Papathanasopoulos,M.A., Gray,G.E. and T",,
PM12743293,,12743293,,,8,"U.S. Human immunodeficiency virus type 1 epidemic: date of origin, population history, and character","Robbins,K.E., Lemey,P., Pybus,O.G., Jaffe,H.W., Yo",Naive,
PM12743298,,12743298,,,6,Unique pattern of convergent envelope evolution in simian immunodeficiency virus-infected rapid prog,"Dehghani,H., Puffer,B.A., Doms,R.W. and Hirsch,V.M",,
PM12768007,,12768007,,,1,Characterization of a novel simian immunodeficiency virus (SIVmonNG1) genome sequence from a mona mo,"Barlow,K.L., Ajao,A.O. and Clewley,J.P.",,
PM12794544,,12794544,,,127,Uncommon mutations at residue positions critical for enfuvirtide (T-20) resistance in enfuvirtide-na,"Roman,F., Gonzalez,D., Lambert,C., Deroo,S., Fisch",,
PM12805455,,12805455,,,2,Foci of endemic simian immunodeficiency virus infection in wild-living eastern chimpanzees (Pan trog,"Santiago,M.L., Lukasik,M., Kamenya,S., Li,Y., Bibo",,
PM12805455,,12805455,,,1,Foci of endemic simian immunodeficiency virus infection in wild-living eastern chimpanzees (Pan trog,"Santiago,M.L., Lukasik,M., Kamenya,S., Li,Y., Bibo",,
PM12857914,,12857914,,,7,Envelope variants from women recently infected with clade A human immunodeficiency virus type 1 conf,"Painter,S.L., Biek,R., Holley,D.C. and Poss,M.",,
PM12890627,,12890627,,,4,"First demonstration of a lack of viral sequence evolution in a nonprogressor, defining replication-i","Wang,B., Mikhail,M., Dyer,W.B., Zaunders,J.J., Kel",,
PM12892060,,12892060,,,5,"Spreading of HIV-1 subtype G and envB/gagG recombinant strains among injecting drug users in Lisbon,","Esteves,A., Parreira,R., Piedade,J., Venenno,T., F",,
PM12892062,,12892062,,,1,Complete sequence of HIV-1 in a Korean lon-term nonprogressor with HIV-1 infection,"Cho,Y.-K., Lee,H.-J. and Desrosiers,R.C.",,
PM12908933,,12908933,,,3,"A new circulating recombinant form, CRF15_01B, reinforces the linkage between IDU and heterosexual e","Tovanabutra,S., Watanaveeradej,V., Viputtikul,K., ",,
PM12919751,,12919751,,,10,Convergent evolution of SIV env after independent inoculation of rhesus macaques with infectious pro,"Buckley,K.A., Li,P.L., Khimani,A.H., Hofmann-Lehma",,
PM12921095,,12921095,,,39,Molecular characterization of 39 HIV isolates representing group M (subtypes A-G) and group O: seque,"Swanson,P., Devare,S.G. and Hackett,J. Jr.",,
PM12954230,,12954230,,,1,Construction and characterisation of a full-length infectious molecular clone from a fast replicatin,"Tebit,D.M., Zekeng,L., Kaptue,L., Krausslich,H.G. ",,
PM1301062,,1301062,,,1,Cellular localization of Nef expressed in persistently HIV-1-infected low-producer astrocytes,"Kohleisen,B., Neumann,M., Herrmann,R., Brack-Werne",,
PM1322587,,1322587,,,3,Analysis of a human immunodeficiency virus type 1 isolate carrying a truncated transmembrane glycopr,"Shimizu,H., Hasebe,F., Tsuchie,H., Morikawa,S., Us",,
PM13678464,,13678464,,,24,An HIV type 1 subtype B founder effect in Korea: gp160 signature patterns infer circulation of CTL-e,"Daniels,R.S., Kang,C., Patel,D., Xiang,Z., Douglas",Check,
PM13678469,,13678469,,,4,New HIV Type 1 CRF01_AE/B Recombinants Displaying Unique Distribution of Breakpoints from Incident I,"Ramos,A., Nguyen,L., Hu,D.J., Vanichseni,S., Choop",,
HSLq1r8exzJGMQlyWHWyTN-Q,PM14502011,14502011,,,9,High prevalence of diverse forms of HIV-1 intersubtype recombinants in Central Myanmar: geographical,"Takebe,Y., Motomura,K., Tatsumi,M., Lwin,H., Zaw,M",Naive,
PM14506784,,14506784,,,1,Full-length sequence analysis of HIV-1 isolate CM237: a CRF01_AE/B intersubtype recombinant from Tha,"Swanson,P., Devare,S.G. and Hackett,J. Jr.",,
PM14506788,,14506788,,,1,Near full-length genome characterization of an HIV type 1 CRF05_DF virus from Spain,"Casado,G., Thomson,M.M., Delgado,E., Sierra,M., Va",,
PM1457193,,1457193,,,8,Genetic and functional analysis of a set of HIV-1 envelope genes obtained from biological clones wit,"Andeweg,A.C., Groenink,M., Leeflang,P., de Goede,R",,
PM1457208,,1457208,,,1,Analysis of the envelope region of the highly divergent HIV-2ALT isolate extends the known range of ,"Kreutz,R., Dietrich,U., Kuhnel,H., Nieselt-Struwe,",,
PM1457219,,1457219,,,10,Rapid and simple characterization of in vivo HIV-1 sequences using solid-phase direct sequencing,"Salminen,M.",,
PM14581570,,14581570,,,24,Genetic and functional analysis of full-length human immunodeficiency virus type 1 env genes derived,"Ohagen,A., Devitt,A., Kunstman,K.J., Gorry,P.R., R",,
PM14599796,,14599796,,,4,Characterization of novel recombinant HIV-1 genomes using the branching index,"Wilbe,K., Salminen,M., Laukkanen,T., McCutchan,F.,",,
PM14601597,,14601597,,,12,Molecular cloning and analysis of full-length genome of HIV type 1 strains prevalent in countries of,"Masharsky,A.E., Klimov,N.A. and Kozlov,A.P.",,
PM14610167,,14610167,,,7,Identification of sequential viral escape mutants associated with altered T-cell responses in a huma,"Geels,M.J., Cornelissen,M., Schuitemaker,H., Ander",,
PM14610175,,14610175,,,2,Identification of a new simian immunodeficiency virus lineage with a vpu gene present among differen,"Courgnaud,V., Abela,B., Pourrut,X., Mpoudi-Ngole,E",,
PM14678605,,14678605,,,15,Near full-length genomes of 15 HIV type 1 group O isolates,"Yamaguchi,J., Bodelle,P., Kaptue,L., Zekeng,L., Gu",,
PM14678608,,14678608,,,3,Primary infection of a male plasma donor with divergent HIV variants from the same source followed b,"Bernardin,F., Herring,B.L., Peddada,L. and Delwart",,
PM14686322,,14686322,,,2,Full-length genome characterization of HIV type 1 subtype C isolates from two slow-progressing perin,"Papathanasopoulos,M.A., Patience,T., Meyers,T.M., ",,
PM14686325,,14686325,,,1,Identification of HIN type 2 subtype B transmission in East Africa,"Kusagawa,S., Imamura,Y., Yasuoka,A., Hoshino,H., O",,
PM14709248,,14709248,,,3,Hypermutation of HIV type 1 genomes isolated from infants soon after vertical infection,"Koulinska,I.N., Chaplin,B., Mwakagile,D., Essex,M.",,
PM14709249,,14709249,,,6,"A cluster of HIV type 1 subtype C sequences from Ethiopia, observed in full genome analysis, is not ","Harris,M.E., Maayan,S., Kim,B., Zeira,M., Ferrari,",,
PM14715797,,14715797,,,48,"Prevalence of human immunodeficiency virus drug resistance mutations and subtypes in drug-naive, inf","Pires,I.L., Soares,M.A., Speranza,F.A.B., Ishii,S.",,
PM14747565,,14747565,,,2,"Lv2, a novel postentry restriction, is mediated by both capsid and envelope","Schmitz,C., Marchant,D., Neil,S.J., Aubin,K., Reut",,
PM1489577,,1489577,,,5,Genetic variants of HIV-1 in Thailand,"McCutchan,F.E., Hegerich,P.A., Brennan,T.P., Phanu",,
PM14990699,,14990699,,,243,Genetic and phenotypic analyses of human immunodeficiency virus type 1 escape from a small-molecule ,"Kuhmann,S.E., Pugach,P., Kunstman,K.J., Taylor,J.,",,
PM15000696,,15000696,,,3,Rapid CD4+ T-lymphocyte depletion in rhesus monkeys infected with a simian-human immunodeficiency vi,"Cayabyab,M., Rohne,D., Pollakis,G., Mische,C., Mes",,
PM15008124,,15008124,,,1,"Detection and characterization of HIV type 2 in Calcutta, India","Bhanja,P., Mandal,D.K., Jana,S., Bhattacharya,S.K.",,
PM15044802,,15044802,,,5,Envelope-constrained neutralization-sensitive HIV-1 after heterosexual transmission,"Derdeyn,C.A., Decker,J.M., Bibollet-Ruche,F., Moki",,
PM15075531,,15075531,,,3,Recombination following superinfection by HIV-1,"Fang,G., Weiser,B., Kuiken,C., Philpott,S.M., Rowl",,
PM15103367,,15103367,,,1,Origin of AIDS: contaminated polio vaccine theory refuted,"Worobey,M., Santiago,M.L., Keele,B.F., Ndjango,J.B",,
PM15157359,,15157359,,,30,Analysis of full-length HIV type 1 env genes indicates differences between the virus infecting T cel,"Daniels,R.S., Wilson,P., Patel,D., Longhurst,H. an",,
PM15186520,,15186520,2004,38,38,"The changing molecular epidemiology of HIV type 1 among northern Thai drug users, 1999 to 2002","Tovanabutra,S., Beyrer,C., Sakkhachornphop,S., Raz",Naive,
PM15186521,,15186521,,,14,Sensitivity of HIV type 1 subtype C isolates to the entry inhibitor T-20,"Cilliers,T., Patience,T., Pillay,C., Papathanasopo",,
PM15186527,,15186527,2004,51,50,Development and application of a high-throughput HIV type 1 genotyping assay to identify CRF02_AG in,"Kijak,G.H., Sanders-Buell,E., Wolfe,N.D., Mpoudi-N",Naive,
PM15186532,,15186532,,,409,Genetic diversity and high proportion of intersubtype recombinants among HIV type 1-infected pregnan,"Yang,C., Li,M., Shi,Y.P., Winter,J., van Eijk,A.M.",,
PM15194768,,15194768,,,13,Biological analysis of human immunodeficiency virus type 1 R5 envelopes amplified from brain and lym,"Peters,P.J., Bhattacharya,J., Hibbitts,S., Dittmar",,
PM15199313,,15199313,,,3,Phylogenetic characteristics of three new HIV-1 N strains and implications for the origin of group N,"Roques,P., Robertson,D.L., Souquiere,S., Apetrei,C",,
PM15220431,,15220431,,,26,Intrinsic obstacles to human immunodeficiency virus type 1 coreceptor switching,"Pastore,C., Ramos,A. and Mosier,D.E.",,
PM15220449,,15220449,,,4,New simian immunodeficiency virus infecting De Brazzas monkeys (Cercopithecus neglectus): evidence f,"Bibollet-Ruche,F., Bailes,E., Gao,F., Pourrut,X., ",,
PM15242544,,15242544,,,1,Identification of a highly divergent HIV type 2 and proposal for a change in HIV type 2 classificati,"Damond,F., Worobey,M., Campa,P., Farfara,I., Colin",,
PM15246269,,15246269,,,1,A single amino acid change in gp41 is linked to the macrophage-only replication phenotype of a molec,"Glenn,A.A. and Novembre,F.J.",,
PM15258964,,15258964,,,21,Evolution of genotypic and phenotypic resistance to Enfuvirtide in HIV-infected patients experiencin,"Poveda,E., Rodes,B., Labernardiere,J.L., Benito,J.",,
PM15266112,,15266112,,,16,Detection of human immunodeficiency virus type 1 envelope peptide- stimulated T-helper cell response,"Meddows-Taylor,S., Papathanasopoulos,M.A., Kuhn,L.",Naive,
PM15272396,,15272396,,,7,Long-term survivors in Nairobi: complete HIV-1 RNA sequences and immunogenetic associations,"Fang,G., Kuiken,C., Weiser,B., Rowland-Jones,S., P",,
PM15307910,,15307910,,,7,Short communication: retrospective study to time the introduction of HIV type 1 non-B subtypes in Ly,"Vachot,L., Ataman-Onal,Y., Terrat,C., Durand,P.Y.,",,
PM15316355,,15316355,,,1,Biased G-to-A hypermutation in HIV-1 proviral DNA from a long-term non-progressor,"Wei,M., Xing,H., Hong,K., Huang,H., Tang,H., Qin,G",,
PM15320986,,15320986,,,4,"HIV type 1 circulating recombinant form CRF09_cpx from west Africa combines subtypes A, F, G, and ma","McCutchan,F.E., Sankale,J.L., MBoup,S., Kim,B., To",,
PM15320994,,15320994,2005,,20,HIV type 1 subtypes among blood donors in the Mbeya region of southwest Tanzania,"Arroyo,M.A., Hoelscher,M., Sanders-Buell,E., Herbi",Naive,
PM15320995,,15320995,,,1,Identification and genomic sequence of an HIV type 1 group N isolate from Cameroon,"Bodelle,P., Vallari,A., Coffey,R., McArthur,C.P., ",,
PM15321704,,15321704,,,2,Construction and characterization of an HIV-1 group O infectious molecular clone and analysis of vpr,"Tebit,D.M., Zekeng,L., Kaptue,L., Gurtler,L., Fack",,
PM15324542,,15324542,,,71,Recombinant viruses and early global HIV-1 epidemic,"Kalish,M.L., Robbins,K.E., Pieniazek,D., Schaefer,",,
PM15328081,,15328081,,,37,Genotype and phenotype patterns of human immunodeficiency virus type 1 resistance to enfuvirtide dur,"Menzo,S., Castagna,A., Monachetti,A., Hasson,H., D",,
PM15342499,,15342499,,,20,Pervasive genomic recombination of HIV-1 in vivo,"Shriner,D., Rodrigo,A.G., Nickle,D.C. and Mullins,",,
PM15380360,,15380360,,,2,Characterization of a thymus-tropic HIV-1 isolate from a rapid progressor: role of the envelope,"Meissner,E.G., Duus,K.M., Gao,F., Yu,X.F. and Su,L",,
PM15479792,,15479792,,,16,Direct inoculation of simian immunodeficiency virus from sooty mangabeys in black mangabeys (Lophoce,"Apetrei,C., Gormus,B., Pandrea,I., Metzger,M., ten",,
PM1548752,,1548752,,,1,Complex determinants of macrophage tropism in env of simian immunodeficiency virus,"Mori,K., Ringler,D.J., Kodama,T. and Desrosiers,R.",,
PM15507630,,15507630,,,5,Distinct human immunodeficiency virus type 1 subtype A virus circulating in West Africa: sub-subtype,"Meloni,S.T., Kim,B., Sankale,J.L., Hamel,D.J., Tov",,
PM15507649,,15507649,,,94,Evolutionary dynamics of the glycan shield of the human immunodeficiency virus envelope during natur,"Dacheux,L., Moreau,A., Ataman-Onal,Y., Biron,F., V",,
PM15542675,,15542675,,,90,Comprehensive cross-clade neutralization analysis of a panel of anti-human immunodeficiency virus ty,"Binley,J.M., Wrin,T., Korber,B., Zwick,M.B., Wang,",Unknown,
PM15564508,,15564508,,,26,A dominant role for CD8+-T-lymphocyte selection in simian immunodeficiency virus sequence variation,"OConnor,D.H., McDermott,A.B., Krebs,K.C., Dodds,E.",,
PM15564517,,15564517,,,1,Infectious molecular clone of a recently transmitted pediatric human immunodeficiency virus clade C ,"Grisson,R.D., Chenine,A.L., Yeh,L.Y., He,J., Wood,",,
PM15567138,,15567138,,,1,Characteristics of HIV-1 env V3 loop sequences for subtype A1 variant spread in Eastern Europe,"Papuashvili,M.N., Novokhatsky,A.S. and Shcherbakov",,
PM15577422,,15577422,,,253,Evaluation of four simple/rapid assays and two fourth-generation ELISAs for the identification of HI,"Aghokeng,A.F., Ewane,L., Awazi,B., Nanfack,A., Del",,
PM15577423,,15577423,,,18,Genetic diversity of HIV type 1 in rural eastern Cameroon,"Ndembi,N., Takehisa,J., Zekeng,L., Kobayashi,E., N",,
PM15582695,,15582695,,,10,A genotypic resistance assay for the detection of drug resistance in the human immunodeficiency viru,"Van Laethem,K., Schrooten,Y., Lemey,P., Van Wijnga",,
PM15585082,,15585082,,,175,HIV infections in northwestern Cameroon: identification of HIV type 1 group O and dual HIV type 1 gr,"Yamaguchi,J., Bodelle,P., Vallari,A.S., Coffey,R.,",NonM,
PM15585084,,15585084,,,8,"Substitution of hiv type-1 non-B env genes in C2, a subtype B cassette system, results in functional","Zheng,N.N. and Daniels,R.S.",,
PM15585087,,15585087,,,2,Genetic subtyping of gag and env regions of HIV type 1 isolates in Republic of Congo,"Bikandou,B., Ndoundou-Nkodia,M.Y., Niama,F.R., Ekw",,
PM15585089,,15585089,,,1,Construction of an infectious HIV type 1 molecular clone from an African patient with a subtype D/C ,"Shi,B., Philpott,S.M., Weiser,B., Kuiken,C., Brunn",,
PM15585091,,15585091,,,2,"Documentation of subtype C HIV Type 1 strains in Argentina, Paraguay, and Uruguay","Carrion,G., Eyzaguirre,L., Montano,S.M., Laguna-To",,
PM15585105,,15585105,,,8,Analysis of near full-length genome sequences of HIV type 1 BF intersubtype recombinant viruses from,"Thomson,M.M., Sierra,M., Tanuri,A., May,S., Casado",Mixed,
PM15588336,,15588336,,,1,Two viral strains and a possible novel recombinant are responsible for the explosive injecting drug ,"Zetterberg,V., Ustina,V., Liitsola,K., Zilmer,K., ",,
PM15592417,,15592417,,,153,Dominant influence of HLA-B in mediating the potential co-evolution of HIV and HLA,"Kiepiela,P., Leslie,A.J., Honeyborne,I., Ramduth,D",Naive,
PM15596829,,15596829,,,20,Human immunodeficiency virus type 1 genomic RNA sequences in the female genital tract and blood: com,"Philpott,S., Burger,H., Tsoukas,C., Foley,B., Anas",,
PM15613358,,15613358,,,1,Simian immunodeficiency virus infection in wild-caught chimpanzees from cameroon,"Nerrienet,E., Santiago,M.L., Foupouapouognigni,Y.,",,
PM15650427,,15650427,,,1,A link between SIVsm in sooty mangabeys (SM) in wild-living monkeys in Sierra Leone and SIVsm in an ,"Ling,B., Telfer,P., Reed,P., Robertson,D.L. and Ma",,
PM15650428,,15650428,,,3,"Genetic diversity of HIV type 1 in Likasi, southeast of the Democratic Republic of Congo","Kita,K., Ndembi,N., Ekwalanga,M., Ido,E., Kazadi,R",,
PM15650433,,15650433,,,1,Complete genome analysis of one of the earliest SIVcpzPtt strains from Gabon (SIVcpzGAB2),"Bibollet-Ruche,F., Gao,F., Bailes,E., Saragosti,S.",,
PM15665641,,15665641,,,48,Nigerian HIV type 2 subtype A and B from heterotypic HIV type 1 and HIV type 2 or monotypic HIV type,"Zeh,C., Pieniazek,D., Agwale,S.M., Robbins,K.E., O",,
PM15681464,,15681464,,,7,Detection and partial characterization of simian immunodeficiency virus SIVsm strains from bush meat,"Apetrei,C., Metzger,M.J., Richardson,D., Ling,B., ",,
PM15717264,,15717264,,,58,HIV-1 chemokine coreceptor utilization in paired cerebrospinal fluid and plasma samples: a survey of,"Spudich,S.S., Huang,W., Nilsson,A.C., Petropoulos,",,
PM15725753,,15725753,,,6,Analysis of full-length human immunodeficiency virus type 1 genome reveals a variable spectrum of su,"Sa Filho,D.J., Sanabani,S., Diaz,R.S., Munerato,P.",,
PM15725755,,15725755,,,1,"Circulation of novel HIV type 1 A, B/C, and F subtypes in Argentina","Aulicino,P.C., Kopka,J., Mangano,A.M., Rocco,C., I",,
PM15728911,,15728911,,,79,Emergence and evolution of enfuvirtide resistance following long-term therapy involves heptad repeat,"Xu,L., Pozniak,A., Wildfire,A., Stanfield-Oakley,S",,
PM15737911,,15737911,,,6,The analysis of near full-length genome sequences of human immunodeficiency virus type 1 BF intersub,"Sierra,M., Thomson,M.M., Rios,M., Casado,G., Castr",,
PM15827294,,15827294,,,4,Seroincidence and phylogeny of human immunodeficiency virus infections in a cohort of commercial sex,"Vinoles,J., Serra,M., Russi,J.C., Ruchansky,D., So",,
