PubMedID,PubYear,NumPatients,RxStatus,Title,Subtypes,Authors
27851829,2016,11,Naive,"Diversification in the HIV-1 Envelope Hyper-variable Domains V2, V4, and V5 and Higher Probability of Transmitted/Founder Envelope Glycosylation Favor the Development of Heterologous Neutralization Breadth",A1; A1C; C,"Smith,S.A., Burton,S.L., Kilembe,W., Lakhi,S., Karita,E., Price,M., Allen,S., Hunter,E. and Derdeyn,C.A."
,,10,Unpublished,HIV-1 envelope sequences from plasma and cerebrospinal fluids of CRF01_AE acutely infected individuals from Thailand,01_AE,"Tovanabutra,S., Bose,M., Sanders-Buell,E., Kijak,G., Pham,P., O'Sullivan,A., Ibitamuno,G., Lazzaro,M., Ananworanich,J., Valcour,V., Spudich,S., Robb,M., Michael,N. and Kim,J."
,,10,Unpublished,Molecular Epidemiology of Human Immunodeficiency Virus-Infected Individuals in Paraguay,B; BF1,"Eyzaguirre,L.M., Avila,M., Gomez-Carrillo,M., Sanchez,G., Sanchez,J., Montano,S. and Carr,J.K."
15929707,2005,10,Naive,Characterization of Complete HIV Type 1 Genomes from Non-B Subtype Infections in U.S. Military Personnel,01B; 01_AE; 02_AG; AD; C,"Tovanabutra,S., Brodine,S.K., Mascola,J.R., Sankale,J.L., Sanders-Buell,E., Kim,B., Birx,D.L. and McCutchan,F.E."
16044009,2005,10,Naive,"Outbreak of a West African recombinant of HIV-1 in Tashkent, Uzbekistan",02A1; A6,"Carr,J.K., Nadai,Y., Eyzaguirre,L., Saad,M.D., Khakimov,M.M., Yakubov,S.K., Birx,D.L., Graham,R.R., Wolfe,N.D., Earhart,K.C. and Sanchez,J.L."
16051804,2005,10,Naive,Human immunodeficiency virus type 1 env clones from acute and early subtype B infections for standardized assessments of vaccine-elicited neutralizing antibodies,B,"Li,M., Gao,F., Mascola,J.R., Stamatatos,L., Polonis,V.R., Koutsoukos,M., Voss,G., Goepfert,P., Gilbert,P., Greene,K.M., Bilska,M., Kothe,D.L., Salazar-Gonzalez,J.F., Wei,X., Decker,J.M., Hahn,B.H. and Montefiori,D.C."
16438639,2006,10,Naive,Identification of two HIV type 1 circulating recombinant forms in Brazil,28_BF; 29_BF; BF1,"De Sa Filho,D.J., Sucupira,M.C., Caseiro,M.M., Sabino,E.C., Diaz,R.S. and Janini,L.M."
16820061,2006,10,Naive,Characterization of HIV-1 envelope gp41 genetic diversity and functional domains following perinatal transmission,B,"Ramakrishnan,R., Mehta,R., Sundaravaradan,V., Davis,T. and Ahmad,N."
17451347,2007,10,Naive,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China",01_AE,"Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S."
19167740,2009,10,Naive,Highly complex neutralization determinants on a monophyletic lineage of newly transmitted subtype C HIV-1 Env clones from India,C,"Kulkarni,S.S., Lapedes,A., Tang,H., Gnanakaran,S., Daniels,M.G., Zhang,M., Bhattacharya,T., Li,M., Polonis,V.R., McCutchan,F.E., Morris,L., Ellenberger,D., Butera,S.T., Bollinger,R.C., Korber,B.T., Paranjape,R.S. and Montefiori,D.C."
20375173,2010,10,Naive,Wide variation in the multiplicity of HIV-1 infection among injection drug users,B,"Bar,K.J., Li,H., Chamberland,A., Tremblay,C., Routy,J.P., Grayson,T., Sun,C., Wang,S., Learn,G.H., Morgan,C.J., Schumacher,J.E., Haynes,B.F., Keele,B.F., Hahn,B.H. and Shaw,G.M."
21239033,2011,10,Naive,Multiple HIV-1 infections with evidence of recombination in heterosexual partnerships in a low risk Rural Clinical Cohort in Uganda,A1; A1D,"Ssemwanga,D., Lyagoba,F., Ndembi,N., Mayanja,B.N., Larke,N., Wang,S., Baalwa,J., Williamson,C., Grosskurth,H. and Kaleebu,P."
21843318,2011,10,Naive,Early infant HIV-1 envelopes exhibit more rapid entry kinetics than non-transmitted maternal variants,B,"Kishko,M., Somasundaran,M., Brewster,F., Sullivan,J., Clapham,P. and Luzuriaga,K."
22007152,2011,10,Unknown,HIV-1 Replication in the Central Nervous System Occurs in Two Distinct Cell Types,B,"Schnell,G., Joseph,S., Spudich,S., Price,R.W. and Swanstrom,R."
22176121,2012,10,RxVariable,"Characterization of Primary Isolates of HIV Type 1 CRF28_BF, CRF29_BF, and Unique BF Recombinants Circulating in Sao Paulo, Brazil",28_BF; 29_BF; BF1,"Melo,F.L., Jamal,L.F. and Zanotto,P.M."
22357663,2012,10,Naive,Characterization of Acute HIV-1 Infection in High-Risk Nigerian Populations,02A; 02_AG; G,"Charurat,M., Nasidi,A., Delaney,K., Saidu,A., Croxton,T., Mondal,P., Aliyu,G.G., Constantine,N., Abimiku,A., Carr,J.K., Vertefeuille,J. and Blattner,W."
22916738,2013,10,Naive,Molecular Epidemiology of HIV Type 1 Infection in Iran: Genomic Evidence of CRF35_AD Predominance and CRF01_AE Infection Among Individuals Associated with Injection Drug Use,01_AE; 35_AD,"Jahanbakhsh,F., Ibe,S., Hattori,J., Monavari,S.H.R., Matsuda,M., Maejima,M., Iwatani,Y., Memarnejadian,A., Keyvani,H., Azadmanesh,K. and Sugiura,W."
23151449,2012,10,Unknown,Pilot study on the immunogenicity of paired Env immunogens from mother-to-child transmitted HIV-1 isolates,C,"Wang,S., Kishko,M., Wan,S., Wang,Y., Brewster,F., Gray,G.E., Violari,A., Sullivan,J.L., Somasundaran,M., Luzuriaga,K. and Lu,S."
24699231,2014,10,Unknown,The Genealogical Population Dynamics of HIV-1 in a Large Transmission Chain: Bridging within and among Host Evolutionary Rates,C,"Vrancken,B., Rambaut,A., Suchard,M.A., Drummond,A., Baele,G., Derdelinckx,I., Van Wijngaerden,E., Vandamme,A.M., Van Laethem,K. and Lemey,P."
24866155,2014,10,Naive,Low level of HIV-1 evolution after transmission from mother to child,B; G,"Gijsbers,E.F., van Nuenen,A.C., Torrents de la Pena,A., Bowles,E.J., Stewart-Jones,G.B., Schuitemaker,H. and Kootstra,N.A."
26083631,2015,10,RxUnspecified,A Conserved Glycan in the C2 Domain of HIV-1 Envelope Acts as a Molecular Switch to Control X4 Utilization by Clonal Variants with Identical V3 Loops,B; C,"Lombardi,F., Nakamura,K.J., Chen,T., Sobrera,E.R., Tobin,N.H. and Aldrovandi,G.M."
26375597,2015,10,Naive,Extremely High Mutation Rate of HIV-1 In Vivo,B,"Cuevas,J.M., Geller,R., Garijo,R., Lopez-Aldeguer,J. and Sanjuan,R."
27169981,2016,10,Naive,"Identification of a Novel HIV-1 Circulating Recombinant Form (CRF85_BC) in Sichuan, China",85_BC,"Su,L., Wei,D., Yang,H., Zeng,Y., Hu,Y., Yuan,D., Feng,L., Ruan,Y., Qin,G. and Liang,S."
,2016,9,Naive,"Construction of a panel of functional HIV-1 envelope clones of subtype A1, Former Soviet Union Variant",02_AG; A6,"Fernandez Garcia,A., Revilla,A., Delgado,E. and Thomson,M.M."
,,9,Unpublished,Human immunodeficiency virus type 1 subtype B env clones from chronically infected individuals in Peru for use as Env-pseudotyped viruses in neutralizing antibody assays,B,"Li,M., Zuniga,R., Brander,C. and Montefiori,D.C."
,2015,9,Unpublished,Direct Submission,01_AE,"Tovanabutra,S., Sanders-Buell,E., Bose,M., O Sullivan,A., Rolland,M., Kijak,G., Rutvisuttinunt,W., Kim,J., Michael,N., Robb,M. and Ananworanich,J."
,2007,9,Unpublished,Direct Submission,B,"Kirchherr,J.L., Jiang,C. and Gao,F."
,2017,9,Unpublished,Direct Submission,02_AG; B; C; F1,"Cuevas,M.T., Sanchez,M., Delgado,E., Carrera,C., Thomson,M. and PerezAlvarez,L."
11504977,2001,9,Naive,High proportion of unrelated HIV-1 intersubtype recombinants in the Mbeya region of southwest Tanzania,A1; A1C; C; CD,"Hoelscher,M., Kim,B., Maboko,L., Mhalu,F., von Sonnenburg,F., Birx,D.L. and McCutchan,F.E."
11981372,2002,9,Unknown,"Identification of a newly characterized HIV-1 BG intersubtype circulating recombinant form in Galicia, Spain, which exhibits a pseudotype-like virion structure",14_BG; BG; G,"Delgado,E., Thomson,M.M., Villahermosa,M.L., Sierra,M., Ocampo,A., Miralles,C., Rodriguez-Perez,R., Diz-Aren,J., Ojea-de Castro,R., Losada,E., Cuevas,M.T., Vazquez-de Parga,E., Carmona,R., Perez-Alvarez,L., Medrano,L., Cuevas,L., Taboada,J.A. and Najera,R."
16103205,2005,9,Naive,Human immunodeficiency virus mutations during the first month of infection are preferentially found in known cytotoxic T-lymphocyte epitopes,B,"Bernardin,F., Kong,D., Peddada,L., Baxter-Lowe,L.A. and Delwart,E."
16959032,2006,9,Naive,"First report of an HIV-1 triple recombinant of subtypes B, C and F in Buenos Aires, Argentina",B; BCF1; BF1,"Pando,M.A., Eyzaguirre,L.M., Segura,M., Bautista,C.T., Marone,R., Ceballos,A., Montano,S.M., Sanchez,J.L., Weissenbacher,M., Avila,M.M. and Carr,J.K."
16971434,2006,9,Naive,Genetic and neutralization properties of subtype C human immunodeficiency virus type 1 molecular env clones from acute and early heterosexually acquired infections in Southern Africa,C,"Li,M., Salazar-Gonzalez,J.F., Derdeyn,C.A., Morris,L., Williamson,C., Robinson,J.E., Decker,J.M., Li,Y., Salazar,M.G., Polonis,V.R., Mlisana,K., Karim,S.A., Hong,K., Greene,K.M., Bilska,M., Zhou,J., Allen,S., Chomba,E., Mulenga,J., Vwalika,C., Gao,F., Zhang,M., Korber,B.T., Hunter,E., Hahn,B.H. and Montefiori,D.C."
17507467,,9,Unpublished,Co-receptor Tropism in Subtype D HIV-1: High Prevalence of CXCR4 Tropism and Heterogeneous Composition of Viral Populations,D,"Huang,W., Eshleman,S.H., Toma,J., Fransen,S., Stawiski,E., Paxinos,E.E., Whitcomb,J.M., Young,A.M., Donnell,D., Mmiro,F., Musoke,P., Guay,L.A., Jackson,J.B., Parkin,N.T. and Petropoulos,C.J."
18544023,2008,9,Naive,"Full-length HIV type 1 proviral sequencing of 10 highly exposed women from Nairobi, Kenya reveals a high proportion of intersubtype recombinants",A1; A1CD; A1CG; A1D; A2CD; CD,"Land,A.M., Ball,T.B., Luo,M., Rutherford,J., Sarna,C., Wachihi,C., Kimani,J. and Plummer,F.A."
20528151,2010,9,Unknown,"Genetic characterization of 13 subtype CRF01_AE near full-length genomes in Guangxi, China",01_AE,"Li,L., Liang,S., Chen,L., Liu,W., Li,H., Liu,Y., Bao,Z., Wang,Z., Zhuang,D., Liu,S. and Li,J."
21325278,2011,9,Naive,Genetic and Neutralization Sensitivity of Diverse HIV-1 env Clones from Chronically Infected Patients in China,01_AE; 07_BC; 08_BC; B; C,"Shang,H., Han,X., Shi,X., Zuo,T., Goldin,M., Chen,D., Han,B., Sun,W., Wu,H., Wang,X. and Zhang,L."
21531432,2011,9,Naive,Defining the human immunodeficiency virus type 1 transmission genetic bottleneck in a region with multiple circulating subtypes and recombinant forms,A1; A1CD; A1D; C; CD; D,"Nofemela,A., Bandawe,G., Thebus,R., Marais,J., Wood,N., Hoffmann,O., Maboko,L., Hoelscher,M., Woodman,Z. and Williamson,C."
22269972,2012,9,Unknown,Tracing the origin and history of HIV-1 subtype B' epidemic by near full-length genome analyses,B,"Li,Z., He,X., Wang,Z., Xing,H., Li,F., Yang,Y., Wang,Q., Takebe,Y. and Shao,Y."
22587412,2012,9,Naive,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,01B; 01_AE; B,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S."
23372706,2013,9,Naive,New Emerging Recombinant HIV-1 Strains and Close Transmission Linkage of HIV-1 Strains in the Chinese MSM Population Indicate a New Epidemic Risk,01BC; 55_01B; 65_cpx; 67_01B; 68_01B,"Wu,J., Meng,Z., Xu,J., Lei,Y., Jin,L., Zhong,P., Han,R. and Su,B."
25886933,2015,9,Naive,Comprehensive Characterization of the Transmitted/founder env Genes from a Single MSM Cohort in China,01_AE; 07_BC; B,"Chen,Y., Li,N., Zhang,T., Huang,X., Cai,F., Vandergrift,N., Xin,R., Meng,Z., Zhang,X., Jiang,C., Xu,X., Montefiori,D.C., Gao,F. and Wu,H."
26354000,2015,9,Naive,Near full-length HIV type 1M genomic sequences from Cameroon: evidence of early diverging under-sampled lineages in the country,01A1F2; 02A1F2; 02A1G; 02A3; 02F2; 11A1; 36_cpx; G,"Tongo,M., Dorfman,J.R., Abrahams,M.R., Mpoudi-Ngole,E., Burgers,W.A. and Martin,D.P."
27338952,2016,9,RxSuppressed,HIV-1 antibody 3BNC117 suppresses viral rebound in humans during treatment interruption,B,"Scheid,J.F., Horwitz,J.A., Bar-On,Y., Kreider,E.F., Lu,C.L., Lorenzi,J.C., Feldmann,A., Braunschweig,M., Nogueira,L., Oliveira,T., Shimeliovich,I., Patel,R., Burke,L., Cohen,Y.Z., Hadrigan,S., Settler,A., Witmer-Pack,M., West,A.P. Jr., Juelg,B., Keler,T., Hawthorne,T., Zingman,B., Gulick,R.M., Pfeifer,N., Learn,G.H., Seaman,M.S., Bjorkman,P.J., Klein,F., Schlesinger,S.J., Walker,B.D., Hahn,B.H. and Nussenzweig,M.C."
27783600,2016,9,Naive,1970s and 'Patient 0' HIV-1 genomes illuminate early HIV/AIDS history in North America,B,"Worobey,M., Watts,T.D., McKay,R.A., Suchard,M.A., Granade,T., Teuwen,D.E., Koblin,B.A., Heneine,W., Lemey,P. and Jaffe,H.W."
27819061,2016,9,Unknown,Use of Dried Blood Spots to Elucidate Full-Length Transmitted/Founder HIV-1 Genomes,B,"Salazar-Gonzalez,J.F., Salazar,M.G., Tully,D.C., Ogilvie,C.B., Learn,G.H., Allen,T.M., Heath,S.L., Goepfert,P. and Bar,K.J."
7983718,1995,9,Naive,Genetic diversity of the envelope glycoprotein from human immunodeficiency virus type 1 isolates of African origin,02_AG; A1; A2C; AD; C; D,"Louwagie,J., Janssens,W., Mascola,J., Heyndrickx,L., Hegerich,P., van der Groen,G., McCutchan,F.E. and Burke,D.S."
8924250,1996,9,Unknown,An efficient method for the rescue and analysis of functional HIV-1 env genes: evidence for recombination in the vicinity of the tat/rev splice site,B; D,"Douglas,N.W., Knight,A.I., Hayhurst,A., Barrett,W.Y., Kevany,M.J. and Daniels,R.S."
,,8,Unpublished,Defining new unique recombinant forms of HIV-1 from Rural Cameroon Villagers,02A1; 02_AG; A1G,"Lwembe,R.M., Carr,J.K., Wolfe,N.D. and Lewis,M.J."
,,8,Unpublished,An association between amino acid substitutions in the 'Silent Face' of Human immunodeficiency virus type 1 gp120 and resistance to antibody mediated neutralization,B,"Daniels,R.S., Beddows,S., Wilson,P., Douglas,N.W., Patel,D., Ives,K.J., Easterbrook,P. and Weber,J.N."
,2012,8,Unpublished,Direct Submission,C,"Thebus,R., Rademeyer,C. and Williamson,C."
,,8,Unpublished,SGA full length env HIV-1 chronic infection,B,"Anderson,J., Ping,L.-H., Takamune,N., Galvin,S., Fiscus,S., Pilcher,C., Hicks,C., Eron,J. and Swanstrom,R."
10196340,1999,8,Naive,Molecular cloning and phylogenetic analysis of human immunodeficiency virus type 1 subtype C: a set of 23 full-length clones from Botswana,C,"Novitsky,V.A., Montano,M.A., McLane,M.F., Renjifo,B., Vannberg,F., Foley,B.T., Ndung'u,T.P., Rahman,M., Makhema,M.J., Marlink,R. and Essex,M."
11752707,2002,8,Naive,Diversity of mosaic structures and common ancestry of human immunodeficiency virus type 1 BF intersubtype recombinant viruses from Argentina revealed by analysis of near full-length genome sequences,12_BF; BF,"Thomson,M.M., Delgado,E., Herrero,I., Villahermosa,M.L., Vazquez-de Parga,E., Cuevas,M.T., Carmona,R., Medrano,L., Perez-Alvarez,L., Cuevas,L. and Najera,R."
12743293,2003,8,Naive,"U.S. Human immunodeficiency virus type 1 epidemic: date of origin, population history, and characterization of early strains",B,"Robbins,K.E., Lemey,P., Pybus,O.G., Jaffe,H.W., Youngpairoj,A.S., Brown,T.M., Salemi,M., Vandamme,A.M. and Kalish,M.L."
13678464,2003,8,Unknown,An HIV type 1 subtype B founder effect in Korea: gp160 signature patterns infer circulation of CTL-escape strains at the population level,B,"Daniels,R.S., Kang,C., Patel,D., Xiang,Z., Douglas,N.W., Zheng,N.N., Cho,H.W. and Lee,J.S."
14502011,2003,8,Naive,High prevalence of diverse forms of HIV-1 intersubtype recombinants in Central Myanmar: geographical hot spot of extensive recombination,01B; 01BC; 01_AE; BC; C,"Takebe,Y., Motomura,K., Tatsumi,M., Lwin,H., Zaw,M. and Kusagawa,S."
17031320,2006,8,Naive,"Identification of a novel circulating recombinant form (CRF33_01B) disseminating widely among various risk populations in Kuala Lumpur, Malaysia",01B; 33_01B; 52_01B; 53_01B,"Tee,K.K., Li,X.J., Nohtomi,K., Ng,K.P., Kamarulzaman,A. and Takebe,Y."
21593162,2011,8,Naive,Demographic processes affect HIV-1 evolution in primary infection before the onset of selective processes,B,"Herbeck,J.T., Rolland,M., Liu,Y., McLaughlin,S., McNevin,J., Zhao,H., Wong,K., Stoddard,J.N., Raugi,D., Sorensen,S., Genowati,I., Birditt,B., McKay,A., Diem,K., Maust,B.S., Deng,W., Collier,A.C., Stekler,J.D., McElrath,M.J. and Mullins,J.I."
22634875,2012,8,Naive,Magnitude and Breadth of the Neutralizing Antibody Response in the RV144 and Vax003 HIV-1 Vaccine Efficacy Trials,01_AE,"Montefiori,D.C., Karnasuta,C., Huang,Y., Ahmed,H., Gilbert,P., de Souza,M.S., McLinden,R., Tovanabutra,S., Laurence-Chenine,A., Sanders-Buell,E., Moody,M.A., Bonsignori,M., Ochsenbauer,C., Kappes,J., Tang,H., Greene,K., Gao,H., Labranche,C.C., Andrews,C., Polonis,V.R., Rerks-Ngarm,S., Pitisuttithum,P., Nitayaphan,S., Kaewkungwal,J., Self,S.G., Berman,P.W., Francis,D., Sinangil,F., Lee,C., Tartaglia,J., Robb,M.L., Haynes,B.F., Michael,N.L. and Kim,J.H."
24279614,2014,8,Naive,"HIV-1 Genetic Diversity in Russia: CRF63_02A1, a New HIV Type 1 Genetic Variant Spreading in Siberia",02A1; 63_02A1; A6,"Baryshev,P.B., Bogachev,V.V. and Gashnikova,N.M."
25202919,,8,Naive,Cross-subtype neutralizing antibodies in treatment-naive HIV-1-infected individuals in China and characteristics of viral envelope derived from broad neutralizers,C,"Liu,S., Ren,C., Li,Y., Yu,H., Wang,J., Sun,F., Zhong,P., Zhuang,M. and Ling,H."
26849216,2016,8,LabStrains,Production of Mucosally Transmissible SHIV Challenge Stocks from HIV-1 Circulating Recombinant Form 01_AE env Sequences,01_AE,"Tartaglia,L.J., Chang,H.W., Lee,B.C., Abbink,P., Ng'ang'a,D., Boyd,M., Lavine,C.L., Lim,S.Y., Sanisetty,S., Whitney,J.B., Seaman,M.S., Rolland,M., Tovanabutra,S., Ananworanich,J., Robb,M.L., Kim,J.H., Michael,N.L. and Barouch,D.H."
9878014,1999,8,Naive,The Ariel Project: A prospective cohort study of maternal-child transmission of human immunodeficiency virus type 1 in the era of maternal antiretroviral therapy,B,"Van Dyke,R.B., Korber,B.T., Popek,E., Macken,C., Widmayer,S.M., Bardeguez,A., Hansen,I.C., Wiznia,A., Luzuriaga,K., Viscarello,R.R., Wolinsky,S. and the Ariel Core Investigators"
,,7,Unpublished,Two Mother to Child Transmissions Within Three Generations of the Same Family,B,"Lewis,M., Cercillieux,A., Frohnen,P. and Bryson,Y."
10513639,1999,7,RxRTI,Characterization of subtype A HIV-1 from Africa by full genome sequencing,A1; A1C; A1D; A1U,"Carr,J.K., Laukkanen,T., Salminen,M.O., Albert,J., Alaeus,A., Kim,B., Sanders-Buell,E., Birx,D.L. and McCutchan,F.E."
11448170,2001,7,Naive,The AG recombinant IbNG and novel strains of group M HIV-1 are common in Cameroon,02_AG; 18_cpx; 22_01A1; 37_cpx; AF2G; F2,"Carr,J.K., Torimiro,J.N., Wolfe,N.D., Eitel,M.N., Kim,B., Sanders-Buell,E., Jagodzinski,L.L., Gotte,D., Burke,D.S., Birx,D.L. and McCutchan,F.E."
12487805,2002,7,Naive,"Molecular Epidemiology of HIV Type 1 in Ecuador, Peru, Bolivia, Uruguay, and Argentina",B; F1,"Hierholzer,J., Montano,S., Hoelscher,M., Negrete,M., Hierholzer,M., Avila,M.M., Carrillo,M.G., Russi,J.C., Vinoles,J., Alava,A., Acosta,M.E., Gianella,A., Andrade,R., Sanchez,J.L., Carrion,G., Sanchez,J.L., Russell,K., Robb,M., Birx,D., McCutchan,F. and Carr,J.K."
15307910,2004,7,Naive,"Short communication: retrospective study to time the introduction of HIV type 1 non-B subtypes in Lyon, France, using env genes obtained from primary infection samples",01_AE; 02_AG; F1; G; JKU,"Vachot,L., Ataman-Onal,Y., Terrat,C., Durand,P.Y., Ponceau,B., Biron,F. and Verrier,B."
15585105,2004,7,Unknown,Analysis of near full-length genome sequences of HIV type 1 BF intersubtype recombinant viruses from Brazil reveals their independent origins and their lack of relationship to CRF12_BF,29_BF; BF; BF1,"Thomson,M.M., Sierra,M., Tanuri,A., May,S., Casado,G., Manjon,N. and Najera,R."
16540936,2006,7,Naive,Molecular analysis of gp41 sequences of HIV type 1 subtype C from India,C,"Agnihotri,K.D., Tripathy,S.P., Jere,A.P., Kale,S.M. and Paranjape,R.S."
17065207,2007,7,Naive,Rapid reversion of sequence polymorphisms dominates early human immunodeficiency virus type 1 evolution,A1; B,"Li,B., Gladden,A.D., Altfeld,M., Kaldor,J.M., Cooper,D.A., Kelleher,A.D. and Allen,T.M."
19075055,2009,7,RxRTI+EntryInhibitor,"Virologic failure in first-line human immunodeficiency virus therapy with a CCR5 entry inhibitor, aplaviroc, plus a fixed-dose combination of lamivudine-zidovudine: nucleoside reverse transcriptase inhibitor resistance regardless of envelope tropism",B; C,"Demarest,J.F., Amrine-Madsen,H., Irlbeck,D.M. and Kitrinos,K.M."
20463072,2010,7,Unknown,HIV-2 genetic evolution in patients with advanced disease is faster than that in matched HIV-1 patients,B; D,"Skar,H., Borrego,P., Wallstrom,T.C., Mild,M., Marcelino,J.M., Barroso,H., Taveira,N., Leitner,T. and Albert,J."
20929350,2011,7,Unknown,Genotypic Characterization of HIV Type 1 in Jamaica,B,"Roye,M.E., Amarakoon,I.I., Hamilton,C.L., Eyzaguirre,L.M., Figueroa,P. and Carr,J.K."
22412369,2012,7,Naive,Whole genome deep sequencing of HIV-1 reveals the impact of early minor variants upon immune recognition during acute infection,B,"Henn,M.R., Boutwell,C.L., Charlebois,P., Lennon,N.J., Power,K.A., Macalalad,A.R., Berlin,A.M., Malboeuf,C.M., Ryan,E.M., Gnerre,S., Zody,M.C., Erlich,R.L., Green,L.M., Berical,A., Wang,Y., Casali,M., Streeck,H., Bloom,A.K., Dudek,T., Tully,D., Newman,R., Axten,K.L., Gladden,A.D., Battis,L., Kemper,M., Zeng,Q., Shea,T.P., Gujja,S., Zedlack,C., Gasser,O., Brander,C., Hess,C., Gunthard,H.F., Brumme,Z.L., Brumme,C.J., Bazner,S., Rychert,J., Tinsley,J.P., Mayer,K.H., Rosenberg,E., Pereyra,F., Levin,J.Z., Young,S.K., Jessen,H., Altfeld,M., Birren,B.W., Walker,B.D. and Allen,T.M."
26571151,2016,7,Naive,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,01B; 69_01B,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W."
26702094,2015,7,RxSuppressed,Virologic effects of broadly neutralizing antibody VRC01 administration during chronic HIV-1 infection,B,"Lynch,R.M., Boritz,E., Coates,E.E., DeZure,A., Madden,P., Costner,P., Enama,M.E., Plummer,S., Holman,L., Hendel,C.S., Gordon,I., Casazza,J., Conan-Cibotti,M., Migueles,S.A., Tressler,R., Bailer,R.T., McDermott,A., Narpala,S., O'Dell,S., Wolf,G., Lifson,J.D., Freemire,B.A., Gorelick,R.J., Pandey,J.P., Mohan,S., Chomont,N., Fromentin,R., Chun,T.W., Fauci,A.S., Schwartz,R.M., Koup,R.A., Douek,D.C., Hu,Z., Capparelli,E., Graham,B.S., Mascola,J.R. and Ledgerwood,J.E."
27199429,2016,7,RxSuppressed,HIV-1 therapy with monoclonal antibody 3BNC117 elicits host immune responses against HIV-1,B,"Schoofs,T., Klein,F., Braunschweig,M., Kreider,E.F., Feldmann,A., Nogueira,L., Oliveira,T., Lorenzi,J.C., Parrish,E.H., Learn,G.H., West,A.P. Jr., Bjorkman,P.J., Schlesinger,S.J., Seaman,M.S., Czartoski,J., McElrath,M.J., Pfeifer,N., Hahn,B.H., Caskey,M. and Nussenzweig,M.C."
27432972,2016,7,RxSuppressed,Defective HIV-1 proviruses produce novel protein-coding RNA species in HIV-infected patients on combination antiretroviral therapy,B; BF1,"Imamichi,H., Dewar,R.L., Adelsberger,J.W., Rehm,C.A., O'Doherty,U., Paxinos,E.E., Fauci,A.S. and Lane,H.C."
,2008,6,Unpublished,Modified HIV-1 Envelope Proteins,01_AE; 02_AG; 06A1; B; F1,"Kuinnan,G.V., Chamu,F. and Gron,G.V.D."
,2008,6,Unpublished,Direct Submission,C,"Ringe,R., Gharu,L., Pandey,S., Satyakumar,A., Thakar,M. and Bhattacharya,J."
,,6,Unpublished,Near Full-Length Genome Sequences of HIV-1 CRF06/A1 recombinat forms in Estonian Intravenous Drug Users Population,32A6; 32G; 32_06A6,"Avi,R. and Lutsar,I."
,2011,6,Unpublished,Direct Submission,A6,"Revilla,A., Fernandez-Garcia,A., Delgado,E. and Thomson,M."
,,6,Naive,"HIV Subtype and Drug Resistance Patterns among Drug Naive Persons in Jos, Nigeria",02_AG; G,"Carr,J.K., Lar,P., Bemis,K., Jelpe,J., Ayuba,L., Zella,D., Blattner,W., Kanki,P. and Abimiku,A.G."
,2011,6,Naive,Direct Submission,A1; A1C; C,"Bandawe,G."
,,6,Naive,Acute Subtype B SGA env Z Patients,B,"Anderson,J., Ping,L.-H., Takamune,N. and Swanstrom,R."
,,6,Unpublished,CAVD/CA-VIMC Neutralization Serotype Discovery Project,01_AE,"Sanders-Buell,E., Montefiori,D., Seaman,M., Williamson,C., Hahn,B., Gao,F., Swanstrom,R., Bradfield,A., Lei,E., Rutvisuttinunt,W., Assawadarachai,V., Heipertz,R., De Souza,M., Ananworanich,J., Kim,J. and Tovanabutra,S."
,2017,6,Unpublished,Direct Submission,14F1; A1; BCG; C; F1,"Cuevas,M.T., Sanchez,M., Carrera,C., Delgado,E., Thomson,M. and Perez Alvarez,L."
11055649,2000,6,RxUnspecified,Analysis of HIV-1 genetic subtypes in Finland reveals good correlation between molecular and epidemiological data,01_AE; A1; C,"Liitsola,K., Holmstrom,P., Laukkanen,T., Brummer-Korvenkontio,H., Leinikki,P. and Salminen,M.O."
15272396,2004,6,Naive,Long-term survivors in Nairobi: complete HIV-1 RNA sequences and immunogenetic associations,A1; AC; CD; D,"Fang,G., Kuiken,C., Weiser,B., Rowland-Jones,S., Plummer,F., Chen,C.H., Kaul,R., Anzala,A.O., Bwayo,J., Kimani,J., Philpott,S.M., Kitchen,C., Sinsheimer,J.S., Gaschen,B., Lang,D., Shi,B., Kemal,K.S., Rostron,T., Brunner,C., Beddows,S., Sattenau,Q., Paxinos,E., Oyugi,J. and Burger,H."
