PubMedID,PubYear,Title,Authors,NumPatients
23221345,,Vertical T cell immunodominance and epitope entropy determine HIV-1 escape,"Liu,M.K., Hawkins,N., Ritchie,A.J., Ganusov,V.V., Whale,V., Brackenridge,S., Li,H., Pavlicek,J.W., Cai,F., Rose-Abrahams,M., Treurnicht,F., Hraber,P., Riou,C., Gray,C., Ferrari,G., Tanner,R., Ping,L.H., Anderson,J.A., Swanstrom,R., Cohen,M., Karim,S.S., Haynes,B., Borrow,P., Perelson,A.S., Shaw,G.M., Hahn,B.H., Williamson,C., Korber,B.T., Gao,F., Self,S., McMichael,A. and Goonetilleke,N.",10
14502011,,High prevalence of diverse forms of HIV-1 intersubtype recombinants in Central Myanmar: geographical hot spot of extensive recombination,"Takebe,Y., Motomura,K., Tatsumi,M., Lwin,H., Zaw,M. and Kusagawa,S.",9
17451347,2007,"Genetic Characterization of CRF01_AE Full-Length Human Immunodeficiency Virus Type 1 Sequences from Fujian, China","Huang,H.L., Zheng,J., Yan,P.P., Cheng,L., Lin,X., Zhang,Z.S. and Yang,Y.S.",9
18544023,2008,"Full-length HIV type 1 proviral sequencing of 10 highly exposed women from Nairobi, Kenya reveals a high proportion of intersubtype recombinants","Land,A.M., Ball,T.B., Luo,M., Rutherford,J., Sarna,C., Wachihi,C., Kimani,J. and Plummer,F.A.",9
21593162,2011,Demographic processes affect HIV-1 evolution in primary infection before the onset of selective processes,"Herbeck,J.T., Rolland,M., Liu,Y., McLaughlin,S., McNevin,J., Zhao,H., Wong,K., Stoddard,J.N., Raugi,D., Sorensen,S., Genowati,I., Birditt,B., McKay,A., Diem,K., Maust,B.S., Deng,W., Collier,A.C., Stekler,J.D., McElrath,M.J. and Mullins,J.I.",9
22269972,2012,Tracing the origin and history of HIV-1 subtype B' epidemic by near full-length genome analyses,"Li,Z., He,X., Wang,Z., Xing,H., Li,F., Yang,Y., Wang,Q., Takebe,Y. and Shao,Y.",9
22587412,2012,Two Unique Recombinant Forms Identified in Incident HIV Type 1 Infections in Thai Blood Donors,"Rutvisuttinunt,W., Sirivichayakul,S., Oota,S., Assawadarachai,V., Poltavee,K., Savadsuk,H., Pattanachaiwit,S., Chaemchuen,S., Arroyo,M.A., Paris,R.M., Michael,N.L., Kim,J.H., Ruxrungtham,K., de Souza,M., Phanuphak,P. and Tovanabutra,S.",9
23372706,2013,New Emerging Recombinant HIV-1 Strains and Close Transmission Linkage of HIV-1 Strains in the Chinese MSM Population Indicate a New Epidemic Risk,"Wu,J., Meng,Z., Xu,J., Lei,Y., Jin,L., Zhong,P., Han,R. and Su,B.",9
10196340,1999,Molecular cloning and phylogenetic analysis of human immunodeficiency virus type 1 subtype C: a set of 23 full-length clones from Botswana,"Novitsky,V.A., Montano,M.A., McLane,M.F., Renjifo,B., Vannberg,F., Foley,B.T., Ndung'u,T.P., Rahman,M., Makhema,M.J., Marlink,R. and Essex,M.",8
11752707,2002,Diversity of mosaic structures and common ancestry of human immunodeficiency virus type 1 BF intersubtype recombinant viruses from Argentina revealed by analysis of near full-length genome sequences,"Thomson,M.M., Delgado,E., Herrero,I., Villahermosa,M.L., Vazquez-de Parga,E., Cuevas,M.T., Carmona,R., Medrano,L., Perez-Alvarez,L., Cuevas,L. and Najera,R.",8
17031320,2006,"Identification of a novel circulating recombinant form (CRF33_01B) disseminating widely among various risk populations in Kuala Lumpur, Malaysia","Tee,K.K., Li,X.J., Nohtomi,K., Ng,K.P., Kamarulzaman,A. and Takebe,Y.",8
19678767,2009,"Genetic characterization of eight full-length HIV type 1 genomes from the Democratic Republic of Congo (DRC) reveal a new subsubtype, A5, in the A radiation that predominates in the recombinant structure of CRF26_A5U","Vidal,N., Bazepeo,S.E., Mulanga,C., Delaporte,E. and Peeters,M.",8
26892835,2016,"Recombinant patterns of nine novel HIV-1 recombinant strains identified in Hebei province, China","Lu,X., Liu,Y., Zhao,H., Zhang,Y., Zhao,C., Chen,S., Li,J. and Cui,Z.",8
27169981,2016,"Identification of a Novel HIV-1 Circulating Recombinant Form (CRF85_BC) in Sichuan, China","Su,L., Wei,D., Yang,H., Zeng,Y., Hu,Y., Yuan,D., Feng,L., Ruan,Y., Qin,G. and Liang,S.",8
27783600,2016,1970s and 'Patient 0' HIV-1 genomes illuminate early HIV/AIDS history in North America,"Worobey,M., Watts,T.D., McKay,R.A., Suchard,M.A., Granade,T., Teuwen,D.E., Koblin,B.A., Heneine,W., Lemey,P. and Jaffe,H.W.",8
9621027,1998,A comprehensive panel of near-full-length clones and reference sequences for non-subtype B isolates of human immunodeficiency virus type 1,"Gao,F., Robertson,D.L., Carruthers,C.D., Morrison,S.G., Jian,B., Chen,Y., Barre-Sinoussi,F., Girard,M., Srinivasan,A., Abimiku,A.G., Shaw,G.M., Sharp,P.M. and Hahn,B.H.",8
16103205,2005,Human immunodeficiency virus mutations during the first month of infection are preferentially found in known cytotoxic T-lymphocyte epitopes,"Bernardin,F., Kong,D., Peddada,L., Baxter-Lowe,L.A. and Delwart,E.",7
17065207,2007,Rapid reversion of sequence polymorphisms dominates early human immunodeficiency virus type 1 evolution,"Li,B., Gladden,A.D., Altfeld,M., Kaldor,J.M., Cooper,D.A., Kelleher,A.D. and Allen,T.M.",7
22931113,,"Five new CRF07_BC near full-length sequences isolated from Sichuan, China","Meng,Z., Xin,R., Zhang,X. and Xu,J.",7
26571151,2016,HIV-1 CRF01_AE and Subtype B Transmission Networks Crossover: A New AE/B Recombinant Identified in Japan,"Hosaka,M., Fujisaki,S., Masakane,A., Hattori,J., Shiino,T., Gatanaga,H., Shigemi,U., Okazaki,R., Hachiya,A., Matsuda,M., Ibe,S., Iwatani,Y., Yokomaku,Y. and Sugiura,W.",7
15272396,2004,Long-term survivors in Nairobi: complete HIV-1 RNA sequences and immunogenetic associations,"Fang,G., Kuiken,C., Weiser,B., Rowland-Jones,S., Plummer,F., Chen,C.H., Kaul,R., Anzala,A.O., Bwayo,J., Kimani,J., Philpott,S.M., Kitchen,C., Sinsheimer,J.S., Gaschen,B., Lang,D., Shi,B., Kemal,K.S., Rostron,T., Brunner,C., Beddows,S., Sattenau,Q., Paxinos,E., Oyugi,J. and Burger,H.",6
15585103,2004,"Full-length gag sequences of HIV type 1 subtype C recent seroconverters from Pune, India","Kurle,S., Tripathy,S., Jadhav,S., Agnihotri,K. and Paranjape,R.",6
19036810,2009,Protective HLA class I alleles that restrict acute-phase CD8+ T-cell responses are associated with viral escape mutations located in highly conserved regions of human immunodeficiency virus type 1,"Wang,Y.E., Li,B., Carlson,J.M., Streeck,H., Gladden,A.D., Goodman,R., Schneidewind,A., Power,K.A., Toth,I., Frahm,N., Alter,G., Brander,C., Carrington,M., Walker,B.D., Altfeld,M., Heckerman,D. and Allen,T.M.",6
19895210,2009,Viral genetic determinants of nonprogressive HIV type 1 subtype C infection in antiretroviral drug-naive children,"Tzitzivacos,D.B., Tiemessen,C.T., Stevens,W.S. and Papathanasopoulos,M.A.",6
21174631,2011,"High Prevalence of HIV Type 1 Subtype B' Among Heterosexuals in Western Hubei, Central China: Bridging the Epidemic into the General Population","Li,Y., Takebe,Y., Yang,J., Zhang,W. and Yang,R.",6
22022460,2011,"Characterization of Partial and Near Full-Length Genomes of HIV-1 Strains Sampled from Recently Infected Individuals in Sao Paulo, Brazil","Sanabani,S.S., Pastena,E.R., da Costa,A.C., Martinez,V.P., Kleine-Neto,W., de Oliveira,A.C., Sauer,M.M., Bassichetto,K.C., Oliveira,S.M., Tomiyama,H.T., Sabino,E.C. and Kallas,E.G.",6
23972100,2013,"Molecular Epidemiology of Early and Acute HIV Type 1 Infections in the United States Navy and Marine Corps, 2005-2010","Heipertz,R.A. Jr., Sanders-Buell,E., Kijak,G., Howell,S., Lazzaro,M., Jagodzinski,L.L., Eggleston,J., Peel,S., Malia,J., Armstrong,A., Michael,N.L., Kim,J.H., O'Connell,R.J., Scott,P.T., Brett-Major,D.M. and Tovanabutra,S.",6
24465513,2014,A Newly Emerging HIV-1 Recombinant Lineage (CRF58_01B) Disseminating among People Who Inject Drugs in Malaysia,"Chow,W.Z., Takebe,Y., Syafina,N.E., Prakasa,M.S., Chan,K.G., Al-Darraji,H.A., Koh,C., Kamarulzaman,A. and Tee,K.K.",6
26066756,2015,Cocirculation of Several Similar But Unique HIV-1 Recombinant Forms in Guinea-Bissau Revealed by Near Full-Length Genomic Sequencing,"Palm,A.A., Esbjornsson,J., Mansson,F., Biague,A., da Silva,Z.J., Norrgren,H., Jansson,M. and Medstrand,P.",6
26196131,2015,Genetic Characterization of a Novel HIV-1 Circulating Recombinant Form (CRF74_01B) Identified among Intravenous Drug Users in Malaysia: Recombination History and Phylogenetic Linkage with Previously Defined Recombinant Lineages,"Cheong,H.T., Chow,W.Z., Takebe,Y., Chook,J.B., Chan,K.G., Al-Darraji,H.A., Koh,C., Kamarulzaman,A. and Tee,K.K.",6
26258568,2015,Phylogenetic analysis of HIV-1 CRF65_CPX reveals Yunnan province is still a source contributing to the spread of HIV-1 in China,"Liu,Y., Gui,T., Jia,L., Li,L., Bao,Z., Li,H., Wang,X., Liu,S., Zhuang,D., Li,T. and Li,J.",6
26354000,2015,Near full-length HIV type 1M genomic sequences from Cameroon: evidence of early diverging under-sampled lineages in the country,"Tongo,M., Dorfman,J.R., Abrahams,M.R., Mpoudi-Ngole,E., Burgers,W.A. and Martin,D.P.",6
9847317,1999,"Full-length human immunodeficiency virus type 1 genomes from subtype C-infected seroconverters in India, with evidence of intersubtype recombination","Lole,K.S., Bollinger,R.C., Paranjape,R.S., Gadkari,D., Kulkarni,S.S., Novak,N.G., Ingersoll,R., Sheppard,H.W. and Ray,S.C.",6
10659053,2000,Near-full-length genome sequencing of divergent African HIV type 1 subtype F viruses leads to the identification of a new HIV type 1 subtype designated K,"Triques,K., Bourgeois,A., Vidal,N., Mpoudi-Ngole,E., Mulanga-Kabeya,C., Nzilambi,N., Torimiro,N., Saman,E., Delaporte,E. and Peeters,M.",5
12487805,2002,"Molecular Epidemiology of HIV Type 1 in Ecuador, Peru, Bolivia, Uruguay, and Argentina","Hierholzer,J., Montano,S., Hoelscher,M., Negrete,M., Hierholzer,M., Avila,M.M., Carrillo,M.G., Russi,J.C., Vinoles,J., Alava,A., Acosta,M.E., Gianella,A., Andrade,R., Sanchez,J.L., Carrion,G., Sanchez,J.L., Russell,K., Robb,M., Birx,D., McCutchan,F. and Carr,J.K.",5
18809195,2008,Selective regimes and evolutionary rates of HIV-1 subtype B V3 variants in the Brazilian epidemic,"Diaz,R.S., Leal,E., Sanabani,S., Sucupira,M.C., Tanuri,A., Sabino,E.C. and Janini,L.M.",5
19361281,2009,HIV type 1 group M subtype G in Cameroon: five genome sequences,"Yamaguchi,J., Ndembi,N., Ngansop,C., Mbanya,D., Kaptue,L., Gurtler,L.G., Devare,S.G. and Brennan,C.A.",5
19454710,2009,Kinetics of expansion of epitope-specific T cell responses during primary HIV-1 infection,"Turnbull,E.L., Wong,M., Wang,S., Wei,X., Jones,N.A., Conrod,K.E., Aldam,D., Turner,J., Pellegrino,P., Keele,B.F., Williams,I., Shaw,G.M. and Borrow,P.",5
20398371,2010,"Characterization and frequency of a newly identified HIV-1 BF1 intersubtype circulating recombinant form in Sao Paulo, Brazil","Sanabani,S.S., Pastena,E.R., Neto,W.K., Martinez,V.P. and Sabino,E.C.",5
24454702,2014,Novel HIV-1 recombinants spreading across multiple risk groups in the United Kingdom: the identification and phylogeography of Circulating Recombinant Form (CRF) 50_A1D,"Foster,G.M., Ambrose,J.C., Hue,S., Delpech,V.C., Fearnhill,E., Abecasis,A.B., Leigh Brown,A.J. and Geretti,A.M.",5
24964202,2014,Kinetics of HIV-1 CTL Epitopes Recognized by HLA I Alleles in HIV-Infected Individuals at Times near Primary Infection: The Provir/Latitude45 Study,"Papuchon,J., Pinson,P., Guidicelli,G.L., Bellecave,P., Thomas,R., LeBlanc,R., Reigadas,S., Taupin,J.L., Baril,J.G., Routy,J.P., Wainberg,M. and Fleury,H.",5
26756665,,Genetic characterization of six full-length HIV-1 genomes from India reveals a monophyletic lineage of Indian sub-subtype A1,"Pandey,S.S., Kulkarni,S., Thakar,M. and Paranjape,R.",5
16060839,2005,"Presence of CRF09_cpx and complex CRF02_AG/CRF09_cpx recombinant HIV type 1 strains in Cote d'Ivoire, West Africa","Toni,T., Adje-Toure,C., Vidal,N., Minga,A., Huet,C., Borger,M.Y., Recordon-Pinson,P., Masquelier,B., Nolan,M., Nkengasong,J., Fleury,H.J., Delaporte,E. and Peeters,M.",4
16379609,2005,Characterization of Five Nearly Full-Length Genomes of Early HIV Type 1 Strains in Ruili City: Implications for the Genesis of CRF07_BC and CRF08_BC Circulating in China,"Qiu,Z., Xing,H., Wei,M., Duan,Y., Zhao,Q., Xu,J. and Shao,Y.",4
24205972,2014,"Genome Sequence of a Novel HIV-1 Circulating Recombinant Form (CRF64_BC) Identified from Yunnan, China","Hsi,J., Wei,H., Xing,H., Feng,Y., He,X., Liao,L., Jia,M., Wang,N., Ning,C. and Shao,Y.",4
27031505,2016,Ultra-Deep Sequencing of HIV-1 near Full-Length and Partial Proviral Genomes Reveals High Genetic Diversity among Brazilian Blood Donors,"Pessoa,R., Loureiro,P., Esther Lopes,M., Carneiro-Proietti,A.B., Sabino,E.C., Busch,M.P. and Sanabani,S.S.",4
19913270,2010,Adaptive changes in HIV-1 subtype C proteins during early infection are driven by changes in HLA-associated immune pressure,"Treurnicht,F.K., Seoighe,C., Martin,D.P., Wood,N., Abrahams,M.R., Rosa Dde,A., Bredell,H., Woodman,Z., Hide,W., Mlisana,K., Karim,S.A., Gray,C.M. and Williamson,C.",3
20810731,2010,Early Selection in Gag by Protective HLA Alleles Contributes to Reduced HIV-1 Replication Capacity That May Be Largely Compensated for in Chronic Infection,"Brockman,M.A., Brumme,Z.L., Brumme,C.J., Miura,T., Sela,J., Rosato,P.C., Kadie,C.M., Carlson,J.M., Markle,T.J., Streeck,H., Kelleher,A.D., Markowitz,M., Jessen,H., Rosenberg,E., Altfeld,M., Harrigan,P.R., Heckerman,D., Walker,B.D. and Allen,T.M.",3
22412369,2012,Whole genome deep sequencing of HIV-1 reveals the impact of early minor variants upon immune recognition during acute infection,"Henn,M.R., Boutwell,C.L., Charlebois,P., Lennon,N.J., Power,K.A., Macalalad,A.R., Berlin,A.M., Malboeuf,C.M., Ryan,E.M., Gnerre,S., Zody,M.C., Erlich,R.L., Green,L.M., Berical,A., Wang,Y., Casali,M., Streeck,H., Bloom,A.K., Dudek,T., Tully,D., Newman,R., Axten,K.L., Gladden,A.D., Battis,L., Kemper,M., Zeng,Q., Shea,T.P., Gujja,S., Zedlack,C., Gasser,O., Brander,C., Hess,C., Gunthard,H.F., Brumme,Z.L., Brumme,C.J., Bazner,S., Rychert,J., Tinsley,J.P., Mayer,K.H., Rosenberg,E., Pereyra,F., Levin,J.Z., Young,S.K., Jessen,H., Altfeld,M., Birren,B.W., Walker,B.D. and Allen,T.M.",3
26378795,2015,Heterosexual Transmission of Subtype C HIV-1 Selects Consensus-Like Variants without Increased Replicative Capacity or Interferon-alpha Resistance,"Deymier,M.J., Ende,Z., Fenton-May,A.E., Dilernia,D.A., Kilembe,W., Allen,S.A., Borrow,P. and Hunter,E.",3
