Accession,PMID,Gene,Subtype,NumAAChanges,NumStopCodons
AY838617,15592417,Gag,C,73,0
AY838618,15592417,Gag,C,87,0
AY838619,15592417,Gag,C,83,0
AY838620,15592417,Gag,C,75,0
AY838621,15592417,Gag,C,75,0
AY838622,15592417,Gag,C,85,0
AY838623,15592417,Gag,C,71,0
AY838624,15592417,Gag,C,78,1
AY838625,15592417,Gag,C,84,0
AY838626,15592417,Gag,C,87,0
AY838627,15592417,Gag,C,82,0
AY838628,15592417,Gag,C,87,0
AY838629,15592417,Gag,C,76,0
AY838630,15592417,Gag,C,77,0
AY838631,15592417,Gag,C,76,0
AY838632,15592417,Gag,C,75,0
AY838633,15592417,Gag,C,75,0
AY838634,15592417,Gag,C,79,0
AY838635,15592417,Gag,C,73,0
AY838636,15592417,Gag,C,81,0
AY838637,15592417,Gag,C,79,0
AY838638,15592417,Gag,C,83,0
AY856957,15592417,Gag,B,32,0
AY856962,15592417,Gag,B,36,0
AY856964,15592417,Gag,B,26,3
AY856965,15592417,Gag,B,38,0
AY856966,15592417,Gag,B,28,0
AY856967,15592417,Gag,BC,53,0
AY856970,15592417,Gag,B,25,0
AY856973,15592417,Gag,C,249,0
AY856974,15592417,Gag,B,35,0
AY856978,15592417,Gag,B,268,0
AY856979,15592417,Gag,BC,119,0
AY856980,15592417,Gag,B,25,0
AY856983,15592417,Gag,B,40,1
AY856985,15592417,Gag,B,30,0
AY856986,15592417,Gag,01B,33,0
AY856988,15592417,Gag,B,24,0
AY856989,15592417,Gag,B,35,1
AY856995,15592417,Gag,B,22,0
AY856996,15592417,Gag,B,224,0
AY857000,15592417,Gag,C,85,1
AY857001,15592417,Gag,B,28,0
AY857002,15592417,Gag,B,50,2
AY857003,15592417,Gag,B,19,0
AY857005,15592417,Gag,B,286,1
AY857007,15592417,Gag,B,29,0
AY857008,15592417,Gag,B,44,1
AY857010,15592417,Gag,02_AG,84,1
AY857011,15592417,Gag,B,31,0
AY857013,15592417,Gag,B,24,0
AY857014,15592417,Gag,B,44,0
AY857016,15592417,Gag,BC,83,0
AY857018,15592417,Gag,B,14,0
AY857019,15592417,Gag,B,39,0
AY857022,15592417,Gag,B,25,1
AY857024,15592417,Gag,06_cpx,30,0
AY857026,15592417,Gag,B,33,0
AY857028,15592417,Gag,B,200,0
AY857029,15592417,Gag,B,190,0
AY857030,15592417,Gag,BC,36,0
AY857031,15592417,Gag,B,193,0
AY857034,15592417,Gag,B,21,0
AY857036,15592417,Gag,C,73,0
AY857037,15592417,Gag,01_AE,81,0
AY857041,15592417,Gag,B,22,0
AY857042,15592417,Gag,B,22,0
AY857044,15592417,Gag,B,28,0
AY857045,15592417,Gag,B,30,1
AY857046,15592417,Gag,B,27,3
AY857048,15592417,Gag,B,19,2
AY857049,15592417,Gag,B,31,0
AY857051,15592417,Gag,BC,84,0
AY857053,15592417,Gag,B,194,1
AY857055,15592417,Gag,B,32,2
AY857057,15592417,Gag,B,188,1
AY857058,15592417,Gag,B,219,0
AY857059,15592417,Gag,B,36,3
AY857060,15592417,Gag,C,83,1
AY857061,15592417,Gag,C,67,0
AY857063,15592417,Gag,B,19,0
AY857068,15592417,Gag,B,37,0
AY857070,15592417,Gag,C,81,0
AY857071,15592417,Gag,B,25,0
AY857075,15592417,Gag,A1D,51,0
AY857076,15592417,Gag,B,28,0
AY857079,15592417,Gag,01_AE,30,0
AY857084,15592417,Gag,01_AE,80,0
AY857086,15592417,Gag,B,35,0
AY857089,15592417,Gag,B,38,0
AY857092,15592417,Gag,B,204,0
AY857093,15592417,Gag,01_AE,91,1
AY857094,15592417,Gag,B,28,0
AY857100,15592417,Gag,B,34,0
AY857101,15592417,Gag,B,198,1
AY857103,15592417,Gag,B,30,0
AY857104,15592417,Gag,B,21,0
AY857107,15592417,Gag,B,39,0
AY857108,15592417,Gag,B,25,0
AY857109,15592417,Gag,B,232,0
AY857110,15592417,Gag,B,20,0
AY857115,15592417,Gag,B,33,0
AY857118,15592417,Gag,01B,59,0
AY857119,15592417,Gag,B,42,0
AY857121,15592417,Gag,B,192,0
AY857123,15592417,Gag,B,38,1
AY857124,15592417,Gag,B,40,0
AY857125,15592417,Gag,B,25,0
AY857128,15592417,Gag,B,22,0
AY857129,15592417,Gag,B,19,0
AY857131,15592417,Gag,BC,238,0
AY857132,15592417,Gag,A1D,53,1
AY857133,15592417,Gag,B,31,0
AY857135,15592417,Gag,B,45,1
AY857136,15592417,Gag,B,36,1
AY857137,15592417,Gag,B,25,0
AY857138,15592417,Gag,B,35,1
AY857140,15592417,Gag,B,25,0
AY857144,15592417,Gag,B,26,0
AY857145,15592417,Gag,A1BC,58,0
AY857148,15592417,Gag,B,26,0
AY857149,15592417,Gag,B,271,0
AY857150,15592417,Gag,B,25,0
AY857151,15592417,Gag,B,32,0
AY857153,15592417,Gag,B,29,0
AY857158,15592417,Gag,BC,64,0
AY857159,15592417,Gag,B,215,0
AY857160,15592417,Gag,B,40,0
AY857162,15592417,Gag,B,34,0
AY857163,15592417,Gag,B,31,1
AY857165,15592417,Gag,B,28,0
AY857166,15592417,Gag,B,27,2
AY857170,15592417,Gag,C,75,0
AY857171,15592417,Gag,B,23,0
AY857174,15592417,Gag,BC,84,0
AY857175,15592417,Gag,01_AE,87,0
AY857176,15592417,Gag,B,28,0
AY857179,15592417,Gag,B,295,0
AY857180,15592417,Gag,B,36,1
AY857184,15592417,Gag,B,48,3
AY857185,15592417,Gag,B,38,1
AY878054,16701907,Gag,C,76,0
AY878055,16701907,Gag,C,77,0
AY878056,16701907,Gag,C,82,0
AY878057,16701907,Gag,C,78,0
AY878058,16701907,Gag,C,80,0
AY878059,16701907,Gag,C,88,0
AY878060,16701907,Gag,C,78,0
AY878061,16701907,Gag,C,76,0
AY878062,16701907,Gag,C,83,0
AY878063,16701907,Gag,C,83,0
AY878064,16701907,Gag,C,81,0
AY878065,16701907,Gag,C,79,0
AY878066,16701907,Gag,C,86,0
AY878067,16701907,Gag,C,75,0
AY878068,16701907,Gag,C,88,0
AY878070,16701907,Gag,C,77,0
AY878071,16701907,Gag,C,81,0
AY878072,16701907,Gag,C,76,0
AY901965,16701907,Gag,C,71,0
AY901966,16701907,Gag,C,87,0
AY901967,16701907,Gag,C,76,0
AY901968,16701907,Gag,C,75,0
AY901969,16701907,Gag,C,72,0
AY901970,16701907,Gag,C,88,0
AY901971,16701907,Gag,C,97,0
AY901972,16701907,Gag,C,88,0
AY901973,16701907,Gag,C,89,0
AY901974,16701907,Gag,C,89,0
AY901975,16701907,Gag,C,82,0
AY901976,16701907,Gag,C,73,0
AY901977,16701907,Gag,C,76,0
AY901978,16701907,Gag,C,81,0
AY901979,16701907,Gag,C,78,0
AY901980,16701907,Gag,C,85,0
AY901981,16701907,Gag,C,78,0
AY967803,16379609,Gag,BC,64,0
AY967804,16379609,Gag,BC,73,0
AY967805,16379609,Gag,BC,48,0
AY967806,16379609,Gag,C,71,0
AY967807,16379609,Gag,BC,77,0
DQ011165,16701907,Gag,C,85,0
DQ011166,16701907,Gag,C,82,0
DQ011167,16701907,Gag,C,82,0
DQ011168,16701907,Gag,C,73,0
DQ011169,16701907,Gag,C,87,0
DQ011170,16701907,Gag,C,77,0
DQ011171,16701907,Gag,C,82,0
DQ011172,16701907,Gag,C,83,1
DQ011173,16701907,Gag,C,85,0
DQ011174,16701907,Gag,C,78,0
DQ011175,16701907,Gag,C,80,0
DQ011176,16701907,Gag,C,90,0
DQ011177,16701907,Gag,C,78,0
DQ011178,16701907,Gag,C,80,0
DQ011179,16701907,Gag,C,82,0
DQ011180,16701907,Gag,C,84,0
DQ056404,16701907,Gag,C,82,0
DQ056405,16701907,Gag,C,79,0
DQ056406,16701907,Gag,C,73,0
DQ056407,16701907,Gag,C,78,4
DQ056408,16701907,Gag,C,84,0
DQ056409,16701907,Gag,C,79,0
DQ056410,16701907,Gag,C,78,0
DQ056411,16701907,Gag,C,78,0
DQ056412,16701907,Gag,C,88,0
DQ056413,16701907,Gag,C,89,0
DQ056414,16701907,Gag,C,74,0
DQ056415,16701907,Gag,C,88,0
DQ056416,16701907,Gag,C,78,0
DQ056417,16701907,Gag,C,84,0
DQ056418,16701907,Gag,C,80,0
DQ085867,16438639,Gag,BF1,60,1
DQ085868,16438639,Gag,BF1,40,1
DQ085869,16438639,Gag,BF1,31,0
DQ085870,16438639,Gag,BF1,32,0
DQ085871,16438639,Gag,29_BF,62,1
DQ085872,16438639,Gag,28_BF,55,0
DQ085873,16438639,Gag,28_BF,44,1
DQ085874,16438639,Gag,28_BF,63,1
DQ085875,16438639,Gag,BF1,30,1
DQ085876,16438639,Gag,29_BF,52,1
DQ093585,16701907,Gag,C,87,0
DQ093586,16701907,Gag,C,78,0
DQ093587,16701907,Gag,C,88,0
DQ093588,16701907,Gag,C,82,0
DQ093589,16701907,Gag,C,91,0
DQ093590,16701907,Gag,C,85,0
DQ093591,16701907,Gag,C,84,0
DQ093592,16701907,Gag,C,80,0
DQ093593,16701907,Gag,C,79,0
DQ093594,16701907,Gag,C,83,0
DQ093595,16701907,Gag,C,75,0
DQ093596,16701907,Gag,C,80,0
DQ093597,16701907,Gag,C,75,0
DQ093598,16701907,Gag,C,77,0
DQ093599,16701907,Gag,C,76,0
DQ093600,16701907,Gag,C,80,1
DQ093601,16701907,Gag,C,77,0
DQ093602,16701907,Gag,C,90,0
DQ093603,16701907,Gag,C,92,0
DQ093604,16701907,Gag,C,80,0
DQ093605,16701907,Gag,C,82,0
DQ093606,16701907,Gag,AC,81,0
DQ093607,16701907,Gag,C,81,0
DQ164104,16701907,Gag,C,82,0
DQ164106,16701907,Gag,C,90,0
DQ164107,16701907,Gag,C,82,0
DQ164108,16701907,Gag,C,82,0
DQ164109,16701907,Gag,C,76,0
DQ164110,16701907,Gag,C,84,0
DQ164111,16701907,Gag,C,85,0
DQ164113,16701907,Gag,C,73,0
DQ164114,16701907,Gag,C,78,0
DQ164115,16701907,Gag,C,75,0
DQ164117,16701907,Gag,C,84,0
DQ164118,16701907,Gag,C,88,0
DQ164119,16701907,Gag,C,76,0
DQ164120,16701907,Gag,C,74,0
DQ164121,16701907,Gag,C,83,0
DQ164122,16701907,Gag,C,75,1
DQ164123,16701907,Gag,C,87,3
DQ164124,16701907,Gag,C,93,5
DQ164125,16701907,Gag,C,103,8
DQ164126,16701907,Gag,C,86,0
DQ164127,16701907,Gag,C,76,0
DQ164128,16701907,Gag,C,110,7
DQ164129,16701907,Gag,C,81,1
DQ275642,16701907,Gag,C,75,0
DQ275643,16701907,Gag,C,75,0
DQ275644,16701907,Gag,C,91,0
DQ275645,16701907,Gag,C,86,0
DQ275646,16701907,Gag,C,72,0
DQ275647,16701907,Gag,C,85,0
DQ275649,16701907,Gag,C,87,0
DQ275650,16701907,Gag,C,79,0
DQ275651,16701907,Gag,C,71,0
DQ275652,16701907,Gag,C,74,0
DQ275654,16701907,Gag,C,79,0
DQ275655,16701907,Gag,C,85,0
DQ275656,16701907,Gag,C,85,0
DQ275657,16701907,Gag,C,82,0
DQ275658,16701907,Gag,C,83,0
DQ275659,16701907,Gag,C,74,0
DQ275660,16701907,Gag,C,93,0
DQ275661,16701907,Gag,C,92,0
DQ275662,16701907,Gag,C,76,0
DQ275663,16701907,Gag,C,85,0
DQ275664,16701907,Gag,C,76,0
DQ275665,16701907,Gag,C,104,7
DQ351216,16701907,Gag,C,74,0
DQ351217,16701907,Gag,C,86,0
DQ351219,16701907,Gag,C,70,0
DQ351221,16701907,Gag,C,84,0
DQ351222,16701907,Gag,C,78,0
DQ351223,16701907,Gag,C,74,0
DQ351225,16701907,Gag,C,80,0
DQ351226,16701907,Gag,C,78,0
DQ351227,16701907,Gag,C,75,0
DQ351228,16701907,Gag,C,72,0
DQ351229,16701907,Gag,C,85,0
DQ351230,16701907,Gag,C,77,0
DQ351231,16701907,Gag,C,79,0
DQ351232,16701907,Gag,C,98,1
DQ351234,16701907,Gag,C,82,0
DQ351236,16701907,Gag,C,90,0
DQ351237,16701907,Gag,C,80,0
DQ351238,16701907,Gag,A1C,78,0
DQ366659,17031320,Gag,33_01B,67,0
DQ366660,17031320,Gag,33_01B,60,1
DQ366661,17031320,Gag,33_01B,71,0
DQ366662,17031320,Gag,33_01B,68,0
DQ366663,17031320,Gag,53_01B,67,0
DQ366664,17031320,Gag,52_01B,82,0
DQ366665,17031320,Gag,01B,59,0
DQ366666,17031320,Gag,01B,61,0
DQ369976,16701907,Gag,C,79,0
DQ369977,16701907,Gag,C,75,0
DQ369979,16701907,Gag,C,78,0
DQ369980,16701907,Gag,C,82,0
DQ369981,16701907,Gag,C,79,0
DQ369982,16701907,Gag,C,87,0
DQ369983,16701907,Gag,C,78,0
DQ369984,16701907,Gag,C,75,0
DQ369985,16701907,Gag,C,78,0
DQ369986,16701907,Gag,C,80,0
DQ369987,16701907,Gag,C,79,0
DQ369988,16701907,Gag,C,76,0
DQ369989,16701907,Gag,C,75,0
DQ369990,16701907,Gag,C,78,0
DQ369991,16701907,Gag,C,75,0
DQ369992,16701907,Gag,C,78,0
DQ369993,16701907,Gag,C,88,0
DQ369994,16701907,Gag,C,74,0
DQ369995,16701907,Gag,C,81,0
DQ369996,16701907,Gag,C,89,0
DQ369997,16701907,Gag,C,82,0
DQ369998,16701907,Gag,C,92,0
DQ396364,16701907,Gag,C,86,0
DQ396365,16701907,Gag,C,73,0
DQ396367,16701907,Gag,C,77,0
DQ396368,16701907,Gag,C,77,1
DQ396369,16701907,Gag,C,71,0
DQ396370,16701907,Gag,C,83,0
DQ396371,16701907,Gag,C,73,0
DQ396372,16701907,Gag,C,77,0
DQ396373,16701907,Gag,C,84,0
DQ396374,16701907,Gag,C,83,1
DQ396375,16701907,Gag,C,75,0
DQ396376,16701907,Gag,C,82,0
DQ396377,16701907,Gag,C,73,0
DQ396378,16701907,Gag,C,73,0
DQ396379,16701907,Gag,C,83,0
DQ396380,16701907,Gag,C,82,0
DQ396381,16701907,Gag,C,86,0
DQ396382,16701907,Gag,C,78,0
DQ396383,16701907,Gag,C,74,0
DQ396384,16701907,Gag,C,73,0
DQ396385,16701907,Gag,C,81,0
DQ396386,16701907,Gag,C,83,0
DQ396387,16701907,Gag,C,90,0
DQ396388,16701907,Gag,C,90,0
DQ396389,16701907,Gag,C,88,0
DQ396390,16701907,Gag,C,75,0
DQ396391,16701907,Gag,C,76,0
DQ396392,16701907,Gag,C,76,0
DQ396393,16701907,Gag,C,80,0
DQ396394,16701907,Gag,C,77,0
DQ396395,16701907,Gag,C,73,0
DQ396398,16701907,Gag,B,35,0
DQ396399,16701907,Gag,C,86,0
DQ396400,16701907,Gag,A1,83,0
DQ445632,16701907,Gag,C,78,0
DQ445633,16701907,Gag,C,75,0
DQ445634,16701907,Gag,C,89,0
DQ445635,16701907,Gag,C,80,0
DQ445636,16701907,Gag,C,74,0
DQ445637,16701907,Gag,C,77,0
DQ676870,17065207,Gag,B,31,0
DQ676872,17065207,Gag,A1,87,0
DQ676874,17065207,Gag,B,32,1
DQ676877,17065207,Gag,B,22,0
DQ676880,17065207,Gag,B,28,0
DQ676883,17065207,Gag,B,31,0
DQ676886,17065207,Gag,B,38,1
DQ792982,17411382,Gag,C,79,0
DQ792983,17411382,Gag,C,79,0
DQ792984,17411382,Gag,C,91,3
DQ792985,17411382,Gag,C,85,0
DQ792986,17411382,Gag,C,76,0
DQ792987,17411382,Gag,C,79,0
DQ792988,17411382,Gag,C,85,0
DQ792989,17411382,Gag,C,80,0
DQ792990,17411382,Gag,C,79,0
DQ792991,17411382,Gag,C,76,0
DQ792992,17411382,Gag,C,92,0
DQ792993,17411382,Gag,C,80,0
DQ792994,17411382,Gag,C,72,0
DQ792995,17411382,Gag,C,76,0
DQ792996,17411382,Gag,C,73,0
DQ792997,17411382,Gag,C,87,0
DQ792998,17411382,Gag,C,75,0
DQ792999,17411382,Gag,C,80,0
DQ793000,17411382,Gag,C,83,0
DQ793001,17411382,Gag,C,85,0
DQ793002,17411382,Gag,C,81,0
DQ793003,17411382,Gag,C,82,0
DQ793004,17411382,Gag,C,91,0
DQ793005,17411382,Gag,C,79,0
DQ793006,17411382,Gag,C,79,0
DQ793007,17411382,Gag,C,74,0
DQ793008,17411382,Gag,C,77,0
DQ793009,17411382,Gag,C,91,0
DQ793010,17411382,Gag,C,81,0
DQ793011,17411382,Gag,C,83,0
DQ793012,17411382,Gag,C,85,0
DQ793013,17411382,Gag,C,83,0
DQ793014,17411382,Gag,C,82,0
DQ793015,17411382,Gag,C,77,0
DQ793016,17411382,Gag,C,77,0
DQ793017,17411382,Gag,C,78,0
DQ793018,17411382,Gag,C,77,0
DQ793019,17411382,Gag,C,71,0
DQ793020,17411382,Gag,C,84,0
DQ793021,17411382,Gag,C,81,0
DQ793022,17411382,Gag,C,73,0
DQ793023,17411382,Gag,C,81,0
DQ793024,17411382,Gag,C,76,0
DQ793025,17411382,Gag,C,76,0
DQ793026,17411382,Gag,C,76,0
DQ793027,17411382,Gag,C,84,1
DQ793028,17411382,Gag,C,82,0
DQ793029,17411382,Gag,C,82,0
DQ793030,17411382,Gag,C,81,0
DQ793031,17411382,Gag,C,72,0
DQ793032,17411382,Gag,C,82,0
DQ793033,17411382,Gag,C,80,0
DQ793034,17411382,Gag,C,85,0
DQ793035,17411382,Gag,C,88,0
DQ793036,17411382,Gag,C,86,0
DQ793037,17411382,Gag,C,77,0
DQ793038,17411382,Gag,C,73,0
DQ793039,17411382,Gag,C,91,0
DQ793040,17411382,Gag,C,75,0
DQ793041,17411382,Gag,C,82,0
DQ793042,17411382,Gag,C,90,0
DQ793043,17411382,Gag,C,81,0
DQ793044,17411382,Gag,C,78,0
DQ793045,17411382,Gag,C,78,0
EF036527,17451347,Gag,01_AE,87,0
EF036528,17451347,Gag,01_AE,87,0
EF036529,17451347,Gag,01_AE,80,0
EF036530,17451347,Gag,01_AE,88,0
EF036531,17451347,Gag,01_AE,84,0
EF036532,17451347,Gag,01_AE,89,0
EF036533,17451347,Gag,01_AE,85,0
EF036534,17451347,Gag,01_AE,90,0
EF036535,17451347,Gag,01_AE,78,0
EF036536,17451347,Gag,01_AE,93,2
EF122502,20104106,Gag,B,29,0
EF122503,20104106,Gag,B,30,0
EF122504,20104106,Gag,B,20,0
EF122505,20104106,Gag,07_BC,71,0
EF122506,20104106,Gag,06_cpx,84,1
EF122507,20104106,Gag,08_BC,75,0
EF122508,20104106,Gag,08_BC,79,0
EF122509,20104106,Gag,B,27,0
EF122510,20104106,Gag,B,30,0
EF122511,20104106,Gag,B,20,0
EF122512,20104106,Gag,A1,90,0
EF122513,20104106,Gag,B,27,0
EF122514,20104106,Gag,B,30,0
EF122515,20104106,Gag,07_BC,66,0
EF122516,20104106,Gag,B,34,0
EF122517,20104106,Gag,B,25,0
EF122518,20104106,Gag,01_AE,77,0
EF122519,20104106,Gag,B,37,0
EF122520,20104106,Gag,01_AE,82,0
EF122521,20104106,Gag,01_AE,80,0
EF122522,20104106,Gag,B,21,0
EF122523,20104106,Gag,G,83,1
EF122524,20104106,Gag,01_AE,88,0
EF122525,20104106,Gag,07_BC,80,0
EF122526,20104106,Gag,07_BC,72,0
EF122527,20104106,Gag,01B,62,0
EF122528,20104106,Gag,07_BC,69,0
EF122529,20104106,Gag,B,25,0
EF122530,20104106,Gag,01_AE,85,0
EF122531,20104106,Gag,08_BC,70,0
EF122532,20104106,Gag,01_AE,80,0
EF122533,20104106,Gag,B,26,0
EF122534,20104106,Gag,01_AE,81,0
EF122535,20104106,Gag,01_AE,81,0
EF122536,20104106,Gag,01_AE,79,0
EF122537,20104106,Gag,01_AE,81,0
EF122538,20104106,Gag,B,26,0
EF122539,20104106,Gag,C,85,0
EF122540,20104106,Gag,08_BC,75,0
EF122541,20104106,Gag,01_AE,79,0
EF122542,20104106,Gag,01_AE,78,0
EF122543,20104106,Gag,01_AE,77,0
EF122544,20104106,Gag,07_BC,69,0
EF122545,20104106,Gag,B,26,0
EF122559,20104106,Gag,B,30,0
EF514697,18184088,Gag,B,26,1
EF514698,18184088,Gag,B,28,0
EF514699,18184088,Gag,B,35,0
EF514700,18184088,Gag,B,37,0
EF514701,18184088,Gag,B,32,0
EF514702,18184088,Gag,B,33,1
EF514703,18184088,Gag,B,34,0
EF514704,18184088,Gag,B,29,0
EF514705,18184088,Gag,B,34,0
EF514706,18184088,Gag,B,20,0
EF514707,18184088,Gag,B,20,0
EF514708,18184088,Gag,B,26,0
EF514709,18184088,Gag,B,31,0
EF514710,18184088,Gag,B,25,0
EF514711,18184088,Gag,B,27,0
EF514712,18184088,Gag,B,17,0
EF514713,18184088,Gag,C,77,0
EF637046,17919103,Gag,B,28,0
EF637047,17919103,Gag,B,32,0
EF637048,17919103,Gag,B,33,0
EF637049,17919103,Gag,B,25,0
EF637050,17919103,Gag,B,39,0
EF637051,17919103,Gag,B,28,0
EF637052,17919103,Gag,BF,48,1
EF637053,17919103,Gag,B,28,0
EF637054,17919103,Gag,B,27,0
EF637055,17919103,Gag,BF,60,1
EF637056,17919103,Gag,B,32,1
EF637057,17919103,Gag,B,25,0
EU110086,18544023,Gag,CD,80,0
EU110087,18544023,Gag,A1,89,0
EU110088,18544023,Gag,A1,86,0
EU110089,18544023,Gag,A2CD,61,0
EU110090,18544023,Gag,A1D,55,0
EU110091,18544023,Gag,A1CG,77,1
EU110092,18544023,Gag,A1,91,0
EU110093,18544023,Gag,A1CD,75,0
EU110094,18544023,Gag,A1,86,0
EU170135,25654164,Gag,42_BF,45,0
EU170136,25654164,Gag,42_BF,48,0
EU170138,25654164,Gag,42_BF,54,0
EU170139,25654164,Gag,42_BF,49,0
EU170140,25654164,Gag,42_BF,49,0
EU170142,25654164,Gag,42_BF,50,0
EU170143,25654164,Gag,42_BF,51,1
EU170144,25654164,Gag,42_BF,50,0
EU170145,25654164,Gag,42_BF,49,0
EU170146,25654164,Gag,42_BF,46,0
EU170147,25654164,Gag,42_BF,48,0
EU170148,25654164,Gag,42_BF,54,0
EU170149,25654164,Gag,42_BF,51,0
EU170150,25654164,Gag,42_BF,49,0
EU170151,25654164,Gag,42_BF,49,0
EU170152,25654164,Gag,42_BF,49,0
EU170153,25654164,Gag,42_BF,52,0
EU170154,25654164,Gag,42_BF,49,0
EU170155,25654164,Gag,42_BF,47,0
EU293444,19895210,Gag,C,83,0
EU293445,19895210,Gag,C,86,0
EU293446,19895210,Gag,C,79,0
EU293447,19895210,Gag,C,84,0
EU293448,19895210,Gag,C,77,0
EU293449,19895210,Gag,C,80,0
EU293450,19895210,Gag,C,79,0
EU342791,18691031,Gag,02_AG,80,0
EU342796,18691031,Gag,02_AG,80,0
EU342801,18691031,Gag,02_AG,78,1
EU342803,18691031,Gag,02_AG,96,2
EU342804,18691031,Gag,A3,81,0
EU342807,18691031,Gag,02C,84,1
EU342808,18691031,Gag,22_01A1,79,0
EU342809,18691031,Gag,06_cpx,74,0
EU342810,18691031,Gag,02_AG,79,1
EU342811,18691031,Gag,02_AG,87,1
EU342813,18691031,Gag,02_AG,75,1
EU347635,18369479,Gag,C,78,0
EU347638,18369479,Gag,C,81,0
EU347644,18369479,Gag,C,83,0
EU347648,18369479,Gag,C,81,0
EU347653,18369479,Gag,C,92,0
EU347658,18369479,Gag,C,77,0
EU347662,18369479,Gag,C,78,0
EU347667,18369479,Gag,C,84,0
EU347672,18369479,Gag,C,84,0
EU347676,18369479,Gag,C,81,0
EU347681,18369479,Gag,C,80,0
EU347685,18369479,Gag,C,69,0
EU347688,18369479,Gag,C,79,0
EU347691,18369479,Gag,C,78,0
EU347694,18369479,Gag,C,82,0
EU347697,18369479,Gag,C,89,0
EU347700,18369479,Gag,C,81,0
EU347703,18369479,Gag,C,82,0
EU347706,18369479,Gag,C,80,0
EU347709,18369479,Gag,C,78,0
EU347712,18369479,Gag,C,78,0
EU517762,18562530,Gag,B,38,0
EU517763,18562530,Gag,B,27,0
EU517764,18562530,Gag,B,30,0
EU517765,18562530,Gag,B,29,0
EU517766,18562530,Gag,B,18,0
EU517767,18562530,Gag,B,38,0
EU517768,18562530,Gag,B,34,0
EU517769,18562530,Gag,B,36,0
EU517770,18562530,Gag,B,28,1
EU517771,18562530,Gag,B,34,0
EU517772,18562530,Gag,B,25,0
EU517773,18562530,Gag,B,36,0
EU517774,18562530,Gag,B,25,0
EU517775,18562530,Gag,B,34,0
EU517776,18562530,Gag,B,33,0
EU517777,18562530,Gag,B,38,0
EU517778,18562530,Gag,B,25,0
EU517779,18562530,Gag,B,29,1
EU517780,18562530,Gag,B,21,0
EU517781,18562530,Gag,B,29,0
EU517782,18562530,Gag,B,20,0
EU517783,18562530,Gag,B,32,0
EU517784,18562530,Gag,B,26,0
EU517785,18562530,Gag,B,31,0
EU517786,18562530,Gag,B,23,0
EU517787,18562530,Gag,B,39,0
EU517788,18562530,Gag,B,33,0
EU517789,18562530,Gag,B,14,0
EU517790,18562530,Gag,B,44,0
EU517791,18562530,Gag,B,22,0
EU517792,18562530,Gag,B,23,0
EU517793,18562530,Gag,B,18,0
EU517794,18562530,Gag,B,43,0
EU517795,18562530,Gag,B,49,1
EU517796,18562530,Gag,B,26,0
EU517797,18562530,Gag,B,25,0
EU517798,18562530,Gag,B,27,0
EU517799,18562530,Gag,B,22,0
EU517800,18562530,Gag,B,23,0
EU517801,18562530,Gag,B,21,0
EU517802,18562530,Gag,B,27,0
EU517803,18562530,Gag,B,20,0
EU517804,18562530,Gag,B,38,0
EU517805,18562530,Gag,B,31,0
EU517806,18562530,Gag,B,33,0
EU517807,18562530,Gag,B,28,0
EU517808,18562530,Gag,B,15,0
EU517809,18562530,Gag,B,32,0
EU517810,18562530,Gag,B,35,0
EU517811,18562530,Gag,B,25,0
EU517812,18562530,Gag,B,33,1
EU517813,18562530,Gag,B,24,0
EU517814,18562530,Gag,B,22,0
EU673411,19182918,Gag,C,83,0
EU673412,19182918,Gag,B,32,0
EU673413,19182918,Gag,B,52,0
EU673414,19182918,Gag,D,50,0
EU673415,19182918,Gag,A1,131,0
EU673416,19182918,Gag,A1,81,0
EU673417,19182918,Gag,B,28,0
EU673418,19182918,Gag,A1,87,0
EU673419,19182918,Gag,B,40,0
EU673420,19182918,Gag,B,44,0
EU673421,19182918,Gag,A1,78,0
EU673422,19182918,Gag,B,38,1
EU673423,19182918,Gag,B,50,0
EU673424,19182918,Gag,02B,67,0
EU673425,19182918,Gag,A6,77,0
EU673426,19182918,Gag,A6,75,0
EU673427,19182918,Gag,B,33,0
EU673428,19182918,Gag,C,110,0
EU673429,19182918,Gag,B,44,0
EU673430,19182918,Gag,B,25,0
EU673431,19182918,Gag,A1,73,0
EU673432,19182918,Gag,A1,75,0
EU673433,19182918,Gag,B,73,0
EU673434,19182918,Gag,A1,91,0
EU673435,19182918,Gag,02A1,140,6
EU673436,19182918,Gag,B,33,0
EU673437,19182918,Gag,C,77,0
EU673439,19182918,Gag,A6,119,0
EU673440,19182918,Gag,A6,74,0
EU673441,19182918,Gag,02A1,76,1
EU673442,19182918,Gag,A6,79,0
EU673443,19182918,Gag,C,83,0
EU673444,19182918,Gag,C,88,0
EU673445,19182918,Gag,B,53,2
EU673446,19182918,Gag,A1,94,0
EU673447,19182918,Gag,01_AE,76,0
EU864043,18971283,Gag,B,36,0
EU864044,18971283,Gag,B,35,0
EU864045,18971283,Gag,B,19,0
EU864046,18971283,Gag,B,37,0
EU864047,18971283,Gag,B,29,0
EU864048,18971283,Gag,B,32,0
EU864049,18971283,Gag,B,40,0
EU864050,18971283,Gag,B,31,0
EU864051,18971283,Gag,B,17,0
EU864052,18971283,Gag,B,31,0
EU864053,18971283,Gag,B,30,0
EU864054,18971283,Gag,B,38,1
EU864055,18971283,Gag,B,29,0
EU864056,18971283,Gag,B,32,1
