Accession,PMID,Gene,Subtype,NumAAChanges,NumStopCodons
EF514701,18184088,gp41,B,35,0
EF514702,18184088,gp41,B,42,0
EF514703,18184088,gp41,B,37,0
EF514704,18184088,gp41,B,41,0
EF514705,18184088,gp41,B,30,0
EF514706,18184088,gp41,B,38,0
EF514708,18184088,gp41,B,29,0
EF514709,18184088,gp41,B,32,0
EF514710,18184088,gp41,B,36,0
EF514711,18184088,gp41,B,38,0
EF514713,18184088,gp41,C,73,0
EF531328,18184081,gp41,B,32,0
EF531329,18184081,gp41,B,37,0
EF531331,18184081,gp41,B,37,0
EF531332,18184081,gp41,B,19,0
EF531333,18184081,gp41,B,31,0
EF531334,18184081,gp41,B,34,0
EF531336,18184081,gp41,B,33,0
EF531337,18184081,gp41,B,35,0
EF531338,18184081,gp41,B,39,0
EF593300,,gp41,B,52,0
EF593301,,gp41,B,32,0
EF593302,,gp41,B,26,0
EF593303,,gp41,B,41,0
EF593304,,gp41,B,42,0
EF593305,,gp41,B,37,0
EF593306,,gp41,B,32,0
EF593307,,gp41,B,27,0
EF593308,,gp41,B,36,0
EF593309,,gp41,B,30,0
EF593311,,gp41,B,35,0
EF593312,,gp41,B,31,0
EF593314,,gp41,B,36,0
EF593315,,gp41,B,40,0
EF593317,,gp41,B,34,0
EF593319,,gp41,B,39,0
EF637046,17919103,gp41,B,36,0
EF637047,17919103,gp41,B,38,0
EF637048,17919103,gp41,B,50,0
EF637049,17919103,gp41,B,38,0
EF637050,17919103,gp41,B,36,0
EF637051,17919103,gp41,B,34,0
EF637053,17919103,gp41,B,33,0
EF637054,17919103,gp41,B,46,0
EF637055,17919103,gp41,BF,41,0
EF637056,17919103,gp41,B,44,0
EF637057,17919103,gp41,B,50,0
EU110085,18544023,gp41,A1,67,0
EU110086,18544023,gp41,CD,54,0
EU110087,18544023,gp41,A1,62,0
EU110088,18544023,gp41,A1,67,0
EU110089,18544023,gp41,A2CD,65,0
EU110090,18544023,gp41,A1D,59,0
EU110092,18544023,gp41,A1,60,0
EU110093,18544023,gp41,A1CD,67,0
EU110094,18544023,gp41,A1,61,0
EU110096,18544023,gp41,A1CG,65,0
EU166358,18256145,gp41,C,71,0
EU166379,18256145,gp41,C,66,0
EU166413,18256145,gp41,C,70,0
EU166581,18256145,gp41,C,68,0
EU166605,18256145,gp41,CF1U,65,0
EU166653,18256145,gp41,C,73,0
EU166683,18256145,gp41,C,71,0
EU166718,18256145,gp41,C,70,0
EU166759,18256145,gp41,C,71,0
EU166784,18256145,gp41,C,77,0
EU166857,18256145,gp41,C,64,0
EU170136,,gp41,42_BF,42,1
EU170140,,gp41,42_BF,47,0
EU170142,,gp41,42_BF,42,0
EU170143,,gp41,42_BF,39,0
EU170144,,gp41,42_BF,40,0
EU170145,,gp41,42_BF,40,0
EU170146,,gp41,42_BF,41,0
EU170147,,gp41,42_BF,41,0
EU170148,,gp41,42_BF,41,0
EU170150,,gp41,42_BF,39,0
EU170151,,gp41,42_BF,39,0
EU170153,,gp41,42_BF,41,0
EU170154,,gp41,42_BF,43,0
EU363825,18209676,gp41,B,35,0
EU363826,18209676,gp41,B,32,0
EU363827,18209676,gp41,B,45,0
EU363828,18209676,gp41,B,35,0
EU363829,18209676,gp41,B,39,0
EU363830,18209676,gp41,B,34,0
EU363832,18209676,gp41,07_BC,70,0
EU363834,18209676,gp41,BC,68,0
EU363835,18209676,gp41,BC,67,0
EU363836,18209676,gp41,08_BC,70,0
EU363837,18209676,gp41,07_BC,77,0
EU363839,18209676,gp41,BC,71,0
EU363840,18209676,gp41,07_BC,71,0
EU363841,18209676,gp41,BC,77,0
EU363842,18209676,gp41,07_BC,69,0
EU363843,18209676,gp41,BC,76,0
EU363844,18209676,gp41,07_BC,73,0
EU363845,18209676,gp41,BC,67,0
EU363846,18209676,gp41,07_BC,69,0
EU363848,18209676,gp41,07_BC,72,0
EU363849,18209676,gp41,01_AE,58,0
EU363850,18209676,gp41,01_AE,64,0
EU363851,18209676,gp41,01_AE,67,0
EU517815,18562530,gp41,B,32,0
EU517816,18562530,gp41,B,22,0
EU517817,18562530,gp41,B,26,0
EU517818,18562530,gp41,B,41,0
EU517819,18562530,gp41,B,38,0
EU517820,18562530,gp41,B,29,0
EU517821,18562530,gp41,B,34,0
EU517822,18562530,gp41,B,29,0
EU517823,18562530,gp41,B,39,0
EU517824,18562530,gp41,B,32,0
EU517825,18562530,gp41,B,23,0
EU517826,18562530,gp41,B,38,0
EU517827,18562530,gp41,B,17,0
EU517828,18562530,gp41,B,34,0
EU517829,18562530,gp41,B,41,0
EU517830,18562530,gp41,B,33,0
EU517831,18562530,gp41,B,39,0
EU517832,18562530,gp41,B,44,0
EU517833,18562530,gp41,B,20,0
EU517834,18562530,gp41,B,23,0
EU517835,18562530,gp41,B,38,0
EU517836,18562530,gp41,B,28,0
EU517837,18562530,gp41,B,27,0
EU517838,18562530,gp41,B,33,0
EU517839,18562530,gp41,B,48,0
EU743757,19108694,gp41,01_AE,61,0
EU743758,19108694,gp41,01_AE,63,0
EU743759,19108694,gp41,01_AE,70,0
EU743760,19108694,gp41,01B,42,0
EU743761,19108694,gp41,01B,59,0
EU743762,19108694,gp41,01B,60,0
EU743764,19108694,gp41,01_AE,69,0
EU743765,19108694,gp41,01_AE,65,0
EU743766,19108694,gp41,01_AE,64,0
EU743767,19108694,gp41,01_AE,65,0
EU743768,19108694,gp41,01_AE,65,0
EU743769,19108694,gp41,01_AE,62,0
EU743770,19108694,gp41,01_AE,55,0
EU743771,19108694,gp41,01_AE,64,0
EU743772,19108694,gp41,01_AE,68,0
EU743773,19108694,gp41,01_AE,63,0
EU743775,19108694,gp41,01_AE,65,0
EU743776,19108694,gp41,01_AE,60,0
EU743777,19108694,gp41,01_AE,59,0
EU743778,19108694,gp41,01_AE,63,0
EU743779,19108694,gp41,01_AE,68,0
EU743780,19108694,gp41,01_AE,63,0
EU743781,19108694,gp41,01_AE,71,0
EU743784,19108694,gp41,01_AE,67,0
EU743785,19108694,gp41,01_AE,67,0
EU743786,19108694,gp41,01_AE,66,0
EU743787,19108694,gp41,01_AE,65,0
EU743788,19108694,gp41,01_AE,64,0
EU743789,19108694,gp41,01_AE,62,0
EU743790,19108694,gp41,01_AE,60,0
EU743791,19108694,gp41,01_AE,57,0
EU743792,19108694,gp41,01_AE,62,0
EU743793,19108694,gp41,01_AE,58,0
EU743794,19108694,gp41,01_AE,65,0
EU839596,19279683,gp41,B,38,0
EU839597,19279683,gp41,B,39,0
EU839598,19279683,gp41,B,50,0
EU839599,19279683,gp41,BC,70,0
EU839600,19279683,gp41,B,37,0
EU839601,19279683,gp41,B,37,0
EU839602,19279683,gp41,B,43,0
EU839603,19279683,gp41,B,30,0
EU839604,19279683,gp41,B,45,0
EU839605,19279683,gp41,B,32,0
EU839606,19279683,gp41,B,47,0
EU839607,19279683,gp41,B,36,0
EU839608,19279683,gp41,B,37,0
EU839609,19279683,gp41,B,41,0
EU839610,19279683,gp41,B,42,0
EU852935,19143562,gp41,D,49,0
EU852944,19143562,gp41,D,49,0
EU852956,19143562,gp41,A1,72,0
EU852959,19143562,gp41,A1,68,0
EU852968,19143562,gp41,D,43,0
EU852975,19143562,gp41,D,44,0
EU852983,19143562,gp41,D,44,0
EU852990,19143562,gp41,D,46,0
EU853001,19143562,gp41,D,46,0
EU853006,19143562,gp41,D,49,0
EU853014,19143562,gp41,D,42,0
EU853024,19143562,gp41,D,41,0
EU853034,19143562,gp41,A1,66,0
EU853041,19143562,gp41,A1,67,0
EU853049,19143562,gp41,D,42,0
EU853054,19143562,gp41,D,43,0
EU853062,19143562,gp41,A1,70,0
EU853070,19143562,gp41,A1,70,0
EU853085,19143562,gp41,D,41,0
EU853086,19143562,gp41,D,41,0
EU853094,19143562,gp41,D,44,0
EU853102,19143562,gp41,D,49,0
EU853111,19143562,gp41,D,48,0
EU853118,19143562,gp41,D,46,0
EU853134,19143562,gp41,D,43,0
EU863416,17632196,gp41,C,68,0
EU863418,17632196,gp41,C,72,0
EU863419,17632196,gp41,C,71,0
EU863420,17632196,gp41,C,72,0
EU863421,17632196,gp41,C,69,0
EU863422,17632196,gp41,C,66,0
EU863423,17632196,gp41,C,72,0
EU863424,17632196,gp41,C,66,0
EU863426,17632196,gp41,C,73,0
EU863429,17632196,gp41,C,72,0
EU863430,17632196,gp41,C,69,1
EU863431,17632196,gp41,C,61,0
EU863432,17632196,gp41,C,71,0
EU863433,17632196,gp41,C,72,0
EU863434,17632196,gp41,C,70,0
EU863435,17632196,gp41,C,72,0
EU863437,17632196,gp41,C,75,0
EU863438,17632196,gp41,C,64,0
EU863439,17632196,gp41,C,70,0
EU863440,17632196,gp41,C,73,0
EU863441,17632196,gp41,C,70,0
EU863442,17632196,gp41,C,68,0
EU863443,17632196,gp41,C,73,1
EU863444,17632196,gp41,C,71,0
EU863446,17632196,gp41,C,70,0
EU863447,17632196,gp41,C,75,0
EU863448,17632196,gp41,C,70,0
EU863449,17632196,gp41,C,61,0
EU863450,17632196,gp41,C,72,1
FJ185228,19540543,gp41,01_AE,60,0
FJ185229,19540543,gp41,01_AE,61,0
FJ185230,19540543,gp41,01_AE,58,0
FJ185231,19540543,gp41,01_AE,58,0
FJ185232,19540543,gp41,01_AE,58,0
FJ185233,19540543,gp41,01_AE,59,0
FJ185234,19540543,gp41,01_AE,59,0
FJ185236,19540543,gp41,01_AE,61,0
FJ185237,19540543,gp41,01_AE,58,0
FJ185238,19540543,gp41,01_AE,60,0
FJ185240,19540543,gp41,01_AE,61,0
FJ185244,19540543,gp41,01_AE,62,0
FJ185245,19540543,gp41,01_AE,63,0
FJ185246,19540543,gp41,01_AE,55,0
FJ185248,19540543,gp41,01_AE,59,0
FJ185249,19540543,gp41,01_AE,63,0
FJ185250,19540543,gp41,01_AE,59,0
FJ185251,19540543,gp41,01_AE,67,0
FJ185252,19540543,gp41,01_AE,66,0
FJ185254,19540543,gp41,01_AE,60,0
FJ185256,19540543,gp41,01_AE,64,0
FJ185258,19540543,gp41,01_AE,62,0
FJ185260,19540543,gp41,01_AE,68,0
FJ229800,19025632,gp41,C,67,0
FJ229801,19025632,gp41,C,70,0
FJ229804,19025632,gp41,C,71,0
FJ229805,19025632,gp41,C,67,0
FJ229806,19025632,gp41,C,74,0
FJ229808,19025632,gp41,C,63,0
FJ229810,19025632,gp41,C,69,0
FJ229811,19025632,gp41,C,65,0
FJ229817,19025632,gp41,C,76,0
FJ229820,19025632,gp41,C,78,0
FJ229821,19025632,gp41,C,75,0
FJ229823,19025632,gp41,C,69,0
FJ229826,19025632,gp41,C,73,0
FJ229827,19025632,gp41,C,70,0
FJ229828,19025632,gp41,C,78,0
FJ229829,19025632,gp41,C,70,0
FJ229830,19025632,gp41,C,74,0
FJ229831,19025632,gp41,C,70,0
FJ229832,19025632,gp41,C,71,0
FJ229834,19025632,gp41,C,70,0
FJ229835,19025632,gp41,C,73,0
FJ229836,19025632,gp41,C,79,0
FJ229837,19025632,gp41,C,74,0
FJ229838,19025632,gp41,C,67,0
FJ443213,19193811,gp41,C,71,0
FJ443274,19193811,gp41,C,71,0
FJ443367,19193811,gp41,C,67,0
FJ443453,19193811,gp41,C,72,0
FJ443520,19193811,gp41,C,74,0
FJ443533,19193811,gp41,C,71,0
FJ443557,19193811,gp41,C,69,0
FJ443575,19193811,gp41,C,67,0
FJ443600,19193811,gp41,C,71,0
FJ443682,19193811,gp41,C,72,0
FJ443690,19193811,gp41,C,71,0
FJ443713,19193811,gp41,C,72,0
FJ443734,19193811,gp41,C,68,0
FJ443780,19193811,gp41,C,76,0
FJ443783,19193811,gp41,C,70,0
FJ443840,19193811,gp41,C,73,0
FJ443861,19193811,gp41,C,71,0
FJ443883,19193811,gp41,C,63,0
FJ443938,19193811,gp41,C,75,0
FJ444007,19193811,gp41,C,63,0
FJ444035,19193811,gp41,C,71,0
FJ444087,19193811,gp41,C,66,0
FJ444120,19193811,gp41,C,75,0
FJ444163,19193811,gp41,C,70,0
FJ444186,19193811,gp41,C,67,0
FJ444208,19193811,gp41,C,73,0
FJ444230,19193811,gp41,C,72,0
FJ444254,19193811,gp41,C,71,0
FJ444281,19193811,gp41,C,74,0
FJ444305,19193811,gp41,C,70,0
FJ444347,19193811,gp41,C,68,0
FJ444392,19193811,gp41,C,67,0
FJ444418,19193811,gp41,C,72,0
FJ444436,19193811,gp41,C,70,0
FJ444457,19193811,gp41,C,76,0
FJ444480,19193811,gp41,C,72,0
FJ444501,19193811,gp41,C,66,0
FJ444524,19193811,gp41,C,70,0
FJ444543,19193811,gp41,C,70,0
FJ444566,19193811,gp41,C,65,0
FJ444589,19193811,gp41,C,69,0
FJ444611,19193811,gp41,C,68,0
FJ469682,19036810,gp41,B,33,0
FJ469683,19036810,gp41,B,23,0
FJ469684,19036810,gp41,B,40,0
FJ469685,19036810,gp41,B,31,0
FJ469686,19036810,gp41,B,33,0
FJ469687,19036810,gp41,B,36,0
FJ469688,19036810,gp41,B,48,0
FJ469689,19036810,gp41,B,37,0
FJ469690,19036810,gp41,B,41,0
FJ469691,19036810,gp41,B,41,0
FJ469692,19036810,gp41,B,43,0
FJ469693,19036810,gp41,B,44,0
FJ469694,19036810,gp41,B,35,0
FJ469695,19036810,gp41,B,38,0
FJ469696,19036810,gp41,B,27,0
FJ469697,19036810,gp41,B,32,0
FJ469698,19036810,gp41,B,43,0
FJ469699,19036810,gp41,B,34,0
FJ469700,19036810,gp41,B,37,0
FJ469701,19036810,gp41,B,45,0
FJ469702,19036810,gp41,B,38,0
FJ469703,19036810,gp41,B,38,0
FJ469704,19036810,gp41,B,35,0
FJ469705,19036810,gp41,B,33,0
FJ469706,19036810,gp41,B,39,0
FJ469707,19036810,gp41,B,30,0
FJ469708,19036810,gp41,B,43,0
FJ469709,19036810,gp41,B,39,0
FJ469710,19036810,gp41,B,45,0
FJ469711,19036810,gp41,B,42,0
FJ469712,19036810,gp41,B,53,0
FJ469713,19036810,gp41,B,48,0
FJ469714,19036810,gp41,B,36,0
FJ469715,19036810,gp41,B,44,0
FJ469716,19036810,gp41,B,44,0
FJ469717,19036810,gp41,B,57,1
FJ469718,19036810,gp41,B,42,0
FJ469720,19036810,gp41,B,36,0
FJ469721,19036810,gp41,B,38,0
FJ469723,19036810,gp41,B,46,0
FJ469724,19036810,gp41,B,36,0
FJ469725,19036810,gp41,B,41,0
FJ469727,19036810,gp41,B,40,0
FJ469728,19036810,gp41,B,21,0
FJ469729,19036810,gp41,B,37,0
FJ469730,19036810,gp41,B,33,0
FJ469731,19036810,gp41,B,35,0
FJ469732,19036810,gp41,B,35,0
FJ469733,19036810,gp41,B,46,0
FJ469734,19036810,gp41,B,36,0
FJ469735,19036810,gp41,B,38,0
FJ469737,19036810,gp41,B,36,0
FJ469738,19036810,gp41,B,35,0
FJ469739,19036810,gp41,B,37,0
FJ469740,19036810,gp41,B,50,0
FJ469742,19036810,gp41,B,50,0
FJ469743,19036810,gp41,B,36,0
FJ469744,19036810,gp41,B,39,0
FJ469745,19036810,gp41,B,38,0
FJ469747,19036810,gp41,B,48,0
FJ469748,19036810,gp41,B,39,0
FJ469749,19036810,gp41,B,32,0
FJ469750,19036810,gp41,B,27,0
FJ469751,19036810,gp41,B,63,0
FJ469752,19036810,gp41,B,49,0
FJ469753,19036810,gp41,B,49,0
FJ469754,19036810,gp41,B,38,0
FJ469755,19036810,gp41,B,46,0
FJ469756,19036810,gp41,B,56,0
FJ469757,19036810,gp41,B,34,0
FJ469758,19036810,gp41,B,35,0
FJ469759,19036810,gp41,B,32,0
FJ469760,19036810,gp41,B,26,0
FJ469761,19036810,gp41,B,22,0
FJ469762,19036810,gp41,B,47,0
FJ469764,19036810,gp41,B,39,0
FJ469765,19036810,gp41,B,39,0
FJ469766,19036810,gp41,B,36,0
FJ469767,19036810,gp41,B,37,0
FJ469768,19036810,gp41,B,34,0
FJ469769,19036810,gp41,B,43,0
FJ469770,19036810,gp41,B,42,0
FJ469771,19036810,gp41,B,42,0
FJ469772,19036810,gp41,B,44,0
FJ496081,19487424,gp41,B,47,0
FJ623475,20156095,gp41,A1,65,0
FJ623476,20156095,gp41,A1,65,0
FJ623477,20156095,gp41,A1,66,0
FJ623478,20156095,gp41,A1,65,0
FJ623479,20156095,gp41,A1,70,0
FJ623480,20156095,gp41,A1,66,0
FJ623482,20156095,gp41,A1,74,0
FJ623484,20156095,gp41,A1,69,0
FJ623486,20156095,gp41,A1,69,0
FJ623487,20156095,gp41,A1,68,0
FJ623489,20156095,gp41,A1C,64,0
FJ623490,20156095,gp41,A1D,67,0
FJ623491,20156095,gp41,A1D,66,0
FJ623493,20156095,gp41,A1A2CD,63,0
FJ623494,20156095,gp41,A1A2CD,65,0
FJ623495,20156095,gp41,DG,56,0
FJ623499,20156095,gp41,A1,68,0
FJ670515,20707647,gp41,02A,60,0
FJ670517,20707647,gp41,14_BG,53,0
FJ670518,20707647,gp41,14_BG,55,0
FJ670519,20707647,gp41,A1,74,0
FJ670521,20707647,gp41,C,72,0
FJ670522,20707647,gp41,14_BG,59,0
FJ670524,20707647,gp41,B,35,0
FJ670525,20707647,gp41,B,36,0
FJ670526,20707647,gp41,24_BG,71,0
FJ670527,20707647,gp41,DF1G,54,0
FJ670530,20707647,gp41,G,71,0
FJ670531,20707647,gp41,B,32,0
FJ853620,20707647,gp41,B,40,0
FJ853621,20707647,gp41,BF1,65,0
FJ853622,20707647,gp41,B,31,0
FJ866111,19474105,gp41,A1,63,0
FJ866113,19474105,gp41,A1,64,0
FJ866117,19474105,gp41,A1,67,0
FJ866118,19474105,gp41,A1,73,0
FJ866119,19474105,gp41,A1,70,0
FJ866124,19474105,gp41,A1D,53,0
FJ866128,19474105,gp41,A2D,54,0
FJ866131,19474105,gp41,C,68,0
FJ866133,19474105,gp41,C,67,0
FJ866135,19474105,gp41,D,43,0
FJ866136,19474105,gp41,D,56,0
FJ866138,19474105,gp41,D,49,0
FJ866139,19474105,gp41,D,49,0
GQ372988,20707647,gp41,B,34,0
GQ372989,20707647,gp41,BF1,59,0
GQ372990,20707647,gp41,B,36,0
GQ477441,20438383,gp41,01_AE,66,0
GQ477442,20438383,gp41,35_AD,72,0
GQ477443,20438383,gp41,35_AD,65,0
GQ477444,20438383,gp41,35_AD,72,0
GQ477451,20438383,gp41,35_AD,69,0
GQ916569,20156104,gp41,01_AE,65,0
GQ916570,20156104,gp41,01B,49,0
GQ916571,20156104,gp41,01_AE,67,0
GQ916572,20156104,gp41,01_AE,61,0
GQ916573,20156104,gp41,01_AE,63,0
GQ916574,20156104,gp41,01_AE,63,0
GQ916575,20156104,gp41,01_AE,64,0
GQ916576,20156104,gp41,01_AE,66,0
GQ916577,20156104,gp41,01_AE,69,0
GQ916578,20156104,gp41,01_AE,60,0
GQ916579,20156104,gp41,01_AE,62,0
GQ916580,20156104,gp41,01_AE,55,0
GQ916581,20156104,gp41,01_AE,56,0
GQ916583,20156104,gp41,01_AE,62,0
GQ916584,20156104,gp41,01_AE,57,0
GQ916585,20156104,gp41,01_AE,63,0
GQ916587,20156104,gp41,01_AE,62,0
GQ916588,20156104,gp41,01_AE,64,0
GQ916590,20156104,gp41,01_AE,63,0
GQ916591,20156104,gp41,01_AE,67,0
GQ916592,20156104,gp41,01_AE,67,0
GQ916593,20156104,gp41,01_AE,63,0
GU201494,20426823,gp41,02_AG,64,0
GU201495,20426823,gp41,02_AG,61,0
GU201497,20426823,gp41,0213,68,0
GU201499,20426823,gp41,02_AG,68,0
GU201500,20426823,gp41,02_AG,63,0
GU201504,20426823,gp41,02A1G,70,0
GU201508,20426823,gp41,A1H,73,0
GU201512,20426823,gp41,02_AG,69,0
GU201513,20426823,gp41,02_AG,66,0
GU201514,20426823,gp41,02_AG,65,0
GU329051,21036380,gp41,C,68,0
GU329064,21036380,gp41,C,69,0
GU329080,21036380,gp41,C,69,0
GU329095,21036380,gp41,C,69,0
GU329120,21036380,gp41,C,64,0
GU329121,21036380,gp41,A1C,65,0
GU329132,21036380,gp41,C,64,0
GU329145,21036380,gp41,C,66,0
GU329154,21036380,gp41,C,72,0
GU329165,21036380,gp41,C,67,0
GU329176,21036380,gp41,D,57,0
GU329197,21036380,gp41,C,69,0
GU329205,21036380,gp41,C,69,0
GU329224,21036380,gp41,C,69,0
GU329237,21036380,gp41,C,65,0
GU329257,21036380,gp41,C,64,0
GU329271,21036380,gp41,C,63,0
GU329290,21036380,gp41,C,66,0
GU329300,21036380,gp41,C,67,0
GU329312,21036380,gp41,C,66,0
GU329321,21036380,gp41,C,58,0
GU329340,21036380,gp41,C,66,0
GU329343,21036380,gp41,GJ,62,0
GU329354,21036380,gp41,C,76,0
GU329364,21036380,gp41,C,70,0
GU329382,21036380,gp41,C,69,0
GU329399,21036380,gp41,C,68,0
GU329415,21036380,gp41,C,64,0
GU329447,21036380,gp41,C,66,0
GU329460,21036380,gp41,C,68,0
GU329483,21036380,gp41,C,71,0
GU329490,21036380,gp41,C,71,0
GU329505,21036380,gp41,C,69,0
GU329517,21036380,gp41,C,65,0
GU330333,20485520,gp41,B,35,0
GU330363,20485520,gp41,B,43,0
GU330396,20485520,gp41,B,35,0
GU330487,20485520,gp41,B,45,0
GU330525,20485520,gp41,B,40,0
GU330550,20485520,gp41,B,34,0
GU330598,20485520,gp41,B,37,0
GU330624,20485520,gp41,B,36,0
GU330692,20485520,gp41,B,47,0
GU330736,20485520,gp41,B,35,0
GU330809,20485520,gp41,B,34,0
GU330839,20485520,gp41,B,46,0
GU330866,20485520,gp41,B,38,0
GU330916,20485520,gp41,B,39,0
GU330956,20485520,gp41,B,38,0
GU330995,20485520,gp41,B,34,0
GU331039,20485520,gp41,B,37,0
GU331066,20485520,gp41,B,44,0
GU331183,20485520,gp41,B,39,0
GU331218,20485520,gp41,B,34,0
GU331464,20485520,gp41,B,35,0
GU331496,20485520,gp41,B,31,0
GU331550,20485520,gp41,B,30,0
GU331599,20485520,gp41,B,37,0
GU331722,20485520,gp41,B,22,0
GU331758,20485520,gp41,B,23,0
GU362881,20707647,gp41,B,34,0
GU362883,20707647,gp41,B,41,0
GU362885,20707647,gp41,B,41,0
GU362886,20707647,gp41,B,57,0
GU475013,20090544,gp41,01_AE,69,0
GU475014,20090544,gp41,01_AE,61,0
GU475015,20090544,gp41,01_AE,68,0
GU475016,20090544,gp41,01_AE,61,0
GU475017,20090544,gp41,01_AE,66,0
GU475019,20090544,gp41,01_AE,64,0
GU475021,20090544,gp41,01_AE,66,0
GU475022,20090544,gp41,01_AE,63,0
GU475023,20090544,gp41,01_AE,64,0
GU475024,20090544,gp41,01_AE,65,0
GU475025,20090544,gp41,01_AE,69,0
GU475026,20090544,gp41,01_AE,61,0
GU475027,20090544,gp41,01_AE,68,0
GU475028,20090544,gp41,01_AE,62,0
GU475029,20090544,gp41,01_AE,59,0
GU475030,20090544,gp41,01_AE,60,0
GU475031,20090544,gp41,01_AE,68,0
GU475032,20090544,gp41,01_AE,66,0
GU475034,20090544,gp41,01_AE,70,0
GU475035,20090544,gp41,01_AE,66,0
GU475036,20090544,gp41,01_AE,59,0
GU475037,20090544,gp41,01_AE,63,0
GU475038,20090544,gp41,01_AE,64,0
GU475039,20090544,gp41,01_AE,65,0
GU475040,20090544,gp41,01_AE,69,0
GU475042,20090544,gp41,01_AE,70,0
GU475043,20090544,gp41,01_AE,66,0
GU475045,20090544,gp41,01_AE,65,0
GU475046,20090544,gp41,01_AE,67,0
GU481107,20423223,gp41,A6,70,0
GU481156,20423223,gp41,A6,69,0
GU481226,20423223,gp41,A6,75,0
GU481254,20423223,gp41,A6,64,0
GU481299,20423223,gp41,A6,68,0
GU481329,20423223,gp41,A6,71,0
GU481392,20423223,gp41,A6,68,0
GU481421,20423223,gp41,A6,71,0
GU481519,20423223,gp41,A6,71,0
GU481572,20423223,gp41,A6,63,0
GU481599,20423223,gp41,06_cpx,76,0
GU481630,20423223,gp41,A6,68,0
GU481636,20423223,gp41,A6,72,0
GU481666,20423223,gp41,A6,66,0
GU562001,20375173,gp41,B,40,0
GU562034,20375173,gp41,B,28,1
GU562058,20375173,gp41,B,34,0
GU562080,20375173,gp41,B,27,0
GU562107,20375173,gp41,B,38,0
GU562134,20375173,gp41,B,32,0
GU562153,20375173,gp41,B,34,0
GU562268,20375173,gp41,B,40,0
GU562274,20375173,gp41,B,36,0
GU727873,20231689,gp41,B,34,0
GU727875,20231689,gp41,B,52,1
GU727879,20231689,gp41,B,43,0
GU727880,20231689,gp41,B,31,0
GU727884,20231689,gp41,B,44,0
GU727887,20231689,gp41,B,56,0
GU727890,20231689,gp41,B,52,0
GU727898,20231689,gp41,B,41,0
GU727913,20231689,gp41,B,41,0
GU727917,20231689,gp41,B,39,0
GU727919,20231689,gp41,B,66,1
GU727952,20231689,gp41,B,44,2
GU727957,20231689,gp41,B,32,0
GU727958,20231689,gp41,B,46,1
GU727961,20231689,gp41,B,42,0
GU727977,20231689,gp41,B,47,0
GU727980,20231689,gp41,B,26,0
GU727983,20231689,gp41,B,41,0
GU727988,20231689,gp41,B,59,1
GU728005,20231689,gp41,B,46,0
GU728008,20231689,gp41,B,27,0
GU728014,20231689,gp41,B,55,0
GU728025,20231689,gp41,B,33,0
GU728030,20231689,gp41,B,38,0
GU728039,20231689,gp41,B,37,0
GU728041,20231689,gp41,B,46,1
GU728050,20231689,gp41,B,44,0
GU728051,20231689,gp41,B,46,0
GU728053,20231689,gp41,B,54,0
GU728054,20231689,gp41,B,38,0
GU728056,20231689,gp41,B,47,0
GU728066,20231689,gp41,B,47,0
GU728073,20231689,gp41,B,44,0
GU728093,20231689,gp41,B,34,0
GU728094,20231689,gp41,B,43,0
GU728101,20231689,gp41,B,41,0
GU728134,20231689,gp41,B,28,0
GU728137,20231689,gp41,B,38,0
GU728150,20231689,gp41,B,32,0
GU728151,20231689,gp41,B,48,0
GU728152,20231689,gp41,B,44,0
GU728157,20231689,gp41,B,42,0
GU728158,20231689,gp41,B,36,0
GU728163,20231689,gp41,B,38,0
GU728168,20231689,gp41,B,35,0
GU728173,20231689,gp41,C,68,0
GU728176,20231689,gp41,B,35,0
GU728179,20231689,gp41,B,23,0
GU728181,20231689,gp41,B,42,0
GU728185,20231689,gp41,B,33,0
GU728189,20231689,gp41,B,29,0
GU728191,20231689,gp41,B,44,0
GU728195,20231689,gp41,B,70,0
GU728200,20231689,gp41,B,32,0
GU728204,20231689,gp41,B,33,0
GU728209,20231689,gp41,B,40,0
GU728216,20231689,gp41,B,40,0
GU728222,20231689,gp41,B,36,0
GU728223,20231689,gp41,B,47,0
GU728225,20231689,gp41,B,55,0
GU728226,20231689,gp41,B,32,0
GU728227,20231689,gp41,B,40,0
GU728229,20231689,gp41,B,37,0
GU728237,20231689,gp41,B,42,0
GU728238,20231689,gp41,B,50,0
GU728240,20231689,gp41,B,41,0
GU728244,20231689,gp41,B,46,0
GU728247,20231689,gp41,B,50,0
GU728251,20231689,gp41,B,32,0
GU728253,20231689,gp41,B,46,0
GU728263,20231689,gp41,B,33,0
GU728268,20231689,gp41,B,37,0
GU728271,20231689,gp41,B,56,1
GU728274,20231689,gp41,B,43,0
GU728276,20231689,gp41,B,42,0
GU728277,20231689,gp41,B,29,0
GU728279,20231689,gp41,B,35,0
GU728280,20231689,gp41,B,37,0
GU728283,20231689,gp41,B,34,0
GU728288,20231689,gp41,B,36,0
GU728290,20231689,gp41,B,45,0
GU728293,20231689,gp41,B,38,0
GU728304,20231689,gp41,B,43,0
GU728308,20231689,gp41,B,44,0
GU728311,20231689,gp41,B,42,0
GU728313,20231689,gp41,B,32,0
GU728321,20231689,gp41,B,35,0
GU728322,20231689,gp41,B,37,0
GU728323,20231689,gp41,B,37,0
GU728327,20231689,gp41,B,42,0
GU728330,20231689,gp41,B,39,0
