Accession,PMID,Gene,Subtype,NumAAChanges,NumInsertions,NumDeletions,NumStopCodons,NumApobecs,NumUnusuals,NumFrameShifts
EF122509,20104106,gag,B,27,0,0,0,0,0,0
EF122510,20104106,gag,B,30,0,0,0,0,3,0
EF122511,20104106,gag,B,20,0,0,0,0,1,0
EF122512,20104106,gag,A1,88,1,3,0,0,5,3
EF122513,20104106,gag,B,27,0,0,0,0,2,0
EF122514,20104106,gag,B,29,0,0,0,0,0,1
EF122515,20104106,gag,07_BC,69,1,6,0,0,0,1
EF122516,20104106,gag,B,34,0,0,0,0,0,0
EF122517,20104106,gag,B,25,0,0,0,0,0,0
EF122518,20104106,gag,01_AE,77,0,5,0,0,0,0
EF122519,20104106,gag,B,37,0,0,0,0,8,0
EF122520,20104106,gag,01_AE,79,1,4,0,0,0,3
EF122522,20104106,gag,B,20,0,1,0,0,0,1
EF122523,20104106,gag,G,85,1,1,2,0,2,3
EF122524,20104106,gag,01_AE,82,1,3,0,0,3,1
EF122526,20104106,gag,07_BC,76,1,12,1,0,2,3
EF122527,20104106,gag,01B,58,1,3,0,0,0,1
EF122528,20104106,gag,07_BC,71,1,6,0,0,0,1
EF122529,20104106,gag,B,25,0,0,0,0,3,0
EF122530,20104106,gag,01_AE,85,1,6,0,0,1,1
EF122531,20104106,gag,08_BC,69,1,10,0,0,0,1
EF122532,20104106,gag,01_AE,81,1,3,0,0,1,1
EF122533,20104106,gag,B,26,0,0,0,0,0,0
EF122534,20104106,gag,01_AE,82,1,3,0,0,0,1
EF122535,20104106,gag,01_AE,79,1,6,0,0,1,1
EF122536,20104106,gag,01_AE,79,1,3,0,0,1,1
EF122537,20104106,gag,01_AE,81,1,3,0,0,1,1
EF122538,20104106,gag,B,26,0,0,0,0,1,0
EF122539,20104106,gag,C,84,1,10,0,0,1,2
EF122540,20104106,gag,08_BC,74,0,9,0,0,0,0
EF122541,20104106,gag,01_AE,79,1,3,0,0,0,1
EF122542,20104106,gag,01_AE,80,0,4,0,0,1,0
EF122543,20104106,gag,01_AE,77,1,5,0,0,0,1
EF122544,20104106,gag,07_BC,69,1,8,0,0,1,1
EF122545,20104106,gag,B,26,0,0,0,0,0,1
EF122559,20104106,gag,B,30,0,0,0,0,0,0
EF514697,18184088,gag,B,24,0,0,1,0,0,2
EF514698,18184088,gag,B,26,0,0,0,0,0,2
EF514699,18184088,gag,B,35,0,0,0,0,1,0
EF514700,18184088,gag,B,35,0,2,0,0,0,2
EF514701,18184088,gag,B,30,1,0,0,0,0,3
EF514702,18184088,gag,B,33,0,0,1,0,0,2
EF514703,18184088,gag,B,34,0,0,1,0,0,2
EF514704,18184088,gag,B,28,0,0,0,0,0,1
EF514705,18184088,gag,B,33,0,0,0,0,1,1
EF514706,18184088,gag,B,20,0,0,0,0,0,1
EF514707,18184088,gag,B,19,0,0,0,0,0,1
EF514708,18184088,gag,B,25,0,0,0,0,0,1
EF514709,18184088,gag,B,30,0,0,0,0,1,1
EF514710,18184088,gag,B,25,0,0,0,0,0,1
EF514711,18184088,gag,B,28,0,0,1,0,0,0
EF514712,18184088,gag,B,16,0,0,0,0,0,1
EF514713,18184088,gag,C,75,1,6,0,0,2,2
EF637046,17919103,gag,B,25,0,0,0,0,0,3
EF637047,17919103,gag,B,32,1,0,0,0,0,1
EF637048,17919103,gag,B,32,0,1,0,0,1,1
EF637049,17919103,gag,B,25,0,1,0,0,0,0
EF637050,17919103,gag,B,39,0,0,0,0,0,0
EF637051,17919103,gag,B,27,0,0,0,0,1,1
EF637052,17919103,gag,BF,48,0,2,1,0,0,2
EF637053,17919103,gag,B,29,0,1,0,0,0,0
EF637054,17919103,gag,B,27,0,0,0,0,0,0
EF637055,17919103,gag,BF,61,0,2,1,0,0,1
EF637056,17919103,gag,B,33,0,0,1,0,0,0
EF637057,17919103,gag,B,24,0,0,0,0,0,1
EU110086,18544023,gag,CD,79,1,5,0,0,1,1
EU110087,18544023,gag,A1,88,1,4,1,0,0,3
EU110088,18544023,gag,A1,84,2,3,0,0,0,3
EU110089,18544023,gag,A2CD,57,1,3,0,0,1,2
EU110090,18544023,gag,A1D,55,2,1,0,0,0,2
EU110091,18544023,gag,A1CG,78,0,5,1,0,1,0
EU110092,18544023,gag,A1,92,1,3,0,0,1,1
EU110093,18544023,gag,A1CD,76,0,5,0,0,2,0
EU110094,18544023,gag,A1,83,1,3,0,0,1,1
EU170135,25654164,gag,42_BF,47,0,3,0,0,0,2
EU170136,25654164,gag,42_BF,49,0,2,1,0,0,3
EU170138,25654164,gag,42_BF,56,0,3,0,0,0,2
EU170139,25654164,gag,42_BF,51,0,2,1,0,0,3
EU170140,25654164,gag,42_BF,51,0,2,1,0,0,2
EU170142,25654164,gag,42_BF,51,0,3,0,0,3,3
EU170143,25654164,gag,42_BF,52,0,2,2,0,0,3
EU170144,25654164,gag,42_BF,51,0,2,1,0,1,3
EU170145,25654164,gag,42_BF,49,0,2,1,0,0,3
EU170146,25654164,gag,42_BF,47,0,2,1,0,0,3
EU170147,25654164,gag,42_BF,50,0,2,1,0,1,3
EU170148,25654164,gag,42_BF,54,0,2,1,0,0,3
EU170149,25654164,gag,42_BF,51,0,2,1,0,0,3
EU170150,25654164,gag,42_BF,50,0,3,0,0,3,3
EU170151,25654164,gag,42_BF,49,0,2,1,0,0,3
EU170152,25654164,gag,42_BF,51,0,2,1,0,0,2
EU170153,25654164,gag,42_BF,53,1,3,0,0,4,3
EU170154,25654164,gag,42_BF,49,0,2,1,0,0,3
EU170155,25654164,gag,42_BF,48,1,2,1,0,0,3
EU293444,19895210,gag,C,82,0,9,0,0,0,0
EU293446,19895210,gag,C,78,0,8,0,0,0,0
EU293447,19895210,gag,C,83,2,9,0,0,7,2
EU293448,19895210,gag,C,72,1,9,0,0,0,3
EU293449,19895210,gag,C,81,0,8,0,0,0,0
EU293450,19895210,gag,C,77,1,9,0,0,1,2
EU342791,18691031,gag,02_AG,82,0,5,1,0,1,1
EU342796,18691031,gag,02_AG,82,0,5,1,0,1,1
EU342801,18691031,gag,02_AG,78,0,6,1,0,0,1
EU342804,18691031,gag,A3,81,0,3,0,0,1,0
EU342807,18691031,gag,02C,81,1,5,1,1,0,3
EU342808,18691031,gag,22_01A1,82,1,8,2,0,1,3
EU342809,18691031,gag,06_cpx,76,1,1,1,0,0,2
EU342810,18691031,gag,02_AG,78,0,6,1,0,0,1
EU342811,18691031,gag,02_AG,84,0,8,1,0,0,2
EU342813,18691031,gag,02_AG,76,0,6,1,0,1,1
EU347635,18369479,gag,C,79,1,9,0,0,0,1
EU347638,18369479,gag,C,81,1,9,0,0,0,1
EU347644,18369479,gag,C,81,1,10,0,0,0,1
EU347648,18369479,gag,C,80,1,9,0,0,0,1
EU347653,18369479,gag,C,94,1,6,0,0,2,2
EU347658,18369479,gag,C,79,0,8,0,0,1,0
EU347662,18369479,gag,C,74,0,7,0,0,0,2
EU347667,18369479,gag,C,83,0,16,0,0,0,1
EU347672,18369479,gag,C,81,1,8,0,0,1,1
EU347676,18369479,gag,C,82,0,8,0,0,0,1
EU347681,18369479,gag,C,79,0,9,0,0,0,0
EU347685,18369479,gag,C,68,1,9,0,0,0,1
EU347688,18369479,gag,C,78,1,10,0,0,0,2
EU347691,18369479,gag,C,78,0,8,0,0,1,0
EU347694,18369479,gag,C,81,0,11,0,0,5,0
EU347697,18369479,gag,C,83,1,12,0,0,1,2
EU347700,18369479,gag,C,79,2,8,0,0,1,3
EU347703,18369479,gag,C,79,1,9,0,0,2,2
EU347706,18369479,gag,C,80,1,9,0,0,2,1
EU347709,18369479,gag,C,77,1,10,0,0,1,2
EU347712,18369479,gag,C,78,2,9,0,0,2,3
EU517762,18562530,gag,B,41,0,2,0,0,2,0
EU517763,18562530,gag,B,27,1,0,0,0,1,1
EU517764,18562530,gag,B,30,0,1,0,0,0,0
EU517765,18562530,gag,B,29,0,2,0,0,0,0
EU517766,18562530,gag,B,18,0,0,0,0,0,0
EU517767,18562530,gag,B,38,1,0,0,0,0,1
EU517768,18562530,gag,B,32,0,1,0,0,0,2
EU517770,18562530,gag,B,28,0,0,1,0,0,1
EU517771,18562530,gag,B,36,0,2,0,0,0,0
EU517772,18562530,gag,B,25,0,0,0,0,1,0
EU517773,18562530,gag,B,35,0,0,0,0,1,1
EU517774,18562530,gag,B,24,0,0,0,0,0,1
EU517775,18562530,gag,B,34,0,3,0,0,1,1
EU517776,18562530,gag,B,32,0,0,0,0,0,1
EU517777,18562530,gag,B,38,0,0,0,0,2,0
EU517778,18562530,gag,B,25,0,0,0,0,1,0
EU517779,18562530,gag,B,29,0,2,1,0,0,0
EU517780,18562530,gag,B,21,0,0,0,0,0,0
EU517781,18562530,gag,B,30,0,1,0,0,0,0
EU517782,18562530,gag,B,20,0,0,0,0,0,0
EU517783,18562530,gag,B,31,0,2,0,0,0,2
EU517784,18562530,gag,B,25,0,0,0,0,0,1
EU517785,18562530,gag,B,29,0,0,0,0,2,2
EU517786,18562530,gag,B,23,0,0,0,0,0,0
EU517787,18562530,gag,B,40,0,0,1,1,1,1
EU517788,18562530,gag,B,34,0,2,0,0,0,0
EU517789,18562530,gag,B,14,0,0,0,0,0,0
EU517790,18562530,gag,B,43,0,0,0,0,0,1
EU517791,18562530,gag,B,22,0,0,0,0,0,0
EU517792,18562530,gag,B,23,0,0,0,0,0,1
EU517793,18562530,gag,B,18,0,0,0,0,0,0
EU517794,18562530,gag,B,44,0,2,0,0,3,1
EU517795,18562530,gag,B,48,0,0,1,0,3,1
EU517796,18562530,gag,B,26,0,0,0,0,0,0
EU517797,18562530,gag,B,25,0,0,0,0,0,0
EU517798,18562530,gag,B,27,0,0,0,0,0,0
EU517799,18562530,gag,B,23,0,1,0,0,0,1
EU517800,18562530,gag,B,23,1,0,0,0,2,1
EU517801,18562530,gag,B,21,0,0,0,0,0,0
EU517802,18562530,gag,B,27,0,0,0,0,0,0
EU517803,18562530,gag,B,20,0,0,0,0,0,0
EU517804,18562530,gag,B,38,0,0,0,0,3,0
EU517805,18562530,gag,B,31,0,2,0,0,2,2
EU517806,18562530,gag,B,33,0,0,0,0,1,0
EU517807,18562530,gag,B,29,0,0,0,0,0,2
EU517808,18562530,gag,B,15,0,0,0,0,0,0
EU517809,18562530,gag,B,32,1,0,0,0,1,2
EU517810,18562530,gag,B,36,0,1,0,0,0,1
EU517811,18562530,gag,B,23,0,0,0,0,1,3
EU517812,18562530,gag,B,33,0,0,1,0,2,1
EU517813,18562530,gag,B,24,1,0,0,0,1,1
EU517814,18562530,gag,B,22,0,0,0,0,1,0
EU673412,19182918,gag,B,31,0,0,0,0,0,1
EU673413,19182918,gag,B,52,0,4,0,0,5,0
EU673414,19182918,gag,D,50,0,1,1,0,3,2
EU673416,19182918,gag,A1,79,1,3,0,0,0,2
EU673417,19182918,gag,B,28,0,0,0,0,1,0
EU673418,19182918,gag,A1,85,1,3,1,1,6,3
EU673419,19182918,gag,B,39,0,0,0,0,11,1
EU673420,19182918,gag,B,43,0,0,0,0,10,1
EU673421,19182918,gag,A1,75,1,2,0,0,0,1
EU673422,19182918,gag,B,36,0,0,1,0,6,2
EU673423,19182918,gag,B,49,0,0,1,0,9,1
EU673424,19182918,gag,02B,65,0,3,0,0,2,1
EU673425,19182918,gag,A6,77,1,3,0,0,1,1
EU673426,19182918,gag,A6,76,1,3,0,0,0,1
EU673427,19182918,gag,B,33,1,0,0,0,0,2
EU673428,19182918,gag,C,112,1,6,0,0,17,1
EU673430,19182918,gag,B,24,0,0,0,0,1,1
EU673431,19182918,gag,A1,76,0,4,0,0,3,0
EU673432,19182918,gag,A1,76,0,4,0,0,5,0
EU673433,19182918,gag,B,79,1,1,0,0,28,1
EU673434,19182918,gag,A1,89,0,5,0,0,1,0
EU673435,19182918,gag,02A1,139,0,5,6,0,35,3
EU673436,19182918,gag,B,32,0,0,0,0,0,1
EU673437,19182918,gag,C,76,1,10,0,0,0,1
EU673439,19182918,gag,A6,117,2,12,0,0,28,2
EU673440,19182918,gag,A6,74,1,3,0,0,0,1
EU673441,19182918,gag,02A1,78,0,3,2,0,4,3
EU673442,19182918,gag,A6,82,1,12,0,0,1,1
EU673443,19182918,gag,C,82,1,7,0,0,0,2
EU673444,19182918,gag,C,87,1,7,0,0,5,1
EU673445,19182918,gag,B,51,0,1,2,0,4,2
EU673446,19182918,gag,A1,90,1,3,0,0,1,2
EU673447,19182918,gag,01_AE,75,1,3,0,0,0,1
EU864043,18971283,gag,B,35,0,0,0,0,0,1
EU864044,18971283,gag,B,34,1,1,0,0,0,3
EU864045,18971283,gag,B,19,0,0,0,0,0,1
EU864046,18971283,gag,B,37,0,0,0,0,2,1
EU864047,18971283,gag,B,30,0,2,0,0,0,0
EU864048,18971283,gag,B,32,0,0,0,0,1,0
EU864049,18971283,gag,B,40,0,0,0,0,0,0
EU864050,18971283,gag,B,31,0,0,0,0,0,0
EU864051,18971283,gag,B,16,1,0,0,0,0,1
EU864052,18971283,gag,B,31,0,0,0,0,4,0
EU864053,18971283,gag,B,29,1,0,0,0,0,2
EU864054,18971283,gag,B,36,0,1,2,0,1,3
EU864055,18971283,gag,B,28,0,0,0,0,0,1
EU864056,18971283,gag,B,32,0,1,1,0,0,1
EU864057,18971283,gag,B,52,0,0,0,0,5,1
EU864058,18971283,gag,B,36,0,1,0,0,1,2
EU864060,18971283,gag,B,39,0,0,0,0,2,0
EU864061,18971283,gag,B,42,0,0,1,0,0,0
EU864062,18971283,gag,B,55,0,1,0,0,2,1
EU864063,18971283,gag,B,33,0,2,0,0,0,2
EU864064,18971283,gag,B,26,0,0,0,0,0,0
EU864065,18971283,gag,B,32,0,0,0,0,1,1
EU864066,18971283,gag,B,30,0,0,0,0,0,1
EU864067,18971283,gag,B,39,0,0,0,0,1,2
EU864068,18971283,gag,B,36,0,0,0,0,1,2
EU864069,18971283,gag,B,38,0,0,0,0,0,0
EU864070,18971283,gag,B,34,0,1,1,0,0,0
EU864071,18971283,gag,B,34,0,3,1,0,1,1
EU864073,18971283,gag,B,26,0,0,0,0,2,1
EU864074,18971283,gag,B,28,0,0,0,0,0,0
EU864076,18971283,gag,B,39,0,0,0,0,0,2
EU864077,18971283,gag,B,49,0,1,1,0,2,1
EU864078,18971283,gag,B,31,0,0,0,0,4,0
EU864079,18971283,gag,B,34,0,0,0,0,0,3
EU864080,18971283,gag,B,31,0,0,0,0,0,0
EU864081,18971283,gag,B,25,0,0,0,0,1,0
EU864082,18971283,gag,B,26,0,0,0,0,0,1
EU873002,18971283,gag,02_AG,78,0,6,1,0,0,2
EU873003,18971283,gag,B,33,0,1,0,0,0,2
EU873005,18971283,gag,B,38,0,0,0,0,4,0
FJ185237,19540543,gag,01_AE,79,1,3,0,0,0,1
FJ185238,19540543,gag,01_AE,78,2,3,0,0,1,2
FJ185239,19540543,gag,01_AE,88,1,3,0,0,2,1
FJ185240,19540543,gag,01_AE,81,1,3,0,0,1,1
FJ185241,19540543,gag,01_AE,77,1,3,0,0,0,1
FJ185242,19540543,gag,01_AE,85,1,4,0,0,0,1
FJ185243,19540543,gag,01_AE,75,1,3,0,0,1,1
FJ185244,19540543,gag,01_AE,80,1,3,0,0,0,1
FJ185245,19540543,gag,01_AE,79,0,3,0,0,0,0
FJ185246,19540543,gag,01_AE,75,1,3,0,0,1,1
FJ185247,19540543,gag,01_AE,86,1,11,0,0,1,1
FJ185248,19540543,gag,01_AE,82,1,5,1,0,2,3
FJ185249,19540543,gag,01_AE,74,0,3,0,0,0,0
FJ185250,19540543,gag,01_AE,78,1,3,0,0,1,1
FJ185251,19540543,gag,01_AE,81,1,3,0,0,0,1
FJ185252,19540543,gag,01_AE,73,1,3,0,0,1,1
FJ185253,19540543,gag,01_AE,73,1,3,0,0,0,1
FJ185254,19540543,gag,01_AE,73,1,3,0,0,0,1
FJ185255,19540543,gag,01_AE,74,1,3,0,0,0,1
FJ185256,19540543,gag,01_AE,85,1,3,0,0,0,1
FJ185257,19540543,gag,01_AE,84,1,3,0,0,0,1
FJ185258,19540543,gag,01_AE,80,1,3,0,0,0,1
FJ185259,19540543,gag,01_AE,81,1,3,0,0,1,1
FJ185260,19540543,gag,01_AE,85,1,3,0,0,2,1
FJ195086,18809195,gag,B,26,0,0,0,0,0,0
FJ195087,18809195,gag,B,40,1,0,0,3,3,2
FJ195088,18809195,gag,B,23,0,0,0,0,0,0
FJ195089,18809195,gag,B,35,0,1,0,0,1,0
FJ195090,18809195,gag,B,24,0,0,0,0,0,1
FJ195091,18809195,gag,B,36,0,0,2,0,0,1
FJ198424,18596105,gag,C,68,0,10,0,0,0,0
FJ198497,18596105,gag,C,78,0,8,0,0,0,0
FJ198569,18596105,gag,C,76,1,10,0,0,0,1
FJ198572,18596105,gag,C,87,1,9,0,0,0,1
FJ198575,18596105,gag,C,79,0,8,0,0,0,1
FJ198577,18596105,gag,C,73,0,8,0,0,1,0
FJ198578,18596105,gag,C,74,0,8,0,0,1,1
FJ198580,18596105,gag,C,75,0,8,0,0,0,0
FJ198581,18596105,gag,C,78,1,9,0,0,0,1
FJ198583,18596105,gag,C,76,1,9,0,0,1,1
FJ198586,18596105,gag,C,77,1,9,0,0,1,1
FJ198588,18596105,gag,C,78,0,9,0,0,0,0
FJ198593,18596105,gag,C,78,1,9,0,0,0,2
FJ198594,18596105,gag,C,74,1,8,0,0,3,3
FJ198597,18596105,gag,C,79,1,10,0,0,0,1
FJ198598,18596105,gag,C,75,0,9,0,0,0,0
FJ198599,18596105,gag,C,79,0,9,0,0,0,0
FJ198685,18596105,gag,C,92,1,9,0,0,1,1
FJ198695,18596105,gag,C,77,1,9,0,0,0,1
FJ198701,18596105,gag,C,72,1,10,0,0,0,1
FJ198706,18596105,gag,C,77,1,9,0,0,1,3
FJ198710,18596105,gag,C,85,0,11,0,0,1,1
FJ198712,18596105,gag,C,78,1,10,0,0,0,1
FJ198717,18596105,gag,C,71,2,8,0,0,0,2
FJ198722,18596105,gag,C,83,0,8,0,0,0,1
FJ198739,18596105,gag,C,80,1,7,0,0,0,1
FJ198748,18596105,gag,C,74,0,8,0,0,0,0
FJ198751,18596105,gag,C,84,0,8,0,0,0,1
FJ198752,18596105,gag,C,80,1,9,0,0,0,1
FJ198756,18596105,gag,C,68,2,9,0,0,0,3
FJ198775,18596105,gag,C,74,0,8,0,0,0,1
FJ198778,18596105,gag,C,82,1,9,0,0,0,1
FJ198780,18596105,gag,C,80,1,9,0,0,1,3
FJ198784,18596105,gag,C,71,0,8,0,0,0,1
FJ198785,18596105,gag,C,82,1,9,0,0,0,1
FJ198788,18596105,gag,C,71,0,5,0,0,0,1
FJ198793,18596105,gag,C,76,1,10,0,0,0,1
FJ198796,18596105,gag,C,77,1,9,0,0,0,2
FJ198803,18596105,gag,C,74,0,8,0,0,0,1
FJ198805,18596105,gag,C,73,0,9,0,0,0,0
FJ198806,18596105,gag,C,76,0,8,0,0,0,0
FJ198810,18596105,gag,C,78,1,8,0,0,4,2
FJ198812,18596105,gag,C,72,0,8,0,0,0,1
FJ198813,18596105,gag,C,78,0,8,0,0,0,0
FJ198817,18596105,gag,C,79,0,10,0,0,0,1
FJ198822,18596105,gag,C,86,1,10,0,0,0,1
FJ198832,18596105,gag,C,82,1,9,0,0,0,1
FJ198836,18596105,gag,C,81,1,9,0,0,0,2
FJ198838,18596105,gag,C,86,1,9,0,0,1,1
FJ198839,18596105,gag,C,80,0,8,0,0,0,0
FJ198851,18596105,gag,C,77,1,8,0,0,0,1
FJ198859,18596105,gag,C,81,1,9,0,0,0,1
FJ198860,18596105,gag,C,80,0,13,0,0,0,0
FJ198861,18596105,gag,C,75,1,8,0,0,0,2
FJ198864,18596105,gag,C,80,0,8,0,0,0,0
FJ198867,18596105,gag,C,78,0,11,0,0,2,1
FJ198871,18596105,gag,C,76,1,10,0,0,2,3
FJ198873,18596105,gag,C,77,1,9,0,0,0,2
FJ198876,18596105,gag,C,78,1,9,0,0,0,2
FJ198881,18596105,gag,C,80,1,11,0,0,0,2
FJ198884,18596105,gag,C,80,0,8,0,0,1,1
FJ198885,18596105,gag,C,71,0,8,0,0,0,2
FJ198886,18596105,gag,C,78,1,9,0,0,1,1
FJ198889,18596105,gag,C,81,1,9,0,0,0,1
FJ198895,18596105,gag,C,76,1,9,0,0,0,1
FJ198896,18596105,gag,C,83,1,13,2,0,2,3
FJ198901,18596105,gag,C,71,0,8,0,0,0,0
FJ198904,18596105,gag,C,76,0,8,0,0,0,1
FJ198905,18596105,gag,C,74,0,7,0,0,1,0
FJ198908,18596105,gag,C,79,1,10,0,0,0,1
FJ198913,18596105,gag,C,71,0,8,0,0,0,0
FJ198924,18596105,gag,C,83,1,10,0,0,3,3
FJ198927,18596105,gag,C,75,1,12,0,0,0,2
FJ198929,18596105,gag,C,81,0,9,0,0,0,0
FJ198961,18596105,gag,C,72,0,8,0,0,0,1
FJ199006,18596105,gag,C,84,1,9,0,0,2,3
FJ387525,19116253,gag,B,31,0,0,0,0,1,0
FJ387526,19116253,gag,B,24,1,0,0,0,0,2
FJ387529,19116253,gag,B,24,0,0,0,0,3,0
FJ387530,19116253,gag,B,27,0,0,0,0,0,0
FJ387531,19116253,gag,B,38,0,1,0,0,0,1
FJ387532,19116253,gag,B,30,0,0,0,0,0,0
FJ387533,19116253,gag,B,27,0,0,1,0,0,0
FJ387534,19116253,gag,B,33,1,0,0,0,1,1
FJ387535,19116253,gag,B,27,0,0,0,0,1,0
FJ387536,19116253,gag,B,14,0,0,0,0,0,0
FJ387537,19116253,gag,B,24,0,0,0,0,0,0
FJ387539,19116253,gag,B,33,0,0,0,0,0,0
FJ387540,19116253,gag,B,34,1,0,0,0,1,1
FJ387541,19116253,gag,B,24,0,1,0,0,0,0
FJ389363,19361281,gag,G,93,1,6,0,0,3,2
FJ389364,19361281,gag,G,89,1,5,2,0,4,3
FJ389365,19361281,gag,G,92,1,1,0,0,2,1
FJ389366,19361281,gag,G,81,1,1,1,0,2,1
FJ389367,19361281,gag,G,72,1,2,1,0,3,2
FJ469705,19036810,gag,B,24,0,0,0,0,0,1
FJ469718,19036810,gag,B,35,0,0,1,0,0,1
FJ469721,19036810,gag,B,25,0,0,0,0,0,2
FJ469744,19036810,gag,B,21,0,0,0,0,0,1
FJ469752,19036810,gag,B,24,0,0,0,0,0,1
FJ469764,19036810,gag,B,36,0,0,0,0,0,2
FJ495818,19487424,gag,B,27,0,1,0,0,0,0
FJ495937,19487424,gag,B,31,0,0,1,0,0,2
FJ496000,19487424,gag,B,30,0,1,0,0,0,1
FJ496072,19487424,gag,B,31,0,0,0,0,0,0
FJ496081,19487424,gag,B,36,0,1,0,0,0,2
FJ496145,19487424,gag,B,15,0,0,0,0,0,0
FJ496151,19487424,gag,B,26,0,0,0,0,1,0
FJ496158,19487424,gag,B,28,0,0,0,0,0,0
FJ496167,19487424,gag,B,24,0,0,0,0,2,1
FJ496185,19487424,gag,C,90,0,8,0,0,0,0
FJ496195,19487424,gag,C,78,1,9,0,0,0,1
FJ496208,19487424,gag,C,70,0,8,0,0,0,1
FJ606114,19242411,gag,C,77,0,9,0,0,0,1
FJ606116,19242411,gag,C,77,1,6,0,0,1,1
FJ606117,19242411,gag,C,81,0,9,0,0,0,0
FJ606118,19242411,gag,C,77,0,10,0,0,0,0
FJ606119,19242411,gag,C,78,0,8,0,1,1,1
FJ606120,19242411,gag,C,83,1,8,0,0,1,1
FJ606121,19242411,gag,C,85,1,9,0,0,0,1
FJ606122,19242411,gag,C,81,0,8,0,0,0,1
FJ606123,19242411,gag,C,82,0,8,0,0,0,1
FJ606124,19242411,gag,C,85,0,8,0,0,1,0
FJ606125,19242411,gag,C,85,1,7,0,0,1,1
FJ606126,19242411,gag,C,85,1,9,0,0,1,1
FJ606127,19242411,gag,C,77,0,10,0,0,0,0
FJ606128,19242411,gag,C,71,0,10,0,0,0,0
FJ606129,19242411,gag,C,89,0,13,0,0,2,0
FJ606130,19242411,gag,C,82,0,8,0,0,0,0
FJ606131,19242411,gag,C,78,0,8,0,0,0,0
FJ606132,19242411,gag,C,76,0,8,0,0,0,0
FJ606133,19242411,gag,C,84,1,9,0,0,0,1
FJ606134,19242411,gag,C,92,1,9,0,0,0,1
FJ606135,19242411,gag,C,88,0,8,0,0,0,1
FJ606136,19242411,gag,C,73,0,9,0,0,0,2
FJ606137,19242411,gag,C,80,0,8,0,0,0,0
FJ606138,19242411,gag,C,81,0,8,0,0,0,0
FJ606140,19242411,gag,C,88,0,8,0,0,1,0
FJ606141,19242411,gag,C,74,0,8,0,0,0,0
FJ606142,19242411,gag,C,81,0,8,0,0,0,1
FJ606143,19242411,gag,C,83,0,9,0,0,0,0
FJ606144,19242411,gag,C,76,1,9,0,0,0,1
FJ606145,19242411,gag,C,86,1,9,0,0,0,1
FJ606146,19242411,gag,C,90,0,11,0,1,4,0
FJ606147,19242411,gag,C,84,1,14,0,0,1,1
FJ606148,19242411,gag,C,72,1,9,0,0,0,1
FJ606150,19242411,gag,C,82,0,12,0,0,1,2
FJ606151,19242411,gag,C,89,0,6,1,0,5,1
FJ606152,19242411,gag,C,91,1,9,0,0,0,2
FJ606153,19242411,gag,C,79,0,8,0,0,0,1
FJ606154,19242411,gag,C,76,1,9,0,0,0,1
FJ606155,19242411,gag,C,92,2,6,0,0,0,3
FJ606156,19242411,gag,C,90,1,6,0,0,0,2
FJ606157,19242411,gag,C,93,0,13,0,0,2,0
FJ606158,19242411,gag,C,87,0,8,0,0,0,2
FJ606159,19242411,gag,C,82,0,8,0,0,1,1
FJ606160,19242411,gag,C,77,0,9,0,0,0,0
FJ606161,19242411,gag,C,93,0,5,0,0,6,0
FJ606162,19242411,gag,C,80,0,8,0,0,1,1
FJ606163,19242411,gag,C,76,0,8,0,0,2,1
FJ606164,19242411,gag,C,75,0,10,0,0,1,0
FJ606165,19242411,gag,C,74,0,8,0,0,0,0
FJ606166,19242411,gag,C,78,1,9,1,1,2,2
FJ606167,19242411,gag,C,93,1,9,1,0,4,3
FJ606168,19242411,gag,C,81,1,10,0,0,1,1
FJ606169,19242411,gag,C,82,0,8,0,0,0,1
FJ606170,19242411,gag,C,71,0,9,0,0,0,0
FJ606171,19242411,gag,C,86,0,9,0,0,2,3
FJ606172,19242411,gag,C,89,1,10,1,0,3,2
FJ606173,19242411,gag,C,77,1,8,0,0,0,2
FJ606174,19242411,gag,C,79,1,8,0,0,0,2
FJ606175,19242411,gag,C,83,1,10,0,0,0,3
FJ606176,19242411,gag,C,77,1,6,0,0,0,2
FJ606177,19242411,gag,C,78,1,6,0,0,0,2
FJ606178,19242411,gag,C,76,1,9,0,0,0,1
FJ606179,19242411,gag,C,77,1,9,0,0,1,1
FJ606180,19242411,gag,C,81,0,8,0,0,0,0
FJ606181,19242411,gag,C,85,0,8,0,0,1,0
FJ606182,19242411,gag,C,81,0,8,0,0,0,0
FJ606183,19242411,gag,C,77,0,8,0,0,1,0
FJ606184,19242411,gag,C,80,1,8,0,0,1,1
FJ606187,19242411,gag,C,87,1,9,0,0,4,1
FJ606188,19242411,gag,C,85,1,3,0,0,2,1
FJ606189,19242411,gag,C,88,0,8,0,0,1,2
FJ606190,19242411,gag,C,91,1,8,1,0,1,3
FJ606191,19242411,gag,C,79,1,8,0,0,3,1
FJ606192,19242411,gag,C,80,2,8,0,0,0,2
FJ606193,19242411,gag,C,78,1,8,0,0,1,1
FJ606194,19242411,gag,C,91,1,7,0,0,0,2
FJ606195,19242411,gag,C,87,0,7,0,0,0,1
FJ606196,19242411,gag,C,80,0,8,0,0,2,1
FJ606197,19242411,gag,C,85,1,9,0,0,1,2
FJ606198,19242411,gag,C,87,1,9,0,0,3,1
FJ606199,19242411,gag,C,79,0,15,0,0,0,1
FJ606200,19242411,gag,C,91,0,11,1,0,3,3
