Accession,NumAPOBECs,NumConservedAPOBECSites,ADIndex
AY669782,0,37,0.0
AY669783,0,37,0.0
AY669784,0,37,0.0
AY669785,0,37,0.0
AY669786,0,37,0.0
AY682547,0,37,0.0
AY703908,0,37,0.0
AY703909,0,37,0.0
AY703910,0,37,0.0
AY703911,0,37,0.0
AY713406,0,37,0.0
AY713408,0,37,0.0
AY713410,0,37,0.0
AY713412,0,37,0.0
AY713413,0,37,0.0
AY713414,0,37,0.0
AY713415,0,37,0.0
AY713416,0,37,0.0
AY713417,0,37,0.0
AY713418,0,37,0.0
AY713419,0,37,0.0
AY713420,0,37,0.0
AY713421,0,37,0.0
AY713422,0,37,0.0
AY713423,0,37,0.0
AY713424,0,37,0.0
AY713425,0,37,0.0
AY734550,0,37,0.0
AY734551,0,37,0.0
AY734552,0,37,0.0
AY734553,0,37,0.0
AY734554,0,37,0.0
AY734555,0,37,0.0
AY734556,0,37,0.0
AY734558,0,37,0.0
AY734559,0,37,0.0
AY734560,0,37,0.0
AY734561,7,37,0.1891891891891892
AY734562,0,37,0.0
AY736823,1,37,0.02702702702702703
AY736838,0,37,0.0
AY750999,0,37,0.0
AY751010,0,37,0.0
AY751011,0,37,0.0
AY751012,0,37,0.0
AY751018,0,37,0.0
AY751023,0,37,0.0
AY751063,0,37,0.0
AY751065,0,37,0.0
AY751071,0,37,0.0
AY751073,0,37,0.0
AY751075,0,37,0.0
AY751076,0,37,0.0
AY751077,0,37,0.0
AY751406,0,37,0.0
AY751407,0,37,0.0
AY771588,0,37,0.0
AY771589,0,37,0.0
AY771590,0,37,0.0
AY771592,0,37,0.0
AY771593,0,37,0.0
AY772535,0,37,0.0
AY772690,0,37,0.0
AY772691,0,37,0.0
AY772692,0,37,0.0
AY772693,0,37,0.0
AY772694,0,37,0.0
AY772695,0,37,0.0
AY772696,0,37,0.0
AY772697,0,37,0.0
AY772698,0,37,0.0
AY772699,0,37,0.0
AY772700,0,37,0.0
AY772701,0,37,0.0
AY773340,1,37,0.02702702702702703
AY779550,0,37,0.0
AY779553,0,37,0.0
AY779557,0,37,0.0
AY781126,0,37,0.0
AY781127,0,37,0.0
AY781128,0,37,0.0
AY795903,0,37,0.0
AY795904,0,37,0.0
AY795905,0,37,0.0
AY795906,0,37,0.0
AY795907,0,37,0.0
AY805330,0,37,0.0
AY812751,0,37,0.0
AY818641,0,37,0.0
AY819715,0,37,0.0
AY829203,0,37,0.0
AY829204,0,37,0.0
AY829205,0,37,0.0
AY829206,0,37,0.0
AY829207,0,37,0.0
AY829208,0,37,0.0
AY829209,0,37,0.0
AY829210,0,37,0.0
AY829212,0,37,0.0
AY829213,22,37,0.5945945945945946
AY829214,0,37,0.0
AY835436,0,37,0.0
AY835437,0,37,0.0
AY835438,1,37,0.02702702702702703
AY835446,0,37,0.0
AY835447,0,37,0.0
AY835448,0,37,0.0
AY835449,0,37,0.0
AY835450,0,37,0.0
AY835451,0,37,0.0
AY835452,0,37,0.0
AY835748,0,37,0.0
AY835753,0,37,0.0
AY835754,0,37,0.0
AY835755,1,37,0.02702702702702703
AY835757,0,37,0.0
AY835759,0,37,0.0
AY835762,0,37,0.0
AY835766,0,37,0.0
AY835769,0,37,0.0
AY835770,0,37,0.0
AY835774,0,37,0.0
AY835777,0,37,0.0
AY835779,0,37,0.0
AY839827,0,37,0.0
AY842786,0,37,0.0
AY842808,0,37,0.0
AY842824,0,37,0.0
AY856956,0,37,0.0
AY856957,1,37,0.02702702702702703
AY856959,0,37,0.0
AY856962,0,37,0.0
AY856965,0,37,0.0
AY856971,1,37,0.02702702702702703
AY856985,0,37,0.0
AY856989,1,37,0.02702702702702703
AY856990,0,37,0.0
AY856996,0,37,0.0
AY857008,6,37,0.16216216216216217
AY857014,0,37,0.0
AY857018,0,37,0.0
AY857019,0,37,0.0
AY857022,0,37,0.0
AY857028,0,37,0.0
AY857029,0,37,0.0
AY857031,0,37,0.0
AY857046,4,37,0.10810810810810811
AY857049,0,37,0.0
AY857053,0,37,0.0
AY857058,0,37,0.0
AY857063,0,37,0.0
AY857064,0,37,0.0
AY857082,0,37,0.0
AY857087,1,37,0.02702702702702703
AY857094,0,37,0.0
AY857100,0,37,0.0
AY857102,2,37,0.05405405405405406
AY857109,0,37,0.0
AY857112,0,37,0.0
AY857124,0,37,0.0
AY857127,0,37,0.0
AY857132,0,37,0.0
AY857133,0,37,0.0
AY857136,0,37,0.0
AY857143,0,37,0.0
AY857144,0,37,0.0
AY857160,0,37,0.0
AY857163,1,37,0.02702702702702703
AY857165,2,37,0.05405405405405406
AY857168,0,37,0.0
AY857169,0,37,0.0
AY857180,0,37,0.0
AY857182,0,37,0.0
AY878054,0,37,0.0
AY878055,0,37,0.0
AY878056,0,37,0.0
AY878057,0,37,0.0
AY878058,0,37,0.0
AY878059,0,37,0.0
AY878060,0,37,0.0
AY878061,0,37,0.0
AY878062,0,37,0.0
AY878063,0,37,0.0
AY878064,0,37,0.0
AY878065,0,37,0.0
AY878066,0,37,0.0
AY878067,0,37,0.0
AY878068,0,37,0.0
AY878069,0,37,0.0
AY878070,0,37,0.0
AY878071,0,37,0.0
AY878072,0,37,0.0
AY880686,0,37,0.0
AY880704,0,37,0.0
AY880718,0,37,0.0
AY880732,0,37,0.0
AY880752,0,37,0.0
AY880765,0,37,0.0
AY880781,0,37,0.0
AY880798,0,37,0.0
AY880808,0,37,0.0
AY880828,0,37,0.0
AY882421,0,37,0.0
AY887501,0,37,0.0
AY894994,0,37,0.0
AY894995,0,37,0.0
AY894996,0,37,0.0
AY900571,0,37,0.0
AY900572,0,37,0.0
AY900574,0,37,0.0
AY900575,0,37,0.0
AY900576,0,37,0.0
AY901965,0,37,0.0
AY901966,0,37,0.0
AY901967,0,37,0.0
AY901968,0,37,0.0
AY901969,0,37,0.0
AY901970,0,37,0.0
AY901971,0,37,0.0
AY901972,0,37,0.0
AY901973,0,37,0.0
AY901974,0,37,0.0
AY901975,0,37,0.0
AY901976,0,37,0.0
AY901977,0,37,0.0
AY901978,1,37,0.02702702702702703
AY901980,0,37,0.0
AY901981,0,37,0.0
AY905493,0,37,0.0
AY905494,0,37,0.0
AY905495,0,37,0.0
AY905496,0,37,0.0
AY905497,0,37,0.0
AY935219,0,37,0.0
AY935221,1,37,0.02702702702702703
AY935222,0,37,0.0
AY935225,0,37,0.0
AY935228,0,37,0.0
AY935229,20,37,0.5405405405405406
AY935233,1,37,0.02702702702702703
AY935236,0,37,0.0
AY945710,0,37,0.0
AY945711,0,37,0.0
AY945712,0,37,0.0
AY945713,0,37,0.0
AY945714,19,37,0.5135135135135135
AY945715,16,37,0.43243243243243246
AY945716,0,37,0.0
AY945717,0,37,0.0
AY945718,0,37,0.0
AY945719,0,37,0.0
AY945720,0,37,0.0
AY945721,0,37,0.0
AY945722,0,37,0.0
AY945723,22,37,0.5945945945945946
AY945724,0,37,0.0
AY945725,0,37,0.0
AY945726,0,37,0.0
AY945727,0,37,0.0
AY945728,0,37,0.0
AY945729,22,37,0.5945945945945946
AY945730,0,37,0.0
AY945731,0,37,0.0
AY945732,0,37,0.0
AY945733,0,37,0.0
AY945734,0,37,0.0
AY945735,24,37,0.6486486486486487
AY945736,0,37,0.0
AY945737,0,37,0.0
AY945738,0,37,0.0
AY945739,0,37,0.0
AY961590,0,37,0.0
AY961591,1,37,0.02702702702702703
AY967806,0,37,0.0
AY967807,0,37,0.0
AY968312,0,37,0.0
AY970946,0,37,0.0
BD298114,0,37,0.0
CQ958303,0,37,0.0
D10112,0,37,0.0
D12582,0,37,0.0
DD409979,0,37,0.0
DL258709,0,37,0.0
DL258710,0,37,0.0
DL258711,0,37,0.0
DL258715,0,37,0.0
DL258716,0,37,0.0
DL258717,1,37,0.02702702702702703
DQ007901,0,37,0.0
DQ007902,0,37,0.0
DQ007903,1,37,0.02702702702702703
DQ011165,0,37,0.0
DQ011166,0,37,0.0
DQ011167,0,37,0.0
DQ011168,0,37,0.0
DQ011169,0,37,0.0
DQ011170,0,37,0.0
DQ011171,0,37,0.0
DQ011172,0,37,0.0
DQ011173,0,37,0.0
DQ011174,0,37,0.0
DQ011175,0,37,0.0
DQ011176,0,37,0.0
DQ011177,0,37,0.0
DQ011178,0,37,0.0
DQ011179,0,37,0.0
DQ011180,0,37,0.0
DQ020274,0,37,0.0
DQ054367,0,37,0.0
DQ056404,0,37,0.0
DQ056405,0,37,0.0
DQ056406,0,37,0.0
DQ056407,7,37,0.1891891891891892
DQ056408,0,37,0.0
DQ056409,0,37,0.0
DQ056410,0,37,0.0
DQ056411,0,37,0.0
DQ056412,0,37,0.0
DQ056413,0,37,0.0
DQ056414,0,37,0.0
DQ056415,0,37,0.0
DQ056416,0,37,0.0
DQ056417,0,37,0.0
DQ056418,0,37,0.0
DQ083238,0,37,0.0
DQ085867,0,37,0.0
DQ085868,0,37,0.0
DQ085869,0,37,0.0
DQ085870,0,37,0.0
DQ085871,0,37,0.0
DQ085872,0,37,0.0
DQ085873,0,37,0.0
DQ085874,0,37,0.0
DQ085875,0,37,0.0
DQ085876,0,37,0.0
DQ093585,0,37,0.0
DQ093586,0,37,0.0
DQ093587,0,37,0.0
DQ093588,0,37,0.0
DQ093589,0,37,0.0
DQ093590,1,37,0.02702702702702703
DQ093591,0,37,0.0
DQ093592,0,37,0.0
DQ093593,0,37,0.0
DQ093594,1,37,0.02702702702702703
DQ093595,0,37,0.0
DQ093596,0,37,0.0
DQ093597,0,37,0.0
DQ093598,0,37,0.0
DQ093599,0,37,0.0
DQ093600,0,37,0.0
DQ093601,1,37,0.02702702702702703
DQ093602,0,37,0.0
DQ093603,0,37,0.0
DQ093604,0,37,0.0
DQ093605,0,37,0.0
DQ093606,0,37,0.0
DQ093607,0,37,0.0
DQ127534,0,37,0.0
DQ127537,0,37,0.0
DQ127548,0,37,0.0
DQ141204,0,37,0.0
DQ141341,0,37,0.0
DQ141342,0,37,0.0
DQ141343,0,37,0.0
DQ141344,0,37,0.0
DQ141345,0,37,0.0
DQ164104,0,37,0.0
DQ164106,0,37,0.0
DQ164107,0,37,0.0
DQ164110,0,37,0.0
DQ164111,0,37,0.0
DQ164113,0,37,0.0
DQ164114,0,37,0.0
DQ164115,0,37,0.0
DQ164117,0,37,0.0
DQ164118,0,37,0.0
DQ164119,0,37,0.0
DQ164120,0,37,0.0
DQ164121,0,37,0.0
DQ164122,0,37,0.0
DQ164123,15,37,0.40540540540540543
DQ164124,17,37,0.4594594594594595
DQ164125,23,37,0.6216216216216216
DQ164126,0,37,0.0
DQ164127,0,37,0.0
DQ164128,24,37,0.6486486486486487
DQ164129,0,37,0.0
DQ167215,0,37,0.0
DQ167216,0,37,0.0
DQ168573,0,37,0.0
DQ168575,0,37,0.0
DQ168576,0,37,0.0
DQ168577,0,37,0.0
DQ168578,0,37,0.0
DQ168579,0,37,0.0
DQ178989,0,37,0.0
DQ187009,0,37,0.0
DQ189088,0,37,0.0
DQ207940,0,37,0.0
DQ207941,0,37,0.0
DQ207942,0,37,0.0
DQ207943,0,37,0.0
DQ207944,0,37,0.0
DQ208424,0,37,0.0
DQ208431,0,37,0.0
DQ208434,0,37,0.0
DQ208441,0,37,0.0
DQ208444,0,37,0.0
DQ208447,0,37,0.0
DQ208449,0,37,0.0
DQ208456,0,37,0.0
DQ208459,0,37,0.0
DQ208465,0,37,0.0
DQ208468,0,37,0.0
DQ208478,0,37,0.0
DQ208483,0,37,0.0
DQ208489,0,37,0.0
DQ208492,0,37,0.0
DQ208499,0,37,0.0
DQ222211,0,37,0.0
DQ230841,0,37,0.0
DQ230842,0,37,0.0
DQ275642,0,37,0.0
DQ275643,0,37,0.0
DQ275644,0,37,0.0
DQ275645,0,37,0.0
DQ275646,0,37,0.0
DQ275647,0,37,0.0
DQ275648,0,37,0.0
DQ275650,0,37,0.0
DQ275651,1,37,0.02702702702702703
DQ275652,0,37,0.0
DQ275653,0,37,0.0
DQ275654,0,37,0.0
DQ275655,0,37,0.0
DQ275656,0,37,0.0
DQ275657,0,37,0.0
DQ275658,0,37,0.0
DQ275659,0,37,0.0
DQ275660,0,37,0.0
DQ275661,0,37,0.0
DQ275662,0,37,0.0
DQ275663,0,37,0.0
DQ275664,0,37,0.0
DQ275665,23,37,0.6216216216216216
DQ295192,0,37,0.0
DQ295193,0,37,0.0
DQ295195,0,37,0.0
DQ295196,0,37,0.0
DQ313246,0,37,0.0
DQ313248,0,37,0.0
DQ322223,0,37,0.0
DQ322225,0,37,0.0
DQ322227,0,37,0.0
DQ322233,0,37,0.0
DQ339425,0,37,0.0
DQ351216,0,37,0.0
DQ351217,1,37,0.02702702702702703
DQ351218,0,37,0.0
DQ351219,0,37,0.0
DQ351220,0,37,0.0
DQ351221,0,37,0.0
DQ351222,0,37,0.0
DQ351223,0,37,0.0
DQ351224,0,37,0.0
DQ351225,0,37,0.0
DQ351226,0,37,0.0
DQ351227,0,37,0.0
DQ351228,0,37,0.0
DQ351229,0,37,0.0
DQ351230,0,37,0.0
DQ351231,0,37,0.0
DQ351232,0,37,0.0
DQ351234,0,37,0.0
DQ351235,0,37,0.0
DQ351236,0,37,0.0
DQ351237,0,37,0.0
DQ351238,0,37,0.0
DQ354112,0,37,0.0
DQ354113,0,37,0.0
DQ354114,1,37,0.02702702702702703
DQ354115,0,37,0.0
DQ354116,0,37,0.0
DQ354117,0,37,0.0
DQ354118,0,37,0.0
DQ354119,0,37,0.0
DQ354120,0,37,0.0
DQ354121,0,37,0.0
DQ354123,0,37,0.0
DQ358799,0,37,0.0
DQ358800,0,37,0.0
DQ358801,0,37,0.0
DQ358803,0,37,0.0
DQ358805,0,37,0.0
DQ358806,0,37,0.0
DQ358807,0,37,0.0
DQ358808,0,37,0.0
DQ358809,0,37,0.0
DQ358810,0,37,0.0
DQ358811,0,37,0.0
DQ366659,0,37,0.0
DQ366660,0,37,0.0
DQ366661,0,37,0.0
DQ366662,0,37,0.0
DQ366663,0,37,0.0
DQ366664,0,37,0.0
DQ366665,0,37,0.0
DQ366666,0,37,0.0
DQ369976,0,37,0.0
DQ369977,0,37,0.0
DQ369978,0,37,0.0
DQ369979,0,37,0.0
DQ369980,0,37,0.0
DQ369981,0,37,0.0
DQ369982,0,37,0.0
DQ369983,0,37,0.0
DQ369984,0,37,0.0
DQ369985,0,37,0.0
DQ369986,0,37,0.0
DQ369987,0,37,0.0
DQ369988,0,37,0.0
DQ369989,0,37,0.0
DQ369990,0,37,0.0
DQ369991,0,37,0.0
DQ369992,0,37,0.0
DQ369993,0,37,0.0
DQ369994,0,37,0.0
DQ369995,0,37,0.0
DQ369996,0,37,0.0
DQ369997,0,37,0.0
DQ382361,0,37,0.0
DQ382362,0,37,0.0
DQ382363,0,37,0.0
DQ382364,0,37,0.0
DQ382365,0,37,0.0
DQ382366,0,37,0.0
DQ382367,0,37,0.0
DQ382368,0,37,0.0
DQ382369,0,37,0.0
DQ382370,0,37,0.0
DQ382371,0,37,0.0
DQ382372,0,37,0.0
DQ382373,0,37,0.0
DQ382374,0,37,0.0
DQ382375,0,37,0.0
DQ382376,0,37,0.0
DQ382377,0,37,0.0
DQ382378,0,37,0.0
DQ382379,0,37,0.0
DQ382380,0,37,0.0
DQ383746,0,37,0.0
DQ383747,0,37,0.0
DQ383748,0,37,0.0
DQ383749,0,37,0.0
DQ383750,0,37,0.0
DQ383751,0,37,0.0
DQ383752,0,37,0.0
DQ383754,0,37,0.0
DQ383755,0,37,0.0
DQ388514,0,37,0.0
DQ388515,0,37,0.0
DQ388516,0,37,0.0
DQ388517,0,37,0.0
DQ396364,0,37,0.0
DQ396365,0,37,0.0
DQ396367,0,37,0.0
DQ396368,0,37,0.0
DQ396369,1,37,0.02702702702702703
DQ396370,0,37,0.0
DQ396371,0,37,0.0
DQ396372,0,37,0.0
DQ396373,0,37,0.0
DQ396374,0,37,0.0
DQ396375,0,37,0.0
DQ396376,0,37,0.0
DQ396377,0,37,0.0
DQ396378,0,37,0.0
DQ396380,0,37,0.0
DQ396381,0,37,0.0
DQ396382,0,37,0.0
DQ396383,0,37,0.0
DQ396384,0,37,0.0
DQ396385,0,37,0.0
DQ396386,0,37,0.0
DQ396387,0,37,0.0
DQ396388,0,37,0.0
DQ396389,0,37,0.0
DQ396390,0,37,0.0
DQ396391,0,37,0.0
DQ396392,0,37,0.0
DQ396393,0,37,0.0
DQ396394,0,37,0.0
DQ396395,0,37,0.0
DQ396398,0,37,0.0
DQ396399,0,37,0.0
DQ396400,0,37,0.0
DQ398881,0,37,0.0
DQ400856,0,37,0.0
DQ401572,0,37,0.0
DQ401599,0,37,0.0
DQ401638,0,37,0.0
DQ404010,0,37,0.0
DQ410040,0,37,0.0
DQ410062,0,37,0.0
DQ410069,0,37,0.0
DQ410087,0,37,0.0
DQ410101,0,37,0.0
DQ410109,0,37,0.0
DQ410129,17,37,0.4594594594594595
DQ410179,18,37,0.4864864864864865
DQ410217,0,37,0.0
DQ410226,22,37,0.5945945945945946
DQ410243,26,37,0.7027027027027027
DQ410284,0,37,0.0
DQ410323,11,37,0.2972972972972973
DQ410369,24,37,0.6486486486486487
DQ410404,11,37,0.2972972972972973
DQ410424,22,37,0.5945945945945946
DQ410479,0,37,0.0
DQ410511,0,37,0.0
DQ410527,0,37,0.0
DQ410528,0,37,0.0
DQ410542,0,37,0.0
DQ410560,0,37,0.0
DQ410573,2,37,0.05405405405405406
DQ410588,0,37,0.0
DQ410607,0,37,0.0
DQ410619,0,37,0.0
DQ411853,0,37,0.0
DQ422948,0,37,0.0
DQ435682,0,37,0.0
DQ435683,0,37,0.0
DQ435684,0,37,0.0
DQ444258,0,37,0.0
DQ444260,0,37,0.0
DQ445632,0,37,0.0
DQ445633,0,37,0.0
DQ445634,0,37,0.0
DQ445635,0,37,0.0
DQ445636,0,37,0.0
DQ445637,0,37,0.0
DQ447266,0,37,0.0
DQ447267,0,37,0.0
DQ447268,0,37,0.0
DQ447269,1,37,0.02702702702702703
DQ447270,0,37,0.0
DQ447272,0,37,0.0
DQ448819,0,37,0.0
DQ487188,0,37,0.0
DQ487190,0,37,0.0
DQ518410,0,37,0.0
DQ518411,0,37,0.0
DQ518412,0,37,0.0
DQ672623,0,37,0.0
DQ676870,1,37,0.02702702702702703
DQ676872,0,37,0.0
DQ676874,0,37,0.0
DQ676877,0,37,0.0
DQ676880,0,37,0.0
DQ676883,0,37,0.0
DQ676886,1,37,0.02702702702702703
DQ823356,0,37,0.0
DQ823357,0,37,0.0
DQ823358,0,37,0.0
DQ823359,0,37,0.0
DQ823360,0,37,0.0
DQ823361,0,37,0.0
DQ823362,0,37,0.0
DQ823363,0,37,0.0
DQ823364,0,37,0.0
DQ823365,0,37,0.0
DQ823366,0,37,0.0
DQ823367,0,37,0.0
DQ837381,0,37,0.0
DQ853455,0,37,0.0
DQ859178,0,37,0.0
DQ859179,0,37,0.0
DQ859180,0,37,0.0
DQ869014,0,37,0.0
DQ869015,0,37,0.0
DQ869016,0,37,0.0
DQ869017,0,37,0.0
DQ869018,0,37,0.0
DQ869019,0,37,0.0
DQ869020,0,37,0.0
DQ869021,0,37,0.0
DQ869022,0,37,0.0
DQ869023,0,37,0.0
DQ869024,0,37,0.0
DQ869025,0,37,0.0
DQ869026,0,37,0.0
DQ869027,0,37,0.0
DQ869028,0,37,0.0
DQ869029,0,37,0.0
DQ869030,0,37,0.0
DQ869031,0,37,0.0
DQ869032,0,37,0.0
DQ869033,0,37,0.0
DQ886034,0,37,0.0
DQ886037,0,37,0.0
DQ886038,0,37,0.0
DQ890515,0,37,0.0
DQ904348,0,37,0.0
DQ912822,0,37,0.0
DQ912823,0,37,0.0
DQ926895,0,37,0.0
DQ926897,0,37,0.0
DQ926899,0,37,0.0
DQ976394,0,37,0.0
DQ979023,0,37,0.0
DQ979025,0,37,0.0
DQ990880,0,37,0.0
EF025168,0,37,0.0
EF025323,0,37,0.0
EF029066,0,37,0.0
EF033657,0,37,0.0
EF033659,0,37,0.0
EF036527,0,37,0.0
EF036528,0,37,0.0
EF036529,0,37,0.0
EF036530,0,37,0.0
EF036531,1,37,0.02702702702702703
EF036532,0,37,0.0
EF036533,0,37,0.0
EF036534,0,37,0.0
EF036535,0,37,0.0
EF036536,0,37,0.0
EF042692,0,37,0.0
EF078278,0,37,0.0
EF078279,0,37,0.0
EF087994,0,37,0.0
EF087995,0,37,0.0
EF091932,1,37,0.02702702702702703
EF116594,0,37,0.0
EF117254,0,37,0.0
EF117255,0,37,0.0
EF117256,0,37,0.0
EF117257,0,37,0.0
EF117258,0,37,0.0
EF117259,0,37,0.0
EF117260,0,37,0.0
EF117261,0,37,0.0
EF117262,0,37,0.0
EF117263,0,37,0.0
EF117264,0,37,0.0
EF117265,0,37,0.0
EF117266,0,37,0.0
EF117267,0,37,0.0
EF117268,0,37,0.0
EF117269,0,37,0.0
EF117270,0,37,0.0
EF117271,0,37,0.0
EF117272,0,37,0.0
EF117273,0,37,0.0
EF117274,0,37,0.0
EF121405,0,37,0.0
EF125655,0,37,0.0
EF158040,0,37,0.0
EF158041,1,37,0.02702702702702703
EF158042,0,37,0.0
EF158043,0,37,0.0
EF159970,0,37,0.0
EF159971,0,37,0.0
EF159972,0,37,0.0
EF159973,0,37,0.0
EF159974,0,37,0.0
EF165366,16,37,0.43243243243243246
EF165539,0,37,0.0
EF165540,0,37,0.0
EF165541,0,37,0.0
EF192591,0,37,0.0
EF203957,0,37,0.0
EF203963,0,37,0.0
EF203965,0,37,0.0
EF203968,0,37,0.0
EF203970,0,37,0.0
EF203973,0,37,0.0
EF203976,0,37,0.0
EF203980,0,37,0.0
EF203982,0,37,0.0
EF203983,0,37,0.0
EF203985,0,37,0.0
EF210725,0,37,0.0
EF210726,0,37,0.0
EF210727,0,37,0.0
EF210729,0,37,0.0
EF210730,0,37,0.0
EF210731,0,37,0.0
EF210732,0,37,0.0
EF210734,0,37,0.0
EF210735,0,37,0.0
EF363122,0,37,0.0
EF367208,0,37,0.0
EF368370,1,37,0.02702702702702703
EF368371,1,37,0.02702702702702703
EF368372,0,37,0.0
EF374125,0,37,0.0
EF374127,0,37,0.0
EF420986,0,37,0.0
EF440689,0,37,0.0
EF469243,1,37,0.02702702702702703
EF514697,0,37,0.0
EF514698,0,37,0.0
EF514699,0,37,0.0
EF514700,0,37,0.0
EF514701,0,37,0.0
EF514702,0,37,0.0
EF514703,0,37,0.0
EF514704,0,37,0.0
EF514705,0,37,0.0
EF514706,0,37,0.0
EF514707,0,37,0.0
EF514708,0,37,0.0
EF514709,0,37,0.0
EF514710,0,37,0.0
EF514711,0,37,0.0
EF514712,0,37,0.0
EF514713,0,37,0.0
EF531328,0,37,0.0
EF531329,0,37,0.0
EF531330,0,37,0.0
EF531331,0,37,0.0
EF531332,0,37,0.0
EF531333,0,37,0.0
EF531334,0,37,0.0
EF531335,0,37,0.0
EF531336,0,37,0.0
EF531337,0,37,0.0
EF531338,0,37,0.0
EF545108,0,37,0.0
EF575354,0,37,0.0
EF575370,0,37,0.0
EF575384,0,37,0.0
EF575400,0,37,0.0
EF575414,0,37,0.0
EF575429,0,37,0.0
EF575444,0,37,0.0
EF575455,0,37,0.0
EF575471,0,37,0.0
EF589039,0,37,0.0
EF589040,0,37,0.0
EF589041,0,37,0.0
EF589042,0,37,0.0
EF589043,0,37,0.0
EF589044,0,37,0.0
EF593181,0,37,0.0
EF593182,0,37,0.0
EF593183,0,37,0.0
EF593184,0,37,0.0
EF593186,0,37,0.0
EF593187,0,37,0.0
EF593188,0,37,0.0
EF593189,0,37,0.0
EF593190,0,37,0.0
EF593191,0,37,0.0
EF593192,0,37,0.0
EF593193,0,37,0.0
EF593194,0,37,0.0
EF593195,0,37,0.0
EF593196,0,37,0.0
EF593197,0,37,0.0
EF593198,0,37,0.0
EF593199,0,37,0.0
EF593200,0,37,0.0
EF593201,0,37,0.0
EF593202,0,37,0.0
EF593203,0,37,0.0
EF593204,0,37,0.0
EF593205,0,37,0.0
EF593206,0,37,0.0
EF593207,0,37,0.0
EF593208,0,37,0.0
EF593209,0,37,0.0
EF593210,0,37,0.0
EF593211,0,37,0.0
EF593212,0,37,0.0
EF593213,0,37,0.0
EF593216,0,37,0.0
EF593217,0,37,0.0
EF593218,0,37,0.0
EF593219,0,37,0.0
EF593220,0,37,0.0
EF593221,0,37,0.0
EF593222,0,37,0.0
EF593223,0,37,0.0
EF593224,0,37,0.0
EF593225,0,37,0.0
EF593226,0,37,0.0
EF593227,0,37,0.0
EF593228,0,37,0.0
EF593229,0,37,0.0
EF593230,0,37,0.0
EF593231,0,37,0.0
EF593232,0,37,0.0
EF593233,0,37,0.0
EF593234,0,37,0.0
EF593238,0,37,0.0
EF593240,0,37,0.0
EF593253,0,37,0.0
EF593254,0,37,0.0
EF593256,0,37,0.0
EF593259,0,37,0.0
EF593260,0,37,0.0
EF593261,0,37,0.0
EF593262,0,37,0.0
EF593263,0,37,0.0
EF593264,0,37,0.0
EF593265,0,37,0.0
EF593266,0,37,0.0
EF593267,0,37,0.0
EF593268,0,37,0.0
EF593269,0,37,0.0
EF593270,0,37,0.0
EF593271,0,37,0.0
EF593272,0,37,0.0
EF593273,0,37,0.0
EF593274,0,37,0.0
EF593275,0,37,0.0
EF593276,0,37,0.0
EF593277,0,37,0.0
EF593279,0,37,0.0
EF593281,0,37,0.0
EF593282,0,37,0.0
EF593283,0,37,0.0
EF593284,0,37,0.0
EF593285,0,37,0.0
EF593286,0,37,0.0
EF593287,0,37,0.0
EF593288,0,37,0.0
EF593289,0,37,0.0
EF593290,0,37,0.0
EF593291,0,37,0.0
EF593292,0,37,0.0
EF593293,0,37,0.0
EF593294,0,37,0.0
EF593295,0,37,0.0
EF593296,0,37,0.0
EF593297,0,37,0.0
EF593298,0,37,0.0
EF593299,0,37,0.0
EF593300,0,37,0.0
EF593301,0,37,0.0
EF593302,0,37,0.0
EF593303,0,37,0.0
EF593304,0,37,0.0
EF593305,0,37,0.0
EF593306,0,37,0.0
EF593307,0,37,0.0
EF593308,0,37,0.0
EF593309,0,37,0.0
EF593310,1,37,0.02702702702702703
EF593311,0,37,0.0
EF593312,0,37,0.0
EF593313,0,37,0.0
EF593314,0,37,0.0
EF593315,0,37,0.0
EF593316,0,37,0.0
EF593317,0,37,0.0
EF593318,0,37,0.0
EF593319,0,37,0.0
EF633445,0,37,0.0
EF637046,0,37,0.0
EF637047,1,37,0.02702702702702703
EF637048,0,37,0.0
EF637049,0,37,0.0
EF637050,0,37,0.0
EF637051,0,37,0.0
EF637052,0,37,0.0
EF637053,0,37,0.0
EF637054,0,37,0.0
EF637055,0,37,0.0
EF637056,0,37,0.0
EF637057,0,37,0.0
EF643652,0,37,0.0
EF643656,0,37,0.0
EF643659,0,37,0.0
EF643662,0,37,0.0
EF694032,0,37,0.0
EF694034,0,37,0.0
EU000509,1,37,0.02702702702702703
EU000512,0,37,0.0
EU000515,0,37,0.0
EU023922,0,37,0.0
EU023929,0,37,0.0
EU023932,0,37,0.0
EU023933,0,37,0.0
EU023937,0,37,0.0
EU110086,0,37,0.0
EU110087,0,37,0.0
EU110088,0,37,0.0
EU110089,0,37,0.0
EU110090,0,37,0.0
EU110091,0,37,0.0
EU110092,0,37,0.0
EU110093,0,37,0.0
EU110094,0,37,0.0
EU131787,0,37,0.0
EU131788,0,37,0.0
EU131789,0,37,0.0
EU131790,0,37,0.0
EU131791,0,37,0.0
EU131792,0,37,0.0
EU131793,0,37,0.0
EU131794,0,37,0.0
EU131795,0,37,0.0
EU131796,0,37,0.0
EU131797,0,37,0.0
EU131798,0,37,0.0
EU131799,0,37,0.0
EU131800,0,37,0.0
EU131801,0,37,0.0
EU131802,0,37,0.0
EU131803,0,37,0.0
EU131804,0,37,0.0
EU131805,0,37,0.0
EU131806,0,37,0.0
EU131807,0,37,0.0
